Source,Target,Prediction,Meteor,Bleu
"वह ऐसा इसलिए करता है, क्योंकि वह भारतीय तिरंगे के कथित अनादर से क्रोधित है",He does this because he is angry at the alleged desecration of the Indian flag,He does so because he is angered by the alleged disregard of the Indian tricolour.,0.6410596026490065,0.5345224838248488
"रंधावा से एक हफ्ते से उनके मोबाईल पर सम्पर्क करने की कोशिश की गयी, लेकिन बात नहीं हो पायी।",Attempts to contact Randhawa on his mobile over the past one week have remained futile.,"For one week he was approached for his mobile phone, but was unable to speak.",0.31746031746031744,0.21821789023599233
नैनो की तुलना में अल्टो 800 का डिज़ाइन वेवफ्रंट है जो पारंपरिक कार की तरह दिखता है।,"The Alto 800 incorporates a Wavefront Design, a more traditional car look, compared to the Nano","The Alto 800 has a design vessel weaver, which looks like a traditional car.",0.4179775280898876,0.22259369575434812
वीडियो क्लिप शेयर किए,Share videos,Share video clips,0.8928571428571429,0.12909944487358058
डिर्क और उनकी पत्नी पेट्रा दोनों बागवानी करते हैं और वे दोनों खुद एक सामान्य हाई स्कूल से पढ़े थे.,"""""""Wunderlich and his wife, Petra, are both gardeners, who themselves graduated from a normal high school, which they attended """"""""not reluctantly,"""""""" Dirk said.""""""",Dirk and his wife Petra both horticulture and he himself studied at a common high school.,0.18415841584158413,0.10208599557217783
"शियास उन्हें इमाम के परिवार के सदस्य के रूप में पूजा करते हैं, जबकि सुन्नी उन्हें महान पवित्रता के व्यक्ति के रूप में देखते हैं।","The Shias venerate him as a member of the family of imams, while the Sunni simply see him as a person of great sanctity.","Shaas worships him as a member of the family of Imam, while Sunni worships him as a person of great purity.",0.727658794744387,0.5861164362431892
"इसलिए, न खुद कोई लापरवाही करनी है और न ही किसी और को लापरवाही करने देना है","Hence, we must make sure we ourselves dont become careless, not allow anyone else do so","Therefore, no one should be careless or ill-conceived.",0.05813953488372093,0
"2019 के लिए मायावती-अखिलेश ने जारी की लिस्ट, जानिए कौन-कहां से लड़ेगा लोकसभा चुनाव","Mayawati, Akhilesh Yadav seal pact for 2019 polls: BSP-SP not to contest in Amethi, Raebareli",Ms Mayawati-Akhilesh releases the list of contesting Lok Sabha Elections for 2019.,0.14603174603174604,0.021435786060341307
दोनों ही कहीं भी दिखाई नहीं पड़ रहे।,They are not seen anywhere.,Both are not visible anywhere.,0.625,0.3872983346207417
"और यूसुफ ने एक स्वप्न देखा, और अपने भाइयों से उसका वर्णन किया : तब वे उस से और भी द्वेष करने लगे।","Joseph dreamed a dream, and he told it to his brothers, and they hated him all the more.","And, when Yusuf had dreamt of it, and describes it with his brothers, then he started hate even more.",0.44663915094339623,0.13245323570650439
रात और दिन उसकी तस्बीह किया करते हैं (और) कभी काहिली नहीं करते,"They praise night and day, without ever tiring.",They keep doing it day in and day out (and) never make it tolerable,0.14150943396226412,0.033149677206589796
"मध्य रेलवे एवं पश्चिम रेलवे के अधिकारियों के अनुसार मनमाड-मुंबई एक्सप्रेस, गुजरात एक्सप्रेस, सौराष्ट्र एक्सप्रेस, बांद्रा टर्मिनस सूरत इंटरसिटी एक्सप्रेस और मुंबई सेंट्रल-अहमदाबाद शताब्दी एक्सप्रेस जैसी कुछ इंटरसिटी ट्रेनों को रद्द कर दिया गया है।","Some intercity trains like Manmad-Mumbai Express, Gujarat Express, Saurashtra Express, Bandra-Terminus Surat Intercity Express and Mumbai Central-Ahmedabad Shatabdi Express have been cancelled, officials of the Central and Western Railways said.","According to officials of Central Railway and Western Railway, some intercity trains like Manmad-Mumbai Express, Gujarat Express, Saurashtra Express, Bandra Terminus, Surat Intercity Express and Mumbai Central-Ahmedabad Shatabdi Express have been cancelled.",0.8926832507082152,0.6779951469994743
सभी सुरक्षित और खतरे से बाहर हैं।,Both are safe and healthy.,All are safe and out of danger.,0.6048387096774195,0.3779644730092272
वह देख सकता है कि इन ‘ संकटों से भरे वक्‍त ’ में उन्हें किन - किन मुश्‍किलों का सामना करना पड़ रहा है और वह उनके दिल की हर बात जानता है । — 2 तीमुथियुस 3: 1. प्रेषितों 17: 27.,"He sees what they are going through in these critical times, and he knows their innermost feelings. 2 Timothy 3: 1. Acts 17: 27.",He can see what his heart is experiencing in these times of crisis and what his heart knows every thing in his heart. — 2 Timulus 3: 1. Prophet 17: 27.,0.5010893246187365,0.188371629943954
जाने-माने वैज्ञानिक सिवान के. को भारतीय अंतरिक्ष अनुसंधान संगठन (इसरो) का अध्यक्ष नियुक्त किया गया है।,New Delhi: Noted scientist Sivan K was appointed Chairman of the Indian Space Research Organisation on Wednesday.,"Eminent scientist Sivan K. has been appointed as Chairman, Indian Space Research Organisation (ISRO).",0.43536481808086747,0.3165776262882712
उन्होंने प्रशासन और सरकार के खिलाफ नारेबाजी की।,They raised slogans against the government and the administration.,They resorted to sloganeering against the administration and the government.,0.759075907590759,0.3333333333333333
इंडियन डॉग ब्रीडर असोसिएशन के प्रेज़िडेंट और ब्रीडर सतीश बताते हैं कि उन्होंने चीन से 2 महीने के दो पपीज़ को मंगाया है।,"Satish, breeder and president of Indian Dog Breeders' Association, said two two-month-old pups, each costing Rs 1 crore, are flying in from China.",Indian Dog Breeder Associations President and Breeder Satish says that they have so far received two pgs of 2 months each from China.,0.40171858216971,0.17782168978975485
उपराष्ट्रपति ने कहा कि भारत ने आतंकवाद के खिलाफ लगातार आवाज उठाई है और इसे खत्म करने के लिए मजबूत तरीके से कार्रवाई करने की जरूरत है। भारत इस खतरे से लड़ने और इसके उन्मूलन के लिए प्रतिबद्ध है।,The Vice President said that India has consistently voiced the need to have a strong resolute response to terrorism and its manifestations and India is committed to working towards fighting and elimination of this menace.,The Vice President said that India has been consistently raising its voice against terrorism and there is a need for strong action to eliminate it and India is committed to fight and eliminate it.,0.6474206128133705,0.4405915811518486
"विनिर्माण, बिजली, गैस, जलापूर्ति एवं अन्‍य उपयोगी सेवाओं और व्‍यापार, होटल, परिवहन एवं संचार तथा प्रसारण क्षेत्र से जुड़ी सेवाओं की वृद्धि दर वर्ष 2016-17 की दूसरी तिमाही की तुलना में वर्ष 2017-18 की दूसरी तिमाही में 6.0 प्रतिशत से ज्‍यादा रही।","The amount allocated and utilized for passenger safety, capital and development work, cleanliness and finance and accounting reforms in Railways in the financial year 2016-17 is indicated below :-","The growth rate in Manufacturing, Power, Gas, Water Supply and Other Utility Services and Services related to Trade, Hotels, Transport and Communication and Broadcasting sectors in 2 of 2017-18 was more than 6.0 per cent compared to 2 of 2016-17.",0.16467065868263475,0.021182963643408083
ईश्वर की कृपा से मैं बिल्कुल ठीक हूं.,Im fine by the grace of God.,I am really fit with the blessings of God.,0.45731707317073167,0.20412414523193154
लेकिन वापस जाने को अभी लंबा अंतराल है।,But its still a long way to go.,But there is still a long gap to go back.,0.6898846495119787,0.3333333333333333
हॉकी टेस्ट : भारत ने अर्जेटीना को बराबरी पर रोका,Hockey: India to face Belgium in test series,Hockey Test: India beat Argentina in equal measure,0.41333333333333333,0.059761430466719695
दोनों करनाल के सलवान गांव की रहने वालीं थी।,"Himandri and Bindu Rani, both friends, were from Karnals Salwan village.",Both were from Salwan village in Karnal.,0.42720073103868417,0.1509272666182457
एफआईआर प्रदर्शनी के -19,the FIR Exhibit Ka-19,The FIR Exhibition -19,0.7361111111111112,0.09128709291752769
चाहे यह सरकारी क्षेत्र में हो या निजी क्षेत्र में।,Will it be in a private or government sector?,Be it in the public sector or in the private sector.,0.29411764705882354,0.06030226891555274
इस कारण उपभोक्ताओं के बीच हंगामा मच गया था।,This caused panic among consumers.,This resulted in huge enthusiastic response among the consumers.,0.4931640625,0.06454972243679029
"यूनिवर्सिटी ऑफ़ दिल्ली, भारत की उन चंद यूनिवर्सिटीज में से एक है जो टेक्निकल डिग्री में फोकस्ड नहीं है, और यूनिवर्सिटी ऑफ़ दिल्ली को भारत की सबसे बेहतरीन यूनिवर्सिटी माना जाता है.",University of Delhi (Delhi University) is one of the prestigious university of India.,The University of Delhi is one of the few universities in India that do not have a specialized technical degree and the University of Delhi is recognized as one of the best universities in India.,0.4381985535831689,0.1944611170656493
यह सूर्य ग्रहण भारत में भी दिखेगा.,This solar eclipse will also be visible in India.,The solar eclipse will also be visible in India.,0.8993827160493828,0.8819171036881969
टाटा मोटर्स का राइट्स इश्यू शायद पहला ऐसा निर्गम होगा जिसमें डिफरेन्शियल वोटिंग राइट्स,The Tata Motors rights issue is perhaps the first one which will have a DVR portion,Tata Motors RITES WITH Issue may be the first issue in which the Rights Issue will be issued.,0.4222525183670378,0.2138963159732493
"1971 की मेरी यादें 1968 से शुरू होकर चलने वाली यादों के सिलसिले के हिस्से के तौर पर हैं, जब मैंने अपने लड़कपन में कदम रखा था","My memories of 1971 are a continuum from 1968, when I stepped into my teens","My memories from 1971 are a part of the series that began in 1968, when I came to Delhi.",0.6125720010017531,0.3823595564509363
"सूत्रों के अनुसार, जांच आयोग ने 17 पेज की अपनी रिपोर्ट सिंध प्रांत के गृह विभाग के पास भेज दी है।","The commission has concluded its findings and has submitted its 17-page report to the Sindh Home Department, as per sources.","Accordingly, the Commission has forwarded its report of 17-page to the Home Department of Sindh region.",0.46488056103440717,0.1421889188969653
उन्होंने कहा कि स्कूल में दुष्कर्म जैसी कोई घटना नहीं हुई।,He said no such incident had taken place in their school.,"No case of rape in the school, he added.",0.2100840336134454,0.02984172108414368
पुलिस ने इस मामले में 5 और गिरफ्तारियां की हैं।,He added five persons have been arrested in this connection.,Police have booked 5 more arrests in this case.,0.46890927624872564,0.1826583106646588
उन्हें हमेशा लगता था कि वो राजेश खन्ना की तरह अच्छे नहीं दिख सकते।,He always thought he was not conventionally good-looking and felt that he would never look as good as Rajesh Khanna.,He always felt that he could not look good like Rajesh Khanna.,0.4743883479257017,0.28262682222522567
"ज्ञापन में कहा गया है कि सीपीडब्ल्यूडी की देखरेख वाली 1,241 इमारतों में से 223 इमारतों में एलईडी बल्ब लगाए गए हैं शेष 230 इमारतों में काम चल रहा है।","The memorandum stated that out of the 1,241 buildings maintained by the CPWD, LED bulbs have been installed in 223 and the work is in progress in 230 buildings.","The memorandum says that out of 1,241 CPWD managed buildings, 223 buildings have LED bulbs and work is underway in the remaining 230 buildings.",0.6495088165112027,0.35914044944912793
"इस प्रकार के खुदरा व्या पार में कम पूंजी, व्यावसायिकता की भावना का अभाव और कम क्रय शक्ति की समस्या्ओं का सामना करना पड़ता है।","This form of retailing faces the problems of small capital, lack of professionalism and low purchasing power.","Such retail outlets face issues of low capital, lack of business sense and low purchasing power.",0.6778122162737547,0.3835137769330231
"इसके बाद जैसे ही हुड्डा ने बोलना शुरू किया वहाँ मौजूद बड़ी तादाद में लोग 'मोदी, मोदी' के नारे लगाने लगे.","As PM Modi begins to speak, the strong crowd of Indian-Americans starts chating 'Modi, Modi' slogan.","Hooda started speaking and a large number of people started chanting Modi, Modi.",0.27283653846153844,0.020100918249798358
12-2014 का मथुरा से गिरफ्तार कर दिल्‍ली लाया गया जहां उसे आज यानि 8-12-2014 को न्‍यायालय के समक्ष पेश किया जायेगा।,The accused has been arrested on 7.12.2014 from Mathura and has been brought to Delhi where he will be produced before court on 8.12.2014 i.e. today.,He was arrested from Mathura on 12.2014 and shall be brought to Delhi on 8.12.2014.,0.4045968382937384,0.1815383400099442
"प्रधानमंत्री नरेन्द्र मोदी के पास कार्मिक एवं प्रशिक्षण विभाग, परमाणु ऊर्जा एवं महत्वपूर्ण नीति से जुड़े मुद्दों वाले तथा बिना आवंटित विभाग रहेंगे।","Prime Minister Narendra Modi will retain the Department of Personnel and Training, Atomic Energy and Space as well as all important policy issues and portfolios not allocated.","Prime Minister Narendra Modi will have the Department of Personnel and Training, Department of Atomic Energy and Department of Space with issues of important policy and functions without any allocation.",0.7039249146757679,0.5119267188936727
"पिछले 24 घंटों के दौरान, कोविड-19 के कुल 11,264 मरीज़ ठीक हुए हैं","During the last 24 hours, a total of 11,264 COVID-19 patients have been cured","A total of 11,264 COVID-19 patients have been cured during the last 24 hours.",0.9319727891156462,0.7375337578416624
एकलपीठ ने याचिका खारिज कर दी।,The bench rejected the petition.,The Court dismissed the petition.,0.625,0.3872983346207417
"उन्होंने कहा, ‘वे भी उतने ही देशभक्त हैं, जितने अन्य हैं और उन्हें समान संरक्षण प्रदान करना सरकार की जिम्मेदारी है।","""""""They are as patriotic as any other community and, therefore, it is the responsibility of the state to provide equal protection to them,"""" he said.""","He said, they are as much patriots as they are others, and it is the responsibility of the Government to provide them with equal protection.",0.5949395691303795,0.37416573867739417
नकाबपोशों के हाथों में लाठियां और लोहे की छड़ें थीं.,The assailants carried iron rods and a kirpan in their hand.,The masks had lathis and iron strips.,0.17241379310344826,0.04772739235371554
मैं कभी इतने लंबे समय तक खेल से दूर नहीं रहा।,I had never been away from the game for so long.,I have never stayed away from sports for so long.,0.6302521008403362,0.43707799729361313
मुझे जाना चाहिए.,I must go.,I should go.,0.6388888888888888,0.18257418583505536
कानपुर: कानपुर के मुख्‍य डाकघर से अंडरवर्ल्‍ड माफ‍िया डॉन छोटा राजन और मारे जा चुके कुख्यात गैंगस्‍टर मुन्‍ना बजरंगी की तस्‍वीरों वाले डाक टिकट जारी किए जाने के बाद विभाग ने इस मामले में प्रथम दृष्‍टया जिम्‍मेदार पाए जाने पर एक विभागीय कर्मचारी को निलंबित कर दिया है,"Kanpur: The Kanpur postal department has ordered an inquiry after stamps featuring underworld don Chhota Rajan and slain gangster Munna Bajrangi were issued by the main post office in the city, officials said on Tuesday","Kanpur: After the release of postage stamps on the underworld mafia doin Chhota Rajan and the deadly gangster Munna Bajrangi from the Kanpur Head Post Office, the Department has surrendered one departmental employee on being found as the first responder in the case.",0.5056804553086635,0.2037847864848056
कलाकार किसी समाज का नैतिक विवेक होते हैं.,Artists are the moral conscience of society.,Artists are the moral conscience of any society.,0.9799382716049383,0.7905694150420949
इससे लोग दुखी व हताश है।,People are sad and angry.,It has caused anxiety and anxiety among the people.,0.234375,0.03726779962499649
"आइए, कुछ आंकड़े देखते हैं।",Lets look at some statistics.,Let us see some more facts.,0.3278688524590164,0.05773502691896258
उन्होंने यह भी कहा- ज्यादातर राजनीतिक पार्टियां ‘कह रही हैं कि वक्त आज नहीं बढ़ाया जाना चाहिए और मंत्री कल जवाब दे सकते हैं…।,He adds that most political parties are saying that time should not be extended today and tomorrow the minister can reply,"He also said, Most of the political parties have been saying that the time should not be increased today and Ministers can reply tomorrow.",0.7320350848957914,0.42135048580019224
"मई 2008 में, कुक ने 2 अमेरिकन आइडल छात्र किम्बर्ली काल्डवेल से पूछा जब उनका शो के सातवें सीजन समापन से पहले स्वागत हो रहा था।","In May 2008, Cook asked Season 2 American Idol alum and TV Guide Network correspondent Kimberly Caldwell for a dinner date while on the red carpet before the show's seventh-season finale.","In May 2008, Cook asked Kimbarli Clothing, a 2-year-old American Idol student, when he was being welcomed ahead of the seventh season of the show.",0.36239719768504414,0.22707990366941708
उन्होंने कहा कि बीच में ही स्कूल छोड़ देने वाली मुस्लिम लड़कियों की संख्या पहले के 70 फीसदी से घटकर अब करीब 35 से 40 प्रतिशत रह गई है। ऐसा केन्द्र सरकार की ओर से चलाए गए जागरुकता अभियान और शिक्षा के क्षेत्र में सशक्तिकरण के प्रयासों से संभव हुआ है।,"He said that school dropout rate among Muslim girls, which was earlier more than 70 per cent, has now been reduced to about 35-40 per cent due to awareness and educational empowerment programmes of the Central Government.",Shri Naqvi said that the number of Muslim girls who were forced to drop in school midway has come down from 70 per cent in the past to about 35-40 per cent now due to the awareness campaigns being run by the Central Government and efforts for empowerment in the field of education.,0.5548409227338993,0.2468965573160424
"फिल्म की रिलीज के बाद संतोषी मां को देवी के रूप में पूजा जाता है, विशेष रूप से उत्तरी भारत में महिलाओं द्वारा पूजा अर्चना करबाए जाते है ।","Following the release of the film Santoshi Maa has been worshipped as a goddess, particularly by women in Northern India.","After the release of the film, Santoshee mother is worshipped as goddess, especially in North India by women.",0.6329781836631151,0.30692735352710726
इस तरह के अभ्यर्थियों को ईमेल gstp.nacingmail.com पर अनंतिम पंजीकरण के लिए नासिन से अनुरोध करना होगा।,Such candidates will have to make a request to NACIN for provisional registration at email gstp.nacingmail.com.,Such candidates may be requested to undertake provisional registration at gstp.nacingmail.com.,0.5215114104002992,0.27733630310364726
"दरअसल, भारतीय . पढ़ें","In fact, India with...",For details: Indian Railways geared up to provide COVID Care Centers to State Authorities,0.0,0
बीएमसी ने सोनू सूद पर नोटिस को नजरअंदाज करने का भी आरोप लगाया है।,The BMC also accused Sonu Sood of ignoring the notice in relation to the matter.,BMC has also alleged to neglect the notice on Sonu Sood.,0.34104567307692313,0.16235064428964616
' उन्होंने कहा कि मौजूदा समय में मूल्य वृद्धि की जरूरत नहीं है क्योंकि स्थिर चारा कीमत एवं कम ऊर्जा तथा परिवहन लागत के मद्देनजर दूध उत्पादन लागत भी नियंत्रण में है।,"The price increase is not required currently as cost of milk production is also under control in view of stable feed prices and lower energy and transportation costs, he said.",There is no need for price increase as the cost of milk production is also under control in view of the steady price of fodder and low energy and transportation cost.,0.6377008506616257,0.5153556032968521
लेकिन ये क्या जैसा कुछ सोचा था वैसा हुआ नहीं।,But it was not as I had thought.,But what could not have been thought of,0.16853932584269662,0.059761430466719695
"कर्नाटक चुनाव में 883 करोड़पति, 645 उम्मीदवारों पर दर्ज हैं आपराधिक मामले","883 crorepatis, 645 candidates facing criminal cases are contesting Karnataka election","883 crorepatis, 645 candidates file criminal cases in Karnataka elections",0.742296918767507,0.5046941987886602
"रहाणे ने कहा,‘‘ लोग आलोचना करेंगे या तारीफ करेंगे लेकिन हमें मुश्किल दौर में एकजुट रहना होगा।","""""""People will criticise or appreciate, but for us it matters to stay together in difficult times.""","“People will criticise or praise it, but we have to stand united in difficult times.",0.5354616769547325,0.2958332839696959
Metoo आंदोलन भारत में सनसनी की तरह फैल रहा है।,MeToo in India the ugliness has shaken me up.,The Metoo movement is spreading in India like a sensation.,0.36831683168316837,0.14907119849998599
"CISF भारत की प्रमुख संस्थाओं जैसे परमाणु संस्थानों, विद्युत संयत्रों, हवाई-अड्डों, समुद्रीपत्तनों, संवेदनशील सरकारी भवनों तथा विरासत स्मारकों को सुरक्षा प्रदान करती है।","CISF provides security cover to nuclear installations, space establishments, airports, seaports, power plants, metro stations, sensitive government buildings and heritage monuments.","The CISF protects Indias premier institutions such as nuclear institutes, power plants, airports, seaports, sensitive government buildings and heritage monuments.",0.5681860767241702,0.44723225779000886
जर्मनी के लिए सब कुछ..,Everything for Germany.,Everything for Germany,0.754985754985755,0.5773502691896257
"और वैसे,क्रिस्टी गैनस, दूसरा रन्नर US टीम मे, दुनिया की सबसे तेजी महिला है","And by the way, Chryste Gaines, the second runner in the US team, is the fastest woman on earth.","And so, Kris Gonsale, the second Rannar US team is the fastest woman in the world.",0.532841691248771,0.3783982907133513
उन्होंने पूछा कि ऐसा क्यों कर रहे हैं।,Why do they do that? she asked.,He asked why they were doing so.,0.28089887640449435,0.048795003647426664
यह देखकर स्कूल में मेरे टीचर और बाकी लोग खुश नहीं हुए ।,I returned from the convention determined to take my stand for my faith in school.,My teachers in the school and others did not feel happy after seeing this.,0.15723270440251572,0.030864430606258583
हालांकि उन्होंने संभावनाओं को खारिज भी नहीं किया।,"However, he didnt rule out the possibility.","However, he did not deny the possibility.",0.654320987654321,0.4364357804719847
"म्यानमार में, किस प्रकार एक युवा बहन की ईमानदारी के कारण अच्छी गवाही दी गई?",Older ones who have let the truth mold them into honest people set a good example for young ones in this dishonest world. In Myanmar lives such a young sister.,"In Myanmar, the honesty of a young sister is a good testimony.",0.2463576158940397,0.06727627460220481
जबकि तीन को पुलिस टीम ने गिरफ्तार कर लिया।,Three persons were arrested by the police.,Three were arrested by the police team.,0.840561224489796,0.5976143046671969
उन्होंने कहा कि पुलिस ने घटना का मामला दर्ज कर लिया है।,"The police have registered a case in connection with the incident, he added.","Police has registered an incident, he added.",0.46697845804988664,0.1852114941141368
उन्होंने कहा कि दुनिया की इनोवेशन रैंकिंग में हम लगातार ऊपर बढ़ रहे हैं।,We are steadily climbing up on the innovations rankings in the world.,We are consistently moving up in the Global Innovation Index.,0.5487060546875001,0.272910251025994
जो हमारे उत्पाद का इस्तेमाल जरूरी नहीं हैं,who use our product are not necessarily,It is not necessary to use our product.,0.5208333333333334,0.23145502494313785
(मगर) तुम लोग तो ख़ुदा को छोड़कर सिर्फ बुतों की परसतिश करते हैं और झूठी बातें (अपने दिल से) गढ़ते हो इसमें तो शक ही नहीं कि ख़ुदा को छोड़कर जिन लोगों की तुम परसतिश करते हो वह तुम्हारी रोज़ी का एख्तेयार नही रखते-बस ख़ुदा ही से रोज़ी भी माँगों और उसकी इबादत भी करो उसका शुक्र करो (क्योंकि) तुम लोग (एक दिन) उसी की तरफ लौटाए जाओगे,"You only serve, apart from God, idols and you create a calumny. those you serve, apart from God, have no power to provide for you. So seek after your provision with God, and serve Him, and be thankful to Him. unto Him you shall be returned.","And it is not that those who exclude you will not retract from your own world, you will not retract from your own world, you will retract from your own world, you will retract from your own world, you will retract from your own world, you will retract from your own world, you will retract from your own world, you will retract from your own world.",0.1643598615916955,0.012773807700531712
"िफर भी, अतुकान्त और मुक्त छन्द की कविताओं और गद्य गीतों के इस संग्रह को साहित्य में एक होक्स के रूप में नहीं लिया गया।",'Even with this background the poems and prose songs in free verse were not taken as a hoax in literary circles.,"This collection of poems and poetic songs of tifer, inquisitive and free touch was not accepted as a hox in literature.",0.2875565610859728,0.19518001458970663
