Source,Prediction,Target,Meteor Score,Bleu Score
"Briefing media in New Delhi today, party's State-in-charge, Anil Jain said, after the meeting the party will meet the Governor to stake claim for government formation in the state.","['आज नई दिल्ली में मीडिया को briefing करते हुए पार्टी के राज्य प्रभार, अनिल जैन ने कहा कि बैठक के बाद पार्टी राज्य में सरकार की स्थापना के लिए दावा करने के लिए गवर्नर से मुलाकात करेगी।']","आज नई दिल्ली में मीडिया से बातचीत में पार्टी के राज्य प्रभारी अनिल जैन ने बताया कि बैठक के बाद पार्टी, सरकार के गठन का दावा पेश करने के लिए राज्यपाल से मिलेगी।",0.6865581395348838,0.47378737264143556
"""Jesus responded, as he taught in the temple, """"How is it that the scribes say that the Christ is the son of David?""","['येशू ने मंदिर में शिक्षा देते हुए कहा, ""ऐसा क्यों है कि शास्त्री कहते हैं कि ईसा दाऊद का बेटा है?""']","फिर यीशु ने मन्दिर में उपदेश करते हुए यह कहा, कि शास्त्री क्योंकर कहते हैं, कि मसीह दाऊद का पुत्रा है?",0.4750613938521466,0.21821789023599242
Senior leaders of all major parties held electioneering in favour of their candidates.,['सभी प्रमुख दलों के वरिष्ठ नेताओं ने अपने उम्मीदवार के पक्ष में चुनाव करवाया।'],सभी मुख्य पार्टियों के वरिष्ठ नेताओं ने अपने-अपने उम्मीदवारों के पक्ष में चुनाव प्रचार किया।,0.592841163310962,0.5071543460280202
"Meanwhile, three people came there on a bike.",['इस बीच तीन लोग एक साइकिल पर वहां आये।'],इसी बीच एक बाइक पर तीन लोग आते दिखाई दिए।,0.3757575757575758,0.2358108650835347
Katrina shared the video on Instagram.,['कटरिना ने इस वीडियो को इंस्टाग्राम पर साझा किया।'],कटरीना ने ये वीड‍ियो अपनी इंस्‍टास्‍टोरी में शेयर क‍िया है.,0.046296296296296294,4.4493443496507244e-155
He does this because he is angry at the alleged desecration of the Indian flag,['वह ऐसा करता है क्योंकि वह भारतीय झंडे के अपमान के आरोप पर क्रोधित है।'],"वह ऐसा इसलिए करता है, क्योंकि वह भारतीय तिरंगे के कथित अनादर से क्रोधित है",0.48218029350104813,0.35856858280031806
Attempts to contact Randhawa on his mobile over the past one week have remained futile.,['पिछले एक सप्ताह के दौरान रन्धावा को अपनी मोबाइल पर संपर्क करने के प्रयास असफल रहे हैं.'],"रंधावा से एक हफ्ते से उनके मोबाईल पर सम्पर्क करने की कोशिश की गयी, लेकिन बात नहीं हो पायी।",0.07575757575757576,5.570765969371685e-155
"The Alto 800 incorporates a Wavefront Design, a more traditional car look, compared to the Nano","['अल्टो 800 में एक Wavefront डिजाइन शामिल है, एक अधिक पारंपरिक कार लगन, नानो की तुलना में']",नैनो की तुलना में अल्टो 800 का डिज़ाइन वेवफ्रंट है जो पारंपरिक कार की तरह दिखता है।,0.4083393895348837,0.3208444739598739
Share videos,['वीडियो साझा करें'],वीडियो क्लिप शेयर किए,0.12820512820512822,6.17087516772532e-155
"""""""Wunderlich and his wife, Petra, are both gardeners, who themselves graduated from a normal high school, which they attended """"""""not reluctantly,"""""""" Dirk said.""""""","['""""""Wunderlich और उसकी पत्नी, Petra, दोनों उद्यानकार हैं, जो स्वयं एक सामान्य उच्च विद्यालय से स्नातक हैं, जिसे वे भाग लिया है """"""अपेक्षित रूप से नहीं,""""""डिर्क ने कहा.""""']",डिर्क और उनकी पत्नी पेट्रा दोनों बागवानी करते हैं और वे दोनों खुद एक सामान्य हाई स्कूल से पढ़े थे.,0.2704255319148936,0.0890870806374748
"The Shias venerate him as a member of the family of imams, while the Sunni simply see him as a person of great sanctity.",['शिया उसे इमामों के परिवार के सदस्य के रूप में मानते हैं जबकि सुन्नी उसे एक महान पवित्र व्यक्ति के रूप में देखते हैं।'],"शियास उन्हें इमाम के परिवार के सदस्य के रूप में पूजा करते हैं, जबकि सुन्नी उन्हें महान पवित्रता के व्यक्ति के रूप में देखते हैं।",0.5918564416190552,0.5656990795173005
"Hence, we must make sure we ourselves dont become careless, not allow anyone else do so",['इसलिए हमें यह सुनिश्चित करना चाहिए कि हम स्वयं बेपरवाह न रहें और किसी को ऐसा करने की अनुमति न दें।'],"इसलिए, न खुद कोई लापरवाही करनी है और न ही किसी और को लापरवाही करने देना है",0.19125683060109291,7.973301625706314e-155
"Mayawati, Akhilesh Yadav seal pact for 2019 polls: BSP-SP not to contest in Amethi, Raebareli","['Mayawati, Akhilesh Yadav 2019 चुनावों के लिए समझौते पर हस्ताक्षर: बी. एस. पी. रेबरेली में चुनाव नहीं करेंगे']","2019 के लिए मायावती-अखिलेश ने जारी की लिस्ट, जानिए कौन-कहां से लड़ेगा लोकसभा चुनाव",0.23544303797468352,0.11433239009500591
They are not seen anywhere.,['उन्हें कहीं भी नहीं देखा जाता।'],दोनों ही कहीं भी दिखाई नहीं पड़ रहे।,0.32763532763532766,0.2265870956238665
"Joseph dreamed a dream, and he told it to his brothers, and they hated him all the more.",['यूसुफ ने एक स्वप्न देखा और उसे अपने भाईयों को सुना। और वे उससे अधिक घृणा करते रहे।'],"और यूसुफ ने एक स्वप्न देखा, और अपने भाइयों से उसका वर्णन किया : तब वे उस से और भी द्वेष करने लगे।",0.3516408146037776,0.21213266672799827
"They praise night and day, without ever tiring.","['वे रात और दिन की तसबीह करते है, बिना थकने के']",रात और दिन उसकी तस्बीह किया करते हैं (और) कभी काहिली नहीं करते,0.13605442176870747,0.22484644107784538
"Some intercity trains like Manmad-Mumbai Express, Gujarat Express, Saurashtra Express, Bandra-Terminus Surat Intercity Express and Mumbai Central-Ahmedabad Shatabdi Express have been cancelled, officials of the Central and Western Railways said.","['केंद्रीय और पश्चिमी रेलवे के अधिकारियों ने कहा कि मानमद-मुम्बई एक्सप्रेस, गुजरात एक्सप्रेस, सौराष्ट्र एक्सप्रेस, बंडरा-टेर्मिनस सूरत इंटरसिटि एक्सप्रेस और मुम्बई केंद्रीय-अहमदाबाद शताबदी एक्सप्रेस जैसे कुछ इंटरसिटि ट्रेनें रद्द कर दी गई हैं।']","मध्य रेलवे एवं पश्चिम रेलवे के अधिकारियों के अनुसार मनमाड-मुंबई एक्सप्रेस, गुजरात एक्सप्रेस, सौराष्ट्र एक्सप्रेस, बांद्रा टर्मिनस सूरत इंटरसिटी एक्सप्रेस और मुंबई सेंट्रल-अहमदाबाद शताब्दी एक्सप्रेस जैसी कुछ इंटरसिटी ट्रेनों को रद्द कर दिया गया है।",0.4464285714285714,0.3172764124916995
Both are safe and healthy.,['दोनों ही सुरक्षित और स्वस्थ हैं।'],सभी सुरक्षित और खतरे से बाहर हैं।,0.3703703703703703,0.2676810248362385
"He sees what they are going through in these critical times, and he knows their innermost feelings. 2 Timothy 3: 1. Acts 17: 27.","['वह देखता है कि वे इन संकटकालीन समयों में किस तरह से गुजर रहे हैं, और वह उनके भीतर की भावनाओं को जानता है।']",वह देख सकता है कि इन ‘ संकटों से भरे वक्‍त ’ में उन्हें किन - किन मुश्‍किलों का सामना करना पड़ रहा है और वह उनके दिल की हर बात जानता है । — 2 तीमुथियुस 3: 1. प्रेषितों 17: 27.,0.18194996140740602,0.11549590058678179
New Delhi: Noted scientist Sivan K was appointed Chairman of the Indian Space Research Organisation on Wednesday.,['नई दिल्ली: उल्लेखनीय वैज्ञानिक शिवन के को भारतीय अंतरिक्ष अनुसंधान संगठन के अध्यक्ष नियुक्त किया गया।'],जाने-माने वैज्ञानिक सिवान के. को भारतीय अंतरिक्ष अनुसंधान संगठन (इसरो) का अध्यक्ष नियुक्त किया गया है।,0.5148936170212766,0.47434164902525694
They raised slogans against the government and the administration.,['उन्होंने सरकार और प्रशासन के खिलाफ नारा लगाये।'],उन्होंने प्रशासन और सरकार के खिलाफ नारेबाजी की।,0.5329861111111112,0.32732683535398854
"Satish, breeder and president of Indian Dog Breeders' Association, said two two-month-old pups, each costing Rs 1 crore, are flying in from China.",['भारतीय कुत्ते प्रजनन संघ के अध्यक्ष और प्रजननकर्ता सतीश ने कहा कि एक करोड़ रुपये की लागत वाला दो दो माह का बच्चा चीन से आ रहा है।'],इंडियन डॉग ब्रीडर असोसिएशन के प्रेज़िडेंट और ब्रीडर सतीश बताते हैं कि उन्होंने चीन से 2 महीने के दो पपीज़ को मंगाया है।,0.22639627659574468,0.10286889997472794
The Vice President said that India has consistently voiced the need to have a strong resolute response to terrorism and its manifestations and India is committed to working towards fighting and elimination of this menace.,['उपराष्ट्रपति ने कहा कि भारत ने निरंतर कहा है कि आतंकवाद और उसकी अभिव्यक्तियों के प्रति एक मजबूत दृढ़ प्रतिक्रिया की आवश्यकता है और भारत इस खतरे से लड़ने और उसका उन्मूलन करने के लिए कार्य करने के लिए प्रतिबद्ध है।'],उपराष्ट्रपति ने कहा कि भारत ने आतंकवाद के खिलाफ लगातार आवाज उठाई है और इसे खत्म करने के लिए मजबूत तरीके से कार्रवाई करने की जरूरत है। भारत इस खतरे से लड़ने और इसके उन्मूलन के लिए प्रतिबद्ध है।,0.6407645362671818,0.513239353660981
"The amount allocated and utilized for passenger safety, capital and development work, cleanliness and finance and accounting reforms in Railways in the financial year 2016-17 is indicated below :-","['वित्त वर्ष 2016-17 में रेलवे में यात्रियों की सुरक्षा, पूंजी और विकास कार्य, स्वच्छता तथा वित्त और लेखा सुधारों के लिए आवंटित और उपयोग की गई राशि निम्नलिखित हैः-']","विनिर्माण, बिजली, गैस, जलापूर्ति एवं अन्‍य उपयोगी सेवाओं और व्‍यापार, होटल, परिवहन एवं संचार तथा प्रसारण क्षेत्र से जुड़ी सेवाओं की वृद्धि दर वर्ष 2016-17 की दूसरी तिमाही की तुलना में वर्ष 2017-18 की दूसरी तिमाही में 6.0 प्रतिशत से ज्‍यादा रही।",0.11013215859030838,0.06339912231099834
Im fine by the grace of God.,['मैं ईश्वर की अनुकम्पा के कारण अच्छा हूँ।'],ईश्वर की कृपा से मैं बिल्कुल ठीक हूं.,0.28714107365792757,0.23145502494313785
But its still a long way to go.,['लेकिन अभी बहुत दूर है।'],लेकिन वापस जाने को अभी लंबा अंतराल है।,0.1948051948051948,6.341195631391024e-155
Hockey: India to face Belgium in test series,['हॉकीः भारत टेस्ट श्रृंखला में बेल्जियम का सामना करेगा'],हॉकी टेस्ट : भारत ने अर्जेटीना को बराबरी पर रोका,0.10101010101010102,6.29232312294398e-155
"Himandri and Bindu Rani, both friends, were from Karnals Salwan village.","['हिमाचली और बिदु रानी, दोनों मित्र कर्नाटक सल्वान गांव से थे।']",दोनों करनाल के सलवान गांव की रहने वालीं थी।,0.10752688172043011,6.360494346864465e-155
the FIR Exhibit Ka-19,['एफ आई आर डिब्बा का-19'],एफआईआर प्रदर्शनी के -19,0.0,0
Will it be in a private or government sector?,['क्या यह निजी या सरकारी क्षेत्र में होगा?'],चाहे यह सरकारी क्षेत्र में हो या निजी क्षेत्र में।,0.30303030303030304,0.3605147093430547
This caused panic among consumers.,['इससे उपभोक्ताओं में भय उत्पन्न हुआ।'],इस कारण उपभोक्ताओं के बीच हंगामा मच गया था।,0.0574712643678161,3.693595645692774e-155
University of Delhi (Delhi University) is one of the prestigious university of India.,['दिल्ली विश्वविद्यालय (दिल्ली विश्वविद्यालय) भारत के प्रतिष्ठित विश्वविद्यालयों में से एक है।'],"यूनिवर्सिटी ऑफ़ दिल्ली, भारत की उन चंद यूनिवर्सिटीज में से एक है जो टेक्निकल डिग्री में फोकस्ड नहीं है, और यूनिवर्सिटी ऑफ़ दिल्ली को भारत की सबसे बेहतरीन यूनिवर्सिटी माना जाता है.",0.1296014859844647,0.05198629871013831
This solar eclipse will also be visible in India.,['यह सूर्यास्त भारत में भी दिखाई देगा।'],यह सूर्य ग्रहण भारत में भी दिखेगा.,0.4746835443037974,0.4364357804719847
The Tata Motors rights issue is perhaps the first one which will have a DVR portion,['टाटा मोटर्स अधिकार मुद्दे शायद पहला है जो डीवीआर भाग होगा'],टाटा मोटर्स का राइट्स इश्यू शायद पहला ऐसा निर्गम होगा जिसमें डिफरेन्शियल वोटिंग राइट्स,0.3255474452554745,0.2295407032205458
"My memories of 1971 are a continuum from 1968, when I stepped into my teens","['1971 की मेरी स्मृतियां 1968 से एक शृंखला है, जब मैं अपने किशोरों में प्रवेश किया']","1971 की मेरी यादें 1968 से शुरू होकर चलने वाली यादों के सिलसिले के हिस्से के तौर पर हैं, जब मैंने अपने लड़कपन में कदम रखा था",0.3058882922575612,0.15900930658447213
"The commission has concluded its findings and has submitted its 17-page report to the Sindh Home Department, as per sources.",['आयोग ने अपने निष्कर्षों को अंतिम रूप दिया है और स्रोतों के अनुसार सिंध गृह विभाग को अपनी 17 पृष्ठ की रिपोर्ट प्रस्तुत की है।'],"सूत्रों के अनुसार, जांच आयोग ने 17 पेज की अपनी रिपोर्ट सिंध प्रांत के गृह विभाग के पास भेज दी है।",0.3824115595416044,0.1914854215512676
He said no such incident had taken place in their school.,['उन्होंने कहा कि उनके स्कूल में ऐसी कोई घटना नहीं हुई है।'],उन्होंने कहा कि स्कूल में दुष्कर्म जैसी कोई घटना नहीं हुई।,0.7017173423423423,0.5504818825631803
He added five persons have been arrested in this connection.,['उन्होंने इस संबंध में पांच व्यक्तियों को गिरफ्तार किया है।'],पुलिस ने इस मामले में 5 और गिरफ्तारियां की हैं।,0.10000000000000002,6.6709427497276e-155
He always thought he was not conventionally good-looking and felt that he would never look as good as Rajesh Khanna.,['वे हमेशा सोचते थे कि वे पारंपरिक रूप से अच्छे नहीं लगते और समझते थे कि वे कभी भी राजेश खान्ना की तरह अच्छे नहीं लगेंगे।'],उन्हें हमेशा लगता था कि वो राजेश खन्ना की तरह अच्छे नहीं दिख सकते।,0.417561761546724,0.17974340685458343
"The memorandum stated that out of the 1,241 buildings maintained by the CPWD, LED bulbs have been installed in 223 and the work is in progress in 230 buildings.","['ज्ञापन में कहा गया था कि केंद्रीय लोक निर्माण विभाग द्वारा रखी गई 1,241 इमारतों में से 223 में एलईडी बल्ब स्थापित किए गए हैं और 230 इमारतों में कार्य प्रगति पर है।']","ज्ञापन में कहा गया है कि सीपीडब्ल्यूडी की देखरेख वाली 1,241 इमारतों में से 223 इमारतों में एलईडी बल्ब लगाए गए हैं शेष 230 इमारतों में काम चल रहा है।",0.5937394293445966,0.4646601886422926
"This form of retailing faces the problems of small capital, lack of professionalism and low purchasing power.","['इस प्रकार की खुदरा बिक्री में लघु पूंजी, पेशेवरता की कमी और कम खरीद क्षमता की समस्याएं आती हैं।']","इस प्रकार के खुदरा व्या पार में कम पूंजी, व्यावसायिकता की भावना का अभाव और कम क्रय शक्ति की समस्या्ओं का सामना करना पड़ता है।",0.32618110236220477,0.1672929246514959
"As PM Modi begins to speak, the strong crowd of Indian-Americans starts chating 'Modi, Modi' slogan.","['जैसे-जैसे प्रधानमंत्री மோடி बोलने लगते हैं, भारतीय-अमेरिकी लोगों की जोरदार भीड़ ‘मोदी,मोदी’ नारा लगाती है।']","इसके बाद जैसे ही हुड्डा ने बोलना शुरू किया वहाँ मौजूद बड़ी तादाद में लोग 'मोदी, मोदी' के नारे लगाने लगे.",0.12018140589569158,0
The accused has been arrested on 7.12.2014 from Mathura and has been brought to Delhi where he will be produced before court on 8.12.2014 i.e. today.,['अभियुक्त को 7.12.2014 को मथुरा से गिरफ्तार किया गया है और दिल्ली लाया गया है जहां वह आज अर्थात 8.12.2014 को अदालत के समक्ष प्रस्तुत किया जाएगा.'],12-2014 का मथुरा से गिरफ्तार कर दिल्‍ली लाया गया जहां उसे आज यानि 8-12-2014 को न्‍यायालय के समक्ष पेश किया जायेगा।,0.44159652664051496,0.25035587206627025
"Prime Minister Narendra Modi will retain the Department of Personnel and Training, Atomic Energy and Space as well as all important policy issues and portfolios not allocated.","['प्रधानमंत्री नरेन्द्र मोदी कार्मिक और प्रशिक्षण, परमाणु ऊर्जा और अंतरिक्ष विभाग तथा अन्य सभी महत्वपूर्ण नीतिगत मुद्दों और विभागों को अपने पास रखे रहेंगे।']","प्रधानमंत्री नरेन्द्र मोदी के पास कार्मिक एवं प्रशिक्षण विभाग, परमाणु ऊर्जा एवं महत्वपूर्ण नीति से जुड़े मुद्दों वाले तथा बिना आवंटित विभाग रहेंगे।",0.4750613938521466,0.25537695922762454
"During the last 24 hours, a total of 11,264 COVID-19 patients have been cured","['पिछले 24 घंटे के दौरान, कुल 11,264 COVID-19 रोगियों को निकोचित किया गया है']","पिछले 24 घंटों के दौरान, कोविड-19 के कुल 11,264 मरीज़ ठीक हुए हैं",0.4501375018092343,0.3144854510165755
The bench rejected the petition.,['बैंच ने याचिका को अस्वीकार कर दिया।'],एकलपीठ ने याचिका खारिज कर दी।,0.4189435336976321,0.26726124191242434
"""""""They are as patriotic as any other community and, therefore, it is the responsibility of the state to provide equal protection to them,"""" he said.""","[""उन्होंने कहा, '' वे अन्य समुदायों की भांति देशभक्त हैं और इसलिए उन्हें समान संरक्षण प्रदान करना राज्य का दायित्व है। ''""]","उन्होंने कहा, ‘वे भी उतने ही देशभक्त हैं, जितने अन्य हैं और उन्हें समान संरक्षण प्रदान करना सरकार की जिम्मेदारी है।",0.5598326359832636,0.41089070180665904
The assailants carried iron rods and a kirpan in their hand.,['हमलावरों के हाथ में लोहे के डंडे और एक किरपान था।'],नकाबपोशों के हाथों में लाठियां और लोहे की छड़ें थीं.,0.18181818181818182,8.995097368733392e-155
I had never been away from the game for so long.,['मैं इतने लंबे समय तक खेल से दूर नहीं रहा था।'],मैं कभी इतने लंबे समय तक खेल से दूर नहीं रहा।,0.813692480359147,0.7567874686642695
I must go.,['मुझे जाना होगा।'],मुझे जाना चाहिए.,0.48076923076923084,0.5773502691896257
"Kanpur: The Kanpur postal department has ordered an inquiry after stamps featuring underworld don Chhota Rajan and slain gangster Munna Bajrangi were issued by the main post office in the city, officials said on Tuesday","['कानपुर: कानपुर डाक विभाग ने नगर के मुख्य डाकघर द्वारा भुगत जगत के डॉ. छोटा राजन और मारे गए गुनाहगार मुन्ना Bajrangi के नाम के टिकट जारी करने के बाद जांच करने का आदेश दिया है, अधिकारियों ने Tuesday को कहा।']",कानपुर: कानपुर के मुख्‍य डाकघर से अंडरवर्ल्‍ड माफ‍िया डॉन छोटा राजन और मारे जा चुके कुख्यात गैंगस्‍टर मुन्‍ना बजरंगी की तस्‍वीरों वाले डाक टिकट जारी किए जाने के बाद विभाग ने इस मामले में प्रथम दृष्‍टया जिम्‍मेदार पाए जाने पर एक विभागीय कर्मचारी को निलंबित कर दिया है,0.3537424679441413,0.22709298469417052
Artists are the moral conscience of society.,['कलाकार समाज का नैतिक विवेक हैं।'],कलाकार किसी समाज का नैतिक विवेक होते हैं.,0.5563218390804598,0.5066641486392106
People are sad and angry.,['लोग दुखी और क्रोधित होते हैं।'],इससे लोग दुखी व हताश है।,0.3125,0.25819888974716115
Lets look at some statistics.,['चलो कुछ सांख्यिकी देखें।'],"आइए, कुछ आंकड़े देखते हैं।",0.08620689655172413,5.808561601872144e-155
He adds that most political parties are saying that time should not be extended today and tomorrow the minister can reply,['वे कहते हैं कि अधिकतर राजनीतिक दलों ने कहा है कि आज समय का विस्तार नहीं किया जाना चाहिए और कल मंत्री उत्तर दे सकता है।'],उन्होंने यह भी कहा- ज्यादातर राजनीतिक पार्टियां ‘कह रही हैं कि वक्त आज नहीं बढ़ाया जाना चाहिए और मंत्री कल जवाब दे सकते हैं…।,0.3182312074017977,0.22532028485964323
"In May 2008, Cook asked Season 2 American Idol alum and TV Guide Network correspondent Kimberly Caldwell for a dinner date while on the red carpet before the show's seventh-season finale.",['मई 2008 में कुक ने धारावाहिक धारावाहिक सातवें सत्र के अंत से पहले लाल कालीन पर बैठते समय धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक'],"मई 2008 में, कुक ने 2 अमेरिकन आइडल छात्र किम्बर्ली काल्डवेल से पूछा जब उनका शो के सातवें सीजन समापन से पहले स्वागत हो रहा था।",0.25875456168957217,0.06575959492214294
"He said that school dropout rate among Muslim girls, which was earlier more than 70 per cent, has now been reduced to about 35-40 per cent due to awareness and educational empowerment programmes of the Central Government.","['उन्होंने कहा कि केंद्रीय सरकार के जागरूकता और शैक्षिक सशक्तीकरण कार्यक्रमों के कारण मुस्लिम लड़कियों के बीच स्कूल छोड़ने की दर, जो पहले 70 प्रतिशत से अधिक थी, अब 35-40 प्रतिशत तक घटी है।']",उन्होंने कहा कि बीच में ही स्कूल छोड़ देने वाली मुस्लिम लड़कियों की संख्या पहले के 70 फीसदी से घटकर अब करीब 35 से 40 प्रतिशत रह गई है। ऐसा केन्द्र सरकार की ओर से चलाए गए जागरुकता अभियान और शिक्षा के क्षेत्र में सशक्तिकरण के प्रयासों से संभव हुआ है।,0.26922969305240774,0.1367079460726582
"Following the release of the film Santoshi Maa has been worshipped as a goddess, particularly by women in Northern India.",['फिल्म Santoshi Maa के रिलीज होने के बाद उत्तरी भारत में विशेष रूप से महिलाओं द्वारा देवी के रूप में पूजा की जाती है।'],"फिल्म की रिलीज के बाद संतोषी मां को देवी के रूप में पूजा जाता है, विशेष रूप से उत्तरी भारत में महिलाओं द्वारा पूजा अर्चना करबाए जाते है ।",0.468211976148484,0.46364832655530636
Such candidates will have to make a request to NACIN for provisional registration at email gstp.nacingmail.com.,['ऐसे उम्मीदवारों को gstp.nacingmail.com ईमेल पर NACIN को अस्थायी पंजीकरण के लिए अनुरोध करना होगा।'],इस तरह के अभ्यर्थियों को ईमेल gstp.nacingmail.com पर अनंतिम पंजीकरण के लिए नासिन से अनुरोध करना होगा।,0.530952380952381,0.3819569505447661
"In fact, India with...","['वास्तव में, भारत के साथ...']","दरअसल, भारतीय . पढ़ें",0.09615384615384616,0
The BMC also accused Sonu Sood of ignoring the notice in relation to the matter.,['बीएमसी ने सुनू सुद को भी इस मामले के संबंध में नोटिस को अनदेखा करने के लिए अभियुक्त किया.'],बीएमसी ने सोनू सूद पर नोटिस को नजरअंदाज करने का भी आरोप लगाया है।,0.350076103500761,0.1873171623163388
"The price increase is not required currently as cost of milk production is also under control in view of stable feed prices and lower energy and transportation costs, he said.",['उन्होंने कहा कि वर्तमान में मूल्य वृद्धि की आवश्यकता नहीं है क्योंकि दूध उत्पादन की लागत भी स्थिर चारा कीमतों और कम ऊर्जा और परिवहन लागतों के संदर्भ में नियंत्रित है।'],' उन्होंने कहा कि मौजूदा समय में मूल्य वृद्धि की जरूरत नहीं है क्योंकि स्थिर चारा कीमत एवं कम ऊर्जा तथा परिवहन लागत के मद्देनजर दूध उत्पादन लागत भी नियंत्रण में है।,0.6336951734500893,0.49392011049823964
But it was not as I had thought.,['लेकिन यह ऐसा नहीं था जैसा मैंने सोचा था।'],लेकिन ये क्या जैसा कुछ सोचा था वैसा हुआ नहीं।,0.20202020202020204,8.898688699301465e-155
"883 crorepatis, 645 candidates facing criminal cases are contesting Karnataka election","['883 करोड़पति, 645 आपराधिक मामलों में मुक़ाबले में आने वाले उम्मीदवार कर्नाटक चुनाव में प्रतिद्वंद्व कर रहे हैं']","कर्नाटक चुनाव में 883 करोड़पति, 645 उम्मीदवारों पर दर्ज हैं आपराधिक मामले",0.6327160493827161,0.3233808333817773
