Source,Prediction,Target,Meteor Score,Bleu Score
"Hence, the very understanding of the consonantal Biblical text was endangered.","['সুতরাং, বাইবেলের এই কাব ্ দ-সঙ ্ গে সম ্ পর ্ কিত বোঝাপড়ার ক ্ ষেত ্ রেই প ্ রভাব পড়ে ।']","সুতরাং, ব্যঞ্জনবর্ণ সমন্বিত বাইবেলের অর্থ উপলব্ধি করা মুশকিল হয়ে পড়ে।",0.20609318996415768,4.306075028866568e-155
India has the fourth-highest number of billionaires globally.,['ভারতে বিলিয়নের সংখ ্ যা বিশ ্ বে সবথেকে চতুর ্ থ ।'],একশো কোটি টাকা বা তার বেশি অর্থের অধিকারীদের হিসেবের নিরিখে ভারতের স্থান বিশ্বে চতুর্থ।,0.0,0
The study of Krymchak surnames affirms that their community formed slowly and was composed from elements of different origins.,['Krymchak বর ্ ণনাদের গবেষণায় প ্ রশ ্ বাস করা যায় যে তাদের গোষ ্ ঠী শ ্ লথগতভাবে গড ় ে ওঠে এবং ভিন ্ ন ভিন ্ ন প ্ রভাবের শক ্ তি দিয়ে গঠিত ছিল ।'],ক্রিমচাক পারিবারিক নামের অধ্যয়ন থেকে নিশ্চিত হওয়া যায় যে তাদের সম্প্রদায়টি ধীরে ধীরে গঠিত হয়েছিল এবং এটি বিভিন্ন উত্সের উপাদানগুলি থেকে তৈরি হয়েছিল।,0.17983870967741936,0.07808688094430305
Lock down the bridge.,['ব ্ রীজ বন ্ ধ করুন ।'],ব্রিজ বন্ধ করো.,0.0,0
I liked the script a lot.,['আমি স ্ ক ্ রিপ ্ টটা খুবই ভালোবাসতাম ।'],চিত্রনাট্য খুব ভাল লেগেছিল।,0.0,0
He wasn't allowed to speak first.,['সেকে প ্ রথমে কথা বলার অনুমতি দেয়া হয়নি ।'],তিনি প্রথমে কথা বলতে রাজি হননি।,0.078125,4.717068855239749e-155
Saffron-coloured mundus are known as kaavi munde,['সাফরন-আচ ্ ছন ্ ন Mundus কুখ ্ যাত kaavi munde'],জাফরান রঙের মুন্ডু কাভি মুন্ডু নামে পরিচিত।,0.0,0
First picture.,['প ্ রথম ছবিটা ।'],প্রথম দিকের ছবি।,0.0,0
"""""""It is only then that we can be amongst the best in the world and not followers, in science.""""""","['"""""" তখনই আমরা বিজ ্ ঞানের ক ্ ষেত ্ রে অন ্ যতম সেরা হয়ে উঠতে পারি এবং বিশ ্ বে অনুশীলন করিনা । """"""']",তাহলেই বিজ্ঞানে আমরা কাউকে অনুসরণ না করে বিশ্বসেরা হয়ে উঠবো।,0.08333333333333336,4.1371430671115046e-155
"""Doctor, what did you mean by """"hunting""""?""","['""""অভিজ ্ ঞানী,\'শিকার\'"" মানে আপনি কি?""']","""ডাক্তার, আপনি """"শিকার"""" দ্বারা কি বুঝাতে চেয়েছেন?""",0.3893004115226338,5.1548279763727125e-155
India still trail New Zealand by 39 runs with six wickets in hand.,['ভারতের ক ্ ষেত ্ রে နယူးဇီলনকে অবস ্ থান করছে ३९ runs করে আর ৬টি বেক ্ ষর মধে ্ য আছে ।'],ভারতের ৩৪৭ রান তাড়া করে নিউজিল্য়ান্ড ১১ বল বাকি থাকতেই জয় ছিনিয়ে নিল।,0.07092198581560284,4.306075028866568e-155
Nothing should be read into it.,['এটার ভিতরে কিছুই শোনা উচিত না ।'],এতে মুষড়ে পড়বার কিছু নেই।,0.0,0
"The final blow was administered by Moses Maimonides, the noted Talmudic scholar of the 12th century.",['সর ্ বশেষ শপ ্ তিটা মাসাই ম ্ যামনোডিস দ ্ বারা দেওয ় া হয় । তিনি ১২ শতাব ্ দীর প ্ রখ ্ যাত ট ্ যাম ্ ডিক জ ্ ঞানী ।'],"শেষ আঘাতটি আসে মোশি মাইমোনাইডসের এর দ্বারা, যিনি ছিলেন ১২শ শতাব্দীর একজন উল্লেখযোগ্য তালমুড পণ্ডিত।",0.0,0
What do you do here?,['এখানে আপনি কী করেন?'],এখানে তুমি কি করছ পটার?,0.1694915254237288,5.808561601872144e-155
President Ram Nath Kovind has signed the recommendation of Union Cabinet.,"['প ্ রেসিডেন ্ ট রাম ্ ন ্ কোভিন ্ দ স ্ বাক ্ ষর মধে ্ য করেছে, மத்திய அமைச்சர ্ যবস ্ থার এই পরামর ্ শটা ।']",কেন্দ্রীয় মন্ত্রিসভার আনা অর্ডিন্যান্সে সম্মতি দিলেন রাষ্ট্রপতি রামনাথ কোবিন্দ।,0.0,0
"come, speak to me","['আসুন, আমার সাথে কথা বলুন']","এসো তো, তোমার সঙ্গে কথা আছে।",0.14492753623188406,5.4617059812245815e-155
"It is rich in iron, protein, calcium, magnesium, potassium, vitamin A, vitamin K, and phosphorus.","['এটা বর ্ ণ, প ্ রোটিন, ক ্ যাল ্ টিম, ম ্ যাম ্ নিজেন, ক ্ যাট ্ যাসিম, উত ্ যাপ, वि ্ যাটিম เอ, वि ্ যাটিম কে, এবং অ ্ যাথক ্ রোস সমৃদ ্ ধ ।']","এতে আছে প্রচুর পরিমাণ জল, ফাইবার, ভিটামিন এ, বি, কে, পটাশিয়াম, ক্যালসিয়াম, প্রোটিন, এবং খনিজ পদার্থ।",0.23801498127340823,3.2170142581658837e-155
I'll just stay over here.,['আমি এখানেই থাকতে যাব ।'],আমি শুধু এখানে থাকবো।,0.12195121951219512,6.6709427497276e-155
Youll all be arrested.,['আপনারা সবাই গ ্ রেপ ্ তার হয়ে যাবেন ।'],সকলকেই গ্রেফতার করা হবে।,0.0,0
"Todays talks with Indian Banks Association (IBA) failed on demand from unions, so strike call stands, AIBEA General Secretary C H Venkatachalam said.","['ইন ্ ডিয়ান ব ্ যাঙ ্ ক এসোসিয়েশন (ই বি এ) এর সঙ ্ গে আজকারবারের বন ্ ধুত ্ ব অর ্ থনৈতিক সংক ্ ষেত ্ রের বিক ্ ষোজন সঙ ্ গে ব ্ যর ্ থ হল, তাই স ্ যাক ্ রিক ডাল স ্ থান বলে, সি.எச். वेंकट ্ যালাম ব ্ যবস ্ থাপক সেক ্ টর ্ রী তা বললেন ।']","টুইট করে All India Bank Employees’ Association-এর সাধারণ সম্পাদক সি এইচ ভেঙ্গকাটাচালম জানিয়েছেন, আজকে আইবিএ’র সঙ্গে বৈঠক ব্যর্থ হয়েছে।",0.01773049645390071,0
All development work has come to a halt.,['সমস ্ ত উন ্ নয়নের কাজ বন ্ ধ হয়ে গেছে ।'],সমস্ত যা কিছু উন্নয়ন ধর্মী কাজকর্ম ছিল তা বন্ধ।,0.0,0
"These occurrences are things such as suicide, crime, moral outrage, a persons personality, time, space, and God.","['এই ঘটনাগুলো হল উদ ্ মহত ্ যা, অপরাধ, নৈতিক অবকাশ, একজন মানুষের ব ্ যক ্ তিগততা, সময়, জায়গা, আর সৃষ ্ টিকর ্ তা ।']","এই ঘটনাগুলি হলো আত্মহত্যা, অপরাধ, নৈতিক বলাত্কার, একজন ব্যক্তির ব্যক্তিত্ব, সময়, স্থান, এবং ঈশ্বর।",0.49218174058122843,0.0843949472569722
"""""""It's hard for us always being contractual.""","['"""""" আমাদের জন ্ য সবসময় চুক ্ তি স ্ থাপন করা কঠিন । """"']","""এক বছর তানদুয়েতে কর্মরত শ্রমিক গ্যারি বলেছেন, """"চুক্তিভিত্তিতে সবসময় কাজ করা আমাদের জন্য বেশ কঠিন।""",0.1507537688442211,5.273843307431707e-155
"The driver, however, fled from the scene after the accident.","['যদিও, এই গাড ় ির চালক, দুর ্ ঘটনা পর ্ যন ্ ত স ্ থান থেকে ছড ় ে গেল ।']",তবে দুর্ঘটনার পর পর চালক পালিয়ে গেছে।,0.11363636363636363,3.110343094808483e-155
The three accused,['অভিযুক ্ ত তিনজন'],ঘটনায় অভিযুক্ত তিন জনকে .,0.0,0
Whats the secret of your success?,['তোমার সাফল ্ যের গোপন তথ ্ য কি?'],আপনার সাফল্যের রহস্য কী ?,0.09090909090909091,0
(John 4:9) Women were treated as inferior to men.,['(ইহুদি ধর ্ ম 4:9) নারীদের দিয ় ে পুরুষদের থেকে শ ্ রেষ ্ ঠ হয ় ে কাজ করা হয়েছিল ।'],(যোহন ৪:৯) পুরুষদের চেয়ে স্ত্রীলোকদের নীচু চোখে দেখা হতো।,0.12096774193548386,3.110343094808483e-155
Because this is no meteor.,['কারণ এটা কোন প ্ রতিবর ্ গিক নয ় ।'],কারণ এগুলো কোন উল্কা নয়।,0.0892857142857143,4.497548684366688e-155
We do positive politics.,['আমরা ইতিবাচক রাজনীতিতে কাজ করি ।'],আমরা ইতিবাচক রাজনীতিকে সমর্থন করি।,0.36764705882352944,0.25819888974716115
The art works were just the visible part.,['শিল ্ পকর ্ মগুলো শুধুমাত ্ র দৃশ ্ যমান অংশ ছিল ।'],বস্ত্রবয়ন শিল্প ছিল একমাত্র উল্লেখযোগ্য শিল্প।,0.07352941176470588,3.9866508128531494e-155
"Noted members of The AHA included Isaac Asimov, who was the president from 1985 until his death in 1992, and writer Kurt Vonnegut, who followed as honorary president until his death in 2007.","['AHA এর লক ্ ষ ্ যবিবেচনায় স ্ বীকার অসীমভ, যিনি ১৯৮৫ সাল থেকে পর ্ যন ্ ত তার মৃত ্ যু পর ্ যন ্ ত 1992তে প ্ রেসিডেন ্ ট ছিলেন, এবং লেখক কোর ্ ট ভ ্ রন ্ জিউট, যিনি ২০০৭ সালে তার মৃত ্ যু পর ্ যন ্ ত প ্ রেসিডেন ্ ট হিসেবে কাজ করেছিলেন ।']",আইজাক আসিমভ ১৯৮৫ সাল থেকে ১৯৯২ সালে তাঁর মৃত্যু পর্যন্ত্য এই সংগঠণটির সভাপতি ছিলেন।,0.19132653061224492,0.042533941005911347
"It included dancing, singing, acting and reciting poetry.","['এটির মধ ্ যে নৃত ্ যশিল ্ প, সঙ ্ গীত, চিত ্ রশিল ্ প আর চিন ্ তাভাবনা উপস ্ থাপন করা ছিল ।']","কাব্যকলা, সংগীত, নাটক ও আবৃত্তিতে অংশ নিত।",0.09090909090909091,0
6 What was a typical day like for the ancient shepherd?,['6 প ্ রাচীন শিক ্ ষকদের জন ্ য প ্ রাচীন এক দিনটা কেমন ছিল?'],৬ প্রাচীনকালের পালকের জন্য একটা স্বাভাবিক দিন কেমন ছিল?,0.2726337448559671,0.08574929257125444
Local media.,['স ্ থানীয় মিডিয়া ।'],স্থানীয় গণমাধ্যম.,0.0,0
"""Not to be overlooked is the fact that the expression """"son of Cainan"""" is not found in some manuscripts. - Luke 3:36, footnote.""","['""প ্ রাধান ্ য দেওয়ার জরুরী বিষয় হল যে, \'কোয়ান ্ টান এর সন ্ তান\' এর এই বৈশিষ ্ ট ্ য কার ্ যক ্ রম কোন নকশার মধ ্ যে নেই ।- លូកា ៣: :36,  footnote ।""']","""এই তথ্যটাকেও উপেক্ষা করা উচিত নয় যে, """"কৈননের পুত্ত্র"""" এই অভিব্যক্তিটি কিছু পাণ্ডুলিপিতে পাওয়া যায় না।""",0.09803921568627451,3.2550867580473435e-155
It is one of the deepest-dwelling fish known.,['এটি অন ্ যতম দীর ্ ঘস ্ থানশীল প ্ রাণীদের মধ ্ যে দেখা যায় ।'],সমুদ্রের সবচেয়ে গভীর প্রাপ্ত মাছ হিসেবে এটি বিবেচিত।,0.05555555555555556,3.5158955382876195e-155
I looked into her eyes.,['আমি তার চোখে তাকালাম ।'],তাহার চোখ দেখিয়া আমি মুগ্ধ হইয়াছিলাম।,0.0847457627118644,5.4617059812245815e-155
The crackdown begins,['শিক ্ ষা শুরু'],এৎপর শুরু হয় ধরপাকড়,0.125,7.458340731200295e-155
"He was, however, not admitted to the hospital.","['যাহোক, সে স ্ কুলে পাঠানো হয ় নি ।']",তবে তিনি ওই সময় হাসপাতাল করেননি।,0.0,0
"At the same time, remittances from abroad one of the key sources of external financing in have been decreasing in recent months compared to last year.","['একিসময়, এর মধে ্ য একটি অন ্ যতম গুরুত ্ বপূর ্ ণ ভিতর ্ ণ অর ্ থায়নের উৎস হিসেবে বিদেশী থেকে দেওয়া অর ্ থের পরিমান গত অর ্ থের তুলনায় গত অর ্ থের চেয়ে কম চলেছে ।']","একই ভাবে, গত বছরের তুলনায় সাম্প্রতিক মাসগুলোতে প্রবাসীদের মুদ্রা পাঠানোর পরিমাণ কমে আসছে-যা বৈদেশীক মুদ্রা আয়ের অন্যতম উৎস।",0.07009345794392523,3.2550867580473435e-155
"Rajnath Singh pays tribute to former prime minister Atal Bihari Vajpayee on his first death anniversary, at Pokhran.",['তিনি পক ্ রনের জীবনে প ্ রাথমিক মৃত ্ যুর প ্ রথম বছরের মধে ্ য প ্ রাথমিক প ্ রধানমন ্ ত ্ রী অ ্ যাটল বয় ্ যাদি ভয ় োগিককে অনুমানন করেছিলেন ।'],প্রাক্তন প্রধানমন্ত্রী অটল বিহারী বাজপেয়ীর মৃত্যুবার্ষিকী উপলক্ষে পোখরানে গিয়ে তাঁকে শ্রদ্ধা জানান প্রতিরক্ষামন্ত্রী রাজনাথ সিং।,0.0,0
He didnt come out.,['সে বাইরে এলো না ।'],বাইরে বেরোতেন না তিনি।,0.24390243902439024,9.434137710479516e-155
Colorful Logic game with arcade and tactics modes,['Colorful Logic game with arcade and tactics modes'],আর্কেড এবং যুদ্ধকৌশল মোডের মাধ্যমে রঙিন লজিক খেলা,0.0,0
The administrative chief of this ministry is the Secretary.,['এই মন ্ ত ্ রের প ্ রক ্ ষেত ্ রীয় প ্ রধান হচ ্ ছে ব ্ যস ্ ত ্ রী ।'],এই মন্ত্রণালয়ের প্রশাসনিক প্রধান হিসেবে দায়িত্ব পালন করেন সরকারের সচিব।,0.042735042735042736,2.8707166859108942e-155
What organization!,['যে প ্ রতিষ ্ ঠান!'],কি দারুন আয়োজন দেখেছ!,0.09615384615384616,0
He said he would look into it and take necessary action.,['তিনি বললেন তিনি এটা নিয়ে পরীক ্ ষা করার কথা বলবেন আর হবেন প ্ রয়োজনীয় সক ্ রিয ় তার ।'],তিনি বিষয়টি খোঁজ নিয়ে দ্রুত প্রয়োজনীয় ব্যবস্থা নবেন বলে জানান।,0.04464285714285715,3.1802471734322267e-155
"Often, the invitation follows a request for a meeting from the other person.","['প ্ রায ় ই, এই আদর ্ শ অনুসারে অন ্ য কোন মানুষের কাছ থেকে মিটিং করার প ্ রশ ্ ন অনুসরণ করে ।']",সাধারণত একটি ডাক শুরু করলে প্রত্যুত্তরে আরেকটির ডাক শোনা যায়।,0.0,0
other birds.,['অন ্ য পাখিদের ।'],অন্য কোনও জাতের পাখি।,0.0,0
There is nothing more to say on this.,['এখানে আর কিছু বলার নেই ।'],এই নিয়ে আর কিছু বলার নেই।,0.49074074074074076,0.447213595499958
"According to Window on Eurasia, there are nearly twice as many Russian Muslims who'd like to perform hajj this year than Saudi Arabia would allow into the country.","['শুক ্ যন ্ দ ্ র ভিন ্ ন এশিয়ার মধ ্ যে, প ্ রায় দ ্ বিগুন সংখ ্ যক রাশিয়ার মুসলমান ယခု বছর হাদি কার ্ য অনুষ ্ ঠান করতে চাচ ্ ছেন সাউদ আরব এর ধারণ করে দেওয়ার চেয়ে ।']",উইন্ডোজ অন ইউরেশিয়া ব্লগ জানাচ্ছে এবছর হজ্বে গমনেচ্ছু রাশিয়ান মুসলমানদের সংখ্যা সৌদি আরব যতজনকে পারমিশন দেবে তার থেকে প্রায় দ্বিগুন।,0.022026431718061675,2.1993446941558915e-155
Distort the face,['মুখ ভারসাম ্ য পুষ ্ কা'],খিঁচানো,0.0,0
"""Then, when thou art seated in the Ark and those with thee, say, """"Praise belongs to God, who has delivered us from the people of the evildoers.""""""","['সুতরাং যখন তুমি এবং যারা তোমার সঙ ্ গে আছে ময়হারে নিহিত হও তখন বল, প ্ রতিষ ্ ঠিত স ্ বর ্ গ - প ্ রশংসা যা অস ্ তিত ্ বরের, ক ্ ষতিকর ্ মীদের মানুষদের থেকে আমাদের উদ ্ মুক ্ ত করেছে । """"']","যখন তুমি ও তোমার সঙ্গীরা নৌকায় আরোহণ করবে, তখন বলঃ আল্লাহর শোকর, যিনি আমাদেরকে জালেম সম্প্রদায়ের কবল থেকে উদ্ধার করেছেন।",0.1692019400352734,0.03960590171906696
Two workers got injured in the incident.,['এই ঘটনাতে দুই শ ্ রমিক ্ ষার ্ থী মারা গেল ।'],এতে কর্মরত দুই শ্রমিক গুরুতর আহত হয়েছেন।,0.06578947368421054,4.1371430671115046e-155
"What are you trying to prove, Edmund?","['What are you trying to prove, Edmund?']","কি প্রমান করতে চাচ্ছো, এডমন্ড?",0.1388888888888889,0
"The bodies are yet to be recovered, he added.","['সে বললো, আত ্ মীয় প ্ রাণগুলি এখনো পুনরুদ ্ ধার হয়ে গেছে ।']","তিনি আরও বলেন, মরদেহ এখনও উদ্ধার করা হয়নি।",0.05154639175257732,0
The ISIS terror group claimed responsibility for the attack.,['আইসবাদের সন ্ ত ্ রাসবাদী গ ্ রুপটি এই আক ্ রমণের জন ্ য দায়িত ্ ব তুলে ধরেছিল ।'],জিহাদি আনসার দ্বীনী গ্রুপ এই হামলার দায়িত্ব স্বীকার করেছে।,0.04854368932038835,3.1802471734322267e-155
We have to follow rules.,['আমাদেরকে নিয ় মকানুনগুলো অনুসরণ করতে হয ় ।'],আমাদের নিয়ম মেনে চলতে হয়।,0.0,0
"Therefore, a person baptized while such a serious impediment existed may appropriately consider the necessity of rebaptism.","['সুতরাং, একজন সাফল ্ যের জন ্ য সংগ ্ রাষ ্ ট হয়েছে যদি তার সমস ্ যা এত গুরুত ্ বপূর ্ ণ ছিল, তাহলে সে বিশ ্ বাস ্ থ ্ যভাবে চিন ্ তা করতে পারে যে, কী ভাবে তা পূর ্ ণগ ্ রাষ ্ ট করার প ্ রয়োজন আছে ।']","তাই, এই ধরনের গুরুতর প্রতিবন্ধকতা সত্ত্বেও, একজন ব্যক্তি বাপ্তাইজিত হয়ে থাকলে, উপযুক্তভাবেই তিনি হয়তো পুনরায় বাপ্তিস্ম নেওয়ার প্রয়োজনীয়তার বিষয়টা বিবেচনা করতে পারেন।",0.08771929824561403,2.794150442713652e-155
Source: Internet,['উৎস: ইন ্ টারনেট'],’সূত্র: ইন্টারনেট,0.12195121951219512,0
They had appealed to the High Court.,['তারা হাই কোর ্ ট এ আপিলের প ্ রতিজ ্ ঞা করেছেন ।'],তারা উচ্চ আদালতে আপিল করার কথা জানিয়েছে।,0.06493506493506494,3.9866508128531494e-155
This is our plan.,['এটাই আমাদের পরিকল ্ পনা ।'],এটা আমাদের পূর্বনির্ধারিত কর্মসূচি।,0.11904761904761905,6.08970970641905e-155
But it isnt just the government.,['কিন ্ তু এটা শুধুমাত ্ র সরকার নয় ।'],তবে শুধু শাসন নয়।,0.0,0
They were fighting till the last moment.,['শেষ মুহূর ্ ত পর ্ যন ্ ত তারা দ ্ বন ্ দ ্ ব করত ।'],শেষ মুহূর্ত পর্যন্ত লড়াই অমর করে রাখল তাঁদের।,0.054945054945054944,3.422121424610076e-155
Among many applicable topics within the field of study are: Globalization has been theorised as an explanation for cultural convergence.,['বিশ ্ বায়নকেই সংস ্ কৃতিক ঐক ্ যগুলির ব ্ যাখ ্ যা হিসেবে বিশ ্ লেষণ করা হয়েছে ।'],এই বিষয়ের গবেষণার ক্ষেত্রের মধ্যে রয়েছে: সাংস্কৃতিক সংহতির ব্যাখ্যা হিসাবে বিশ্বায়নকে তত্ত্বীয় ভাবে আলোচনা করা হয়েছে।,0.028735632183908042,3.2550867580473435e-155
"Kumaraswamy, son of the JD(S) supremo and former Prime Minister HD Deve Gowda, is a Vokkaliga.",['জে(এস) প ্ রেসিডেন ্ ট ও প ্ রাক ্ তন প ্ রধানমন ্ ত ্ রী HD Deve Gowda এর সন ্ তান  Kumaraswamy একটি ভিক ্ ষিতা ।'],মুখ্যমন্ত্রী হয়েছেন প্রাক্তন প্রধানমন্ত্রী এইচডি দেবে গৌড়া-র পুত্র তথা জেডি(এস) নেতা এইচডি কুমারস্বামী।,0.16449410304158907,0
"I left it noisy, so it scares away any pain-in-the-ass innocent bystanders.","['আমি এটাকে জগাখিচুড ় ি করে রেখে চলেছি, তাই এটা অনিরপরাধ রাস ্ তাকদের চিন ্ তায় ফেলে দিচ ্ ছে ।']","আমি ইচ্ছা করেই দিয়েছি, যাতে আশেপাশের লোকজন ভয়ে ছোটাছোটি শুরু করে দেয়.",0.10067114093959731,4.497548684366688e-155
A video of the latest incident has gone viral on social media.,['সাম ্ প ্ রতিক সমস ্ যার একটি ভিডিও সামাজিক মাধ ্ যমে দ ্ রুত ছড়িয়ে পড়ে ।'],সম্প্রতি সোশ্যাল মিডিয়ায় ভাইরাল হয়েছে সেই ঘটনার ভিডিও।,0.0,0
"So, I am demanding a CBI inquiry.","['তাই, আমি demanding a CBI inquiry.']",তাই সিবিআই তদন্তের দাবি তুলেছেন তিনি।,0.08064516129032259,0
Then pat dry with a towel.,['তারপর रुमाल দিয়ে শুষ ্ ক করুন ।'],তারপর পেপার টাওয়েল দিয়ে মুছে শুকিয়ে নিন।,0.07042253521126761,5.273843307431707e-155
Active involvement of 50 percent women power in the development journey of nation can propel the country to amazing heights.,['৫০ শতাংশ নারীদের সক ্ রিয়ভাবে অংশগ ্ রহণ করে সম ্ প ্ রতিষ ্ ঠানের উন ্ নয়নের ক ্ ষেত ্ রে যাত ্ রা এক বিস ্ ময়কর উচ ্ চতা পর ্ যন ্ ত করতে পারে ।'],আমাদের দেশে ৫০শতাংশ মাতৃশক্তি দেশের উন্নয়ন যাত্রায় সক্রিয় অংশীদার হলে আমরা দেশকে কোথা থেকেকোথায় পৌঁছে দিতে পারব।,0.0,0
Police have been attacked.,['ত ্ যাপ ্ ত হয ় তির বিরুদ ্ ধে সন ্ ত ্ রণ করা হয ় ।'],‌ পুলিসের ওপর ইটবৃষ্টি হয়েছে।,0.0,0
Stokes was man of the match.,['স ্ টোক ্ স ছিল এই মঞ ্ চের অন ্ যতম অংশ ।'],ম্যাচসেরা হয়েছেন স্টোকস।,0.0,0
"To this day, he is one of my closest friends.","['আজ পর ্ যন ্ ত, সে আমার বন ্ ধুদের মধ ্ যে একজন ।']",আজও তিনি আমার একজন ঘনিষ্ঠ বন্ধু।,0.14084507042253522,5.273843307431707e-155
"""""""Former India captain Mahendra Singh Dhoni has announced his retirement from international cricket.""","['"""""" আগের ইন ্ ডিয়ায় ক ্ যাপ ্ টিন மஹிந்த সিঞ ্ চ ডোনি এই আন ্ তর ্ জাতিক ক ্ রিক ্ ট সেখান থেকে বন ্ সর ঘোষণা করেছিলেন । """"']",সাবেক অধিনায়ক মহেন্দ্র সিং ধোনিকে কেন্দ্রীয় চুক্তি থেকে বাদ দিল ভারতীয় ক্রিকেট বোর্ড।,0.03225806451612904,2.521379360875542e-155
You have been freed of all these things in this years budget,['আপনারা এখনকার অর ্ থনীতির মধ ্ যে এইসব জিনিস থেকে মুক ্ ত হয়ে গেছেন'],এই বাজেটে আপনারা এসব থেকে মুক্তি পেলেন।,0.12658227848101264,5.273843307431707e-155
Best Animated Feature Film: Spider-Man: Into The Spider-Verse,['সবচেয়ে ভাল অ ্ যানিমেশন চলচ ্ চিত ্ র: আ Spider-Man: Into The Spider-Verse'], সেরা পূর্ণদৈর্ঘ্য এনিমেটেড চলচ্চিত্র : ‘স্পাইডার-ম্যান : ইনটু দ্য স্পাইডার-ভার্স’।,0.06993006993006994,0
Former Pakistan captain Wasim Akram applauded Team India for their remarkable turnaround in the Test series against Australia.,['প ্ রাক ্ তন পাকিস ্ তান ক ্ যাপটিন ভারসামিক আkram অষ ্ ট ্ রেলিয়ার বিরুদ ্ ধে পরীক ্ ষা পর ্ যায়ে তাদের অসাধারন উল ্ লেখযোগ ্ য প ্ রতিফলন করার জন ্ য Team India কে প ্ রশংসা করেছে ।'],অস্ট্রেলিয়ার মাটিতে ভারতের ভরাডুবির জন্য ভারতীয় নির্বাচকদের দুষলেন পাকিস্তানের প্রাক্তন ক্রিকেটার ওয়াসিম আক্রম।,0.0,0
We will raise this issue in the next session.,['আমরা এই বিষয়টা পরবর ্ তী সেশনে তুলে ধরবো ।'],এরপরের ঘটনাগুলো আমরা তুলে ধরব এই আলোচনার আগামী পর্বে।,0.1648351648351648,8.170202920075766e-155
Medical screening of passengers would be done before taking the flight. Only asymptomatic passengers would be allowed to travel.,['ভ ্ রান ্ তে আসার আগে রোগী পরীক ্ ষা করা হচ ্ ছে । শুধু অস ্ থমিত ভ ্ রমণকদেরই ভ ্ রমন করা সম ্ ভব ।'],"যাদের সংক্রমণের কোনো লক্ষণ থাকবে না, তাদেরই কেবলমাত্র সফর করার অনুমতি দেওয়া হবে।",0.0,0
Chaos usually ensues.,['প ্ রায়শই বিশৃঙ ্ খল ধাক ্ কা খায় ।'],সাধারণতঃ এর আবরণ কাচের হয়।,0.0,0
yet again?,['একবারও?'],পেরিয়ে আবার?,0.17241379310344826,0
Mobile and internet connection has also been affected.,['মোবাইল এবং ইন ্ টারনেট যোগাযোগও ক ্ ষতিগ ্ রস ্ থ হয়ে গেছে ।'],মোবাইল এবং ইন্টারনেট যোগাযোগেও নানা বিধিনিষেধ বলবৎ হয়েছে।,0.21306818181818182,0.09128709291752769
