Source,Target,Prediction,Meteor,Bleu
['सभी प्रमुख दलों के वरिष्ठ नेताओं ने अपने उम्मीदवार के पक्ष में चुनाव करवाया।'],Senior leaders of all major parties held electioneering in favour of their candidates.,[Senior leaders of all major political parties had conducted election in favour of their candidate],0.7614286539906374,0.50709255283711
['इस बीच तीन लोग एक साइकिल पर वहां आये।'],"Meanwhile, three people came there on a bike.",[Till now three people came on a bicycle there],0.5569306930693068,0.45643546458763845
['कटरिना ने इस वीडियो को इंस्टाग्राम पर साझा किया।'],Katrina shared the video on Instagram.,[Katrina shared this video on Instagram],0.6816901408450705,0.316227766016838
['वह ऐसा करता है क्योंकि वह भारतीय झंडे के अपमान के आरोप पर क्रोधित है।'],He does this because he is angry at the alleged desecration of the Indian flag,[He does this because he is angered by the allegation of insulting the Indian flag],0.7748538011695908,0.46291004988627577
['पिछले एक सप्ताह के दौरान रन्धावा को अपनी मोबाइल पर संपर्क करने के प्रयास असफल रहे हैं.'],Attempts to contact Randhawa on his mobile over the past one week have remained futile.,"[In the last one week, Rundhava attempted to contact her mobile.]",0.4417256289308176,0.13255874597390954
"['अल्टो 800 में एक Wavefront डिजाइन शामिल है, एक अधिक पारंपरिक कार लगन, नानो की तुलना में']","The Alto 800 incorporates a Wavefront Design, a more traditional car look, compared to the Nano","[Alto 800 consists of a Wavefront Design, a more conventional car, than nano]",0.5856687751050372,0.3114020864997831
['वीडियो साझा करें'],Share videos,[Video Sharing],0.45454545454545453,0
"['""""""Wunderlich और उसकी पत्नी, Petra, दोनों उद्यानकार हैं, जो स्वयं एक सामान्य उच्च विद्यालय से स्नातक हैं, जिसे वे भाग लिया है """"""अपेक्षित रूप से नहीं,""""""डिर्क ने कहा.""""']","""""""Wunderlich and his wife, Petra, are both gardeners, who themselves graduated from a normal high school, which they attended """"""""not reluctantly,"""""""" Dirk said.""""""","Wunderlich and his wife, Petra, both  gardeners themselves, who graduate from a common higher school, participated in the event, not as neglected.",0.4861076960904844,0.26673253468463226
['शिया उसे इमामों के परिवार के सदस्य के रूप में मानते हैं जबकि सुन्नी उसे एक महान पवित्र व्यक्ति के रूप में देखते हैं।'],"The Shias venerate him as a member of the family of imams, while the Sunni simply see him as a person of great sanctity.","[Since they regard him as a member of the family of Imams, Sunni sees him as a great holy personality.]",0.6180615369891855,0.45429947630844913
['इसलिए हमें यह सुनिश्चित करना चाहिए कि हम स्वयं बेपरवाह न रहें और किसी को ऐसा करने की अनुमति न दें।'],"Hence, we must make sure we ourselves dont become careless, not allow anyone else do so",[Means: Let us ensure that we are not careless and no one is allowed to do so],0.23427960927960922,0.03321055820775358
"['Mayawati, Akhilesh Yadav 2019 चुनावों के लिए समझौते पर हस्ताक्षर: बी. एस. पी. रेबरेली में चुनाव नहीं करेंगे']","Mayawati, Akhilesh Yadav seal pact for 2019 polls: BSP-SP not to contest in Amethi, Raebareli","[Mayawati, Akhilesh Yadav sign agreement for 2019 elections: B.S.P. will not hold elections in Raebareli]",0.40879120879120884,0.2390457218668787
['उन्हें कहीं भी नहीं देखा जाता।'],They are not seen anywhere.,[He is not seen anywhere],0.4826958105646631,0.316227766016838
['यूसुफ ने एक स्वप्न देखा और उसे अपने भाईयों को सुना। और वे उससे अधिक घृणा करते रहे।'],"Joseph dreamed a dream, and he told it to his brothers, and they hated him all the more.",[Meets a dream and he heard his brothers and they hurried more than ever before.],0.4309178743961353,0.1957140838841394
"['वे रात और दिन की तसबीह करते है, बिना थकने के']","They praise night and day, without ever tiring.","[Whether they are working day and night, without tiring,]",0.3398058252427184,0.05270462766947299
"['केंद्रीय और पश्चिमी रेलवे के अधिकारियों ने कहा कि मानमद-मुम्बई एक्सप्रेस, गुजरात एक्सप्रेस, सौराष्ट्र एक्सप्रेस, बंडरा-टेर्मिनस सूरत इंटरसिटि एक्सप्रेस और मुम्बई केंद्रीय-अहमदाबाद शताबदी एक्सप्रेस जैसे कुछ इंटरसिटि ट्रेनें रद्द कर दी गई हैं।']","Some intercity trains like Manmad-Mumbai Express, Gujarat Express, Saurashtra Express, Bandra-Terminus Surat Intercity Express and Mumbai Central-Ahmedabad Shatabdi Express have been cancelled, officials of the Central and Western Railways said.","[A few intercity trains like Manmad-Mumbai Express, Gujarat Express, Saurashtra Express, Bandra-Terminus Surat Intercity Express and Mumbai Central-Ahmedabad Shatabdi Express have been cancelled.]",0.7034883720930233,0.6392046982392818
['दोनों ही सुरक्षित और स्वस्थ हैं।'],Both are safe and healthy.,[ Both are safe and healthy],0.8163934426229508,0.6324555320336759
"['वह देखता है कि वे इन संकटकालीन समयों में किस तरह से गुजर रहे हैं, और वह उनके भीतर की भावनाओं को जानता है।']","He sees what they are going through in these critical times, and he knows their innermost feelings. 2 Timothy 3: 1. Acts 17: 27.","[He sees how he is passing through these difficult times, and he knows the emotions within him]",0.32327586206896547,0.18407637606861413
['नई दिल्ली: उल्लेखनीय वैज्ञानिक शिवन के को भारतीय अंतरिक्ष अनुसंधान संगठन के अध्यक्ष नियुक्त किया गया।'],New Delhi: Noted scientist Sivan K was appointed Chairman of the Indian Space Research Organisation on Wednesday.,[New Delhi: Noted Scientist Shivan as Chairman of Indian Space Research Organisation],0.5853994490358126,0.30362394301870976
['उन्होंने सरकार और प्रशासन के खिलाफ नारा लगाये।'],They raised slogans against the government and the administration.,[He raised slogans against government and administration],0.5681818181818182,0.4490935799743743
['भारतीय कुत्ते प्रजनन संघ के अध्यक्ष और प्रजननकर्ता सतीश ने कहा कि एक करोड़ रुपये की लागत वाला दो दो माह का बच्चा चीन से आ रहा है।'],"Satish, breeder and president of Indian Dog Breeders' Association, said two two-month-old pups, each costing Rs 1 crore, are flying in from China.","Satheesh, President and Reproductive Association of India, said that a two-month-old baby, costing Rs.1 crore is coming from China.]",0.33655567490153965,0.03393377336091944
['उपराष्ट्रपति ने कहा कि भारत ने निरंतर कहा है कि आतंकवाद और उसकी अभिव्यक्तियों के प्रति एक मजबूत दृढ़ प्रतिक्रिया की आवश्यकता है और भारत इस खतरे से लड़ने और उसका उन्मूलन करने के लिए कार्य करने के लिए प्रतिबद्ध है।'],The Vice President said that India has consistently voiced the need to have a strong resolute response to terrorism and its manifestations and India is committed to working towards fighting and elimination of this menace.,The Vice President said that India has consistently said that there is a need for a strong resolute response to terrorism and its manifestations and India is committed to fight and eliminate this menace.,0.799320347510425,0.6773708851091467
"['वित्त वर्ष 2016-17 में रेलवे में यात्रियों की सुरक्षा, पूंजी और विकास कार्य, स्वच्छता तथा वित्त और लेखा सुधारों के लिए आवंटित और उपयोग की गई राशि निम्नलिखित हैः-']","The amount allocated and utilized for passenger safety, capital and development work, cleanliness and finance and accounting reforms in Railways in the financial year 2016-17 is indicated below :-","[The amount allocated and utilized for passenger safety, capital development works, sanitation and financial and accounting reforms in Railways during the FY 2016-17 is as under:-]",0.7725591715976331,0.5277154915037704
['मैं ईश्वर की अनुकम्पा के कारण अच्छा हूँ।'],Im fine by the grace of God.,[I am good because of Gods compassion.],0.3116531165311653,0.048795003647426664
['लेकिन अभी बहुत दूर है।'],But its still a long way to go.,[Lakin is still very far.],0.11235955056179774,0.03880684294761699
['हॉकीः भारत टेस्ट श्रृंखला में बेल्जियम का सामना करेगा'],Hockey: India to face Belgium in test series,[India to face Belgium in the Test series],0.7602601480152501,0.46291004988627577
"['हिमाचली और बिदु रानी, दोनों मित्र कर्नाटक सल्वान गांव से थे।']","Himandri and Bindu Rani, both friends, were from Karnals Salwan village.","[Himachalli and Bidu Rani, both friends from Karnatakas Salwan village]",0.45413669064748197,0.2132722247215179
['एफ आई आर डिब्बा का-19'],the FIR Exhibit Ka-19,[ FAIR Coach-19],0.0,0
['क्या यह निजी या सरकारी क्षेत्र में होगा?'],Will it be in a private or government sector?,[Whether it will happen in private or government sector],0.6284097797534854,0.372677996249965
['इससे उपभोक्ताओं में भय उत्पन्न हुआ।'],This caused panic among consumers.,This caused anxiety among the consumers.],0.7193548387096775,0.316227766016838
['दिल्ली विश्वविद्यालय (दिल्ली विश्वविद्यालय) भारत के प्रतिष्ठित विश्वविद्यालयों में से एक है।'],University of Delhi (Delhi University) is one of the prestigious university of India.,[Delhi University (Delhi University) is one of India's most prestigious Universities.],0.6734903892094527,0.4206491735743759
['यह सूर्यास्त भारत में भी दिखाई देगा।'],This solar eclipse will also be visible in India.,[This sunset will also be visible in India],0.6918367346938775,0.527392772809048
['टाटा मोटर्स अधिकार मुद्दे शायद पहला है जो डीवीआर भाग होगा'],The Tata Motors rights issue is perhaps the first one which will have a DVR portion,[Tata Motors Rights issue is perhaps the first which will be a DVR component],0.744140625,0.49773463506962884
"['1971 की मेरी स्मृतियां 1968 से एक शृंखला है, जब मैं अपने किशोरों में प्रवेश किया']","My memories of 1971 are a continuum from 1968, when I stepped into my teens",[My memories of 1971 are a series since 1968 when I entered my teenage],0.605,0.4364889635829413
['आयोग ने अपने निष्कर्षों को अंतिम रूप दिया है और स्रोतों के अनुसार सिंध गृह विभाग को अपनी 17 पृष्ठ की रिपोर्ट प्रस्तुत की है।'],"The commission has concluded its findings and has submitted its 17-page report to the Sindh Home Department, as per sources.",[The Commission has finalized its findings and submitted its 17-page report to Sindh Home Department as per the sources.],0.8314026693528078,0.5429231422787137
['उन्होंने कहा कि उनके स्कूल में ऐसी कोई घटना नहीं हुई है।'],He said no such incident had taken place in their school.,"[No such incident has happened in his school, he said.]",0.5756915983606558,0.16519995491100892
['उन्होंने इस संबंध में पांच व्यक्तियों को गिरफ्तार किया है।'],He added five persons have been arrested in this connection.,[He has arrested five persons in this regard.],0.520408163265306,0.3291033976993491
['वे हमेशा सोचते थे कि वे पारंपरिक रूप से अच्छे नहीं लगते और समझते थे कि वे कभी भी राजेश खान्ना की तरह अच्छे नहीं लगेंगे।'],He always thought he was not conventionally good-looking and felt that he would never look as good as Rajesh Khanna.,[He always used to think that he would not like him traditionally and would never like him like Rajesh Khanna],0.39265402843601893,0.2513123449750173
"['ज्ञापन में कहा गया था कि केंद्रीय लोक निर्माण विभाग द्वारा रखी गई 1,241 इमारतों में से 223 में एलईडी बल्ब स्थापित किए गए हैं और 230 इमारतों में कार्य प्रगति पर है।']","The memorandum stated that out of the 1,241 buildings maintained by the CPWD, LED bulbs have been installed in 223 and the work is in progress in 230 buildings.","[In the memorandum, it was mentioned that out of 1,241 buildings maintained by CPWD, 223 have been installed with LED bulbs and work is in progress in 230 buildings]",0.8017798892429069,0.593478515844064
"['इस प्रकार की खुदरा बिक्री में लघु पूंजी, पेशेवरता की कमी और कम खरीद क्षमता की समस्याएं आती हैं।']","This form of retailing faces the problems of small capital, lack of professionalism and low purchasing power.","[There are issues of small capital, lack of professionalism and low procurement capacity in such retail outlets]",0.5214659685863874,0.45374260648651504
"['जैसे-जैसे प्रधानमंत्री மோடி बोलने लगते हैं, भारतीय-अमेरिकी लोगों की जोरदार भीड़ ‘मोदी,मोदी’ नारा लगाती है।']","As PM Modi begins to speak, the strong crowd of Indian-Americans starts chating 'Modi, Modi' slogan.","[As Prime Minister Modi begins speaking, there is a strong Indian-American congregation to raise the slogan of ‘Modi, Modi’.]",0.46562314246086783,0.13245323570650439
['अभियुक्त को 7.12.2014 को मथुरा से गिरफ्तार किया गया है और दिल्ली लाया गया है जहां वह आज अर्थात 8.12.2014 को अदालत के समक्ष प्रस्तुत किया जाएगा.'],The accused has been arrested on 7.12.2014 from Mathura and has been brought to Delhi where he will be produced before court on 8.12.2014 i.e. today.,[The accused has been arrested on 7.12.2014 from Mathura and brought to Delhi where he would be presented before the court today i.e.,0.6681974835662303,0.5734618228036179
"['प्रधानमंत्री नरेन्द्र मोदी कार्मिक और प्रशिक्षण, परमाणु ऊर्जा और अंतरिक्ष विभाग तथा अन्य सभी महत्वपूर्ण नीतिगत मुद्दों और विभागों को अपने पास रखे रहेंगे।']","Prime Minister Narendra Modi will retain the Department of Personnel and Training, Atomic Energy and Space as well as all important policy issues and portfolios not allocated.","[PM Narendra Modi will hold key key key policy issues and departments including Department of Personnel and Training, Department of Atomic Energy and Space and all other important policy issues.]",0.6562711864406781,0.48423419811150226
"['पिछले 24 घंटे के दौरान, कुल 11,264 COVID-19 रोगियों को निकोचित किया गया है']","During the last 24 hours, a total of 11,264 COVID-19 patients have been cured","[In last 24 hours, a total of 11,264 COVID-19 patients have been cured]",0.8607312198753869,0.7775472246670878
['बैंच ने याचिका को अस्वीकार कर दिया।'],The bench rejected the petition.,[The Bench rejected the petition],0.8163934426229508,0.316227766016838
"[""उन्होंने कहा, '' वे अन्य समुदायों की भांति देशभक्त हैं और इसलिए उन्हें समान संरक्षण प्रदान करना राज्य का दायित्व है। ''""]","""""""They are as patriotic as any other community and, therefore, it is the responsibility of the state to provide equal protection to them,"""" he said.""","[He is a patriot like other communities and hence it is the responsibility of the State to provide them with equal protection, he said.]",0.5565233236151603,0.33167048473569427
['हमलावरों के हाथ में लोहे के डंडे और एक किरपान था।'],The assailants carried iron rods and a kirpan in their hand.,[We were in the hands of iron and a cherished relic.],0.3931080628972901,0.19069251784911848
['मैं इतने लंबे समय तक खेल से दूर नहीं रहा था।'],I had never been away from the game for so long.,[I was not away from sports for a long time],0.31000000000000005,0.16519995491100892
['मुझे जाना होगा।'],I must go.,[I will have to go],0.23255813953488375,0
"['कानपुर: कानपुर डाक विभाग ने नगर के मुख्य डाकघर द्वारा भुगत जगत के डॉ. छोटा राजन और मारे गए गुनाहगार मुन्ना Bajrangi के नाम के टिकट जारी करने के बाद जांच करने का आदेश दिया है, अधिकारियों ने Tuesday को कहा।']","Kanpur: The Kanpur postal department has ordered an inquiry after stamps featuring underworld don Chhota Rajan and slain gangster Munna Bajrangi were issued by the main post office in the city, officials said on Tuesday","[Kanpur: Kanpur Postal Department has ordered inquiry after release of a stamp in the name of Dr. Chhota Rajan, a native of the forefathers killed Munna Bajrangi by the citys chief post office, officials told him on Tuesday.]",0.6662591464634888,0.23096063842289502
['कलाकार समाज का नैतिक विवेक हैं।'],Artists are the moral conscience of society.,[Cinema is the moral conscience of society.],0.7300135501355014,0.5345224838248488
['लोग दुखी और क्रोधित होते हैं।'],People are sad and angry.,[The people are sad and angered],0.6401209677419356,0.447213595499958
['चलो कुछ सांख्यिकी देखें।'],Lets look at some statistics.,[Look at some statistics.],0.8163934426229508,0.3179440883008189
['वे कहते हैं कि अधिकतर राजनीतिक दलों ने कहा है कि आज समय का विस्तार नहीं किया जाना चाहिए और कल मंत्री उत्तर दे सकता है।'],He adds that most political parties are saying that time should not be extended today and tomorrow the minister can reply,[He says that most of the political parties have said that the time should not be extended today and the Minister can reply tomorrow.],0.8467990150815634,0.49453535504684026
['मई 2008 में कुक ने धारावाहिक धारावाहिक सातवें सत्र के अंत से पहले लाल कालीन पर बैठते समय धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक धारावाहिक'],"In May 2008, Cook asked Season 2 American Idol alum and TV Guide Network correspondent Kimberly Caldwell for a dinner date while on the red carpet before the show's seventh-season finale.","['May 2008's Cook Against Red Carpet before the end of Seventh Session of Curtain Raiser's Curtain Raiser's Curtain Raiser's Curtain Raiser's Curtain Raiser's Curtain Raiser's Curtain Raiser's Curtain Raiser's Curtain Raiser's Curtain Raiser's Curtain Raiser's Curtain Raiser's Curtain Raiser's, Curtain Raiser's, Curtain Raiser's, Curtain Raiser's, Curtain Raiser's, Curtain Raiser's, Curtain Raiser, Curtain Raiser, Curtain Raiser's, Curtain Raiser's, Curtain Raiser's, Curtain Raiser's, Curtain Raiser's, Curtain Raiser'ser's, Curtain Raiser's, Curtain Raiser's, Curtain Raiser's, Curtain Raiser.",0.17996870109546165,0.023890924128374836
"['उन्होंने कहा कि केंद्रीय सरकार के जागरूकता और शैक्षिक सशक्तीकरण कार्यक्रमों के कारण मुस्लिम लड़कियों के बीच स्कूल छोड़ने की दर, जो पहले 70 प्रतिशत से अधिक थी, अब 35-40 प्रतिशत तक घटी है।']","He said that school dropout rate among Muslim girls, which was earlier more than 70 per cent, has now been reduced to about 35-40 per cent due to awareness and educational empowerment programmes of the Central Government.","[He said that due to the awareness and educational empowerment programmes of the Central Government, the rate of school dropout among Muslim girls, which was more than 70 per cent before, has now decreased to 35-40 per cent.]",0.8588593234323432,0.6532553344640133
['फिल्म Santoshi Maa के रिलीज होने के बाद उत्तरी भारत में विशेष रूप से महिलाओं द्वारा देवी के रूप में पूजा की जाती है।'],"Following the release of the film Santoshi Maa has been worshipped as a goddess, particularly by women in Northern India.",[The film Santoshi Maa is worshipped as Goddess by women in North India especially after the release of the film],0.6471717171717171,0.5026246899500345
['ऐसे उम्मीदवारों को gstp.nacingmail.com ईमेल पर NACIN को अस्थायी पंजीकरण के लिए अनुरोध करना होगा।'],Such candidates will have to make a request to NACIN for provisional registration at email gstp.nacingmail.com.,"[For these candidates, please call at gstp.nacingmail.com by NACIN for temporary registration]",0.2538029100529101,0.10802115944158515
"['वास्तव में, भारत के साथ...']","In fact, India with...","[In fact, with India...]",0.8243727598566307,0.09128709291752769
['बीएमसी ने सुनू सुद को भी इस मामले के संबंध में नोटिस को अनदेखा करने के लिए अभियुक्त किया.'],The BMC also accused Sonu Sood of ignoring the notice in relation to the matter.,[BMC also summoned Sunu Sud to unveil the notice in respect of the matter],0.5142746913580247,0.2582303532999144
['उन्होंने कहा कि वर्तमान में मूल्य वृद्धि की आवश्यकता नहीं है क्योंकि दूध उत्पादन की लागत भी स्थिर चारा कीमतों और कम ऊर्जा और परिवहन लागतों के संदर्भ में नियंत्रित है।'],"The price increase is not required currently as cost of milk production is also under control in view of stable feed prices and lower energy and transportation costs, he said.",[He said there is no need for price increase at present as the cost of milk production is also regulated in terms of stable fodder prices and low energy and transportation costs.],0.6731258815335904,0.42597137568529864
['लेकिन यह ऐसा नहीं था जैसा मैंने सोचा था।'],But it was not as I had thought.,[This was not as I thought of it],0.618131868131868,0.46291004988627577
"['883 करोड़पति, 645 आपराधिक मामलों में मुक़ाबले में आने वाले उम्मीदवार कर्नाटक चुनाव में प्रतिद्वंद्व कर रहे हैं']","883 crorepatis, 645 candidates facing criminal cases are contesting Karnataka election","[883 crorepatis, 645 Criminal cases are contesting in Karnataka election]",0.815289256198347,0.40465559506275994
"['""लोग लोग आलोचना करेंगे या प्रशंसा करेंगे, लेकिन हमारे लिए कठिन समयों में एक साथ रहना महत्वपूर्ण है.""']","""""""People will criticise or appreciate, but for us it matters to stay together in difficult times.""","[People will criticise or appreciate it, but it is important for us to stay together in difficult times.]",0.7628971374646115,0.5239368319955838
['भारत में शर्मनाकपन ने मुझे हिलाया है।'],MeToo in India the ugliness has shaken me up.,[Means: Sharpness in India shatters me.],0.31562500000000004,0.15660554293541515
"['आईसीएसएफ परमाणु संयंत्रों, अंतरिक्ष प्रतिष्ठानों, हवाई अड्डों, समुद्री पत्तनों, विद्युत संयंत्रों, मेट्रो स्टेशनों, संवेदनशील सरकारी इमारतों और विरासत स्मारकों को सुरक्षा प्रदान करता है।']","CISF provides security cover to nuclear installations, space establishments, airports, seaports, power plants, metro stations, sensitive government buildings and heritage monuments.","[ICSF provides protection to nuclear plants, space establishments, airports, seaports, power plants, metro stations, sensitive government buildings and heritage monuments]",0.820517148258169,0.7037609173715768
['जर्मनी के लिए सब कुछ।'],Everything for Germany.,[ everything for Germany.],0.9449404761904763,0.09128709291752769
"['और बेशक, अमरीकी टीम में दूसरा धावपटू क्रिस्ट गैन्स पृथ्वी पर सबसे तेज महिला है।']","And by the way, Chryste Gaines, the second runner in the US team, is the fastest woman on earth.","[While the second runner in the US team, Chris Gons is the fastest woman on earth]",0.6185660104749865,0.5862121112664648
['वे ऐसा क्यों करते हैं? उसने पूछा।'],Why do they do that? she asked.,[Means: why do they do so],0.4409722222222222,0.3785581357133378
['मैं स्कूल में अपने विश्वास के लिए अपना दृष्टिकोण अपनाने के लिए दृढ़तापूर्वक कांग्रेस से लौटा।'],I returned from the convention determined to take my stand for my faith in school.,[I stepped out from Congress to adopt my vision for my faith in school],0.605,0.31626630084170826
"['तथापि, उन्होंने इस संभावना को अस्वीकार नहीं किया।']","However, he didnt rule out the possibility.","[Means, he did not accept this potential.]",0.27777777777777773,0.048795003647426664
"['जिन बुजुर्गों ने उन्हें सत्य से सच्चे लोगों में परिणत कर दिया है, वे इस अवमाननापूर्ण दुनिया में युवा लोगों के लिए एक अच्छा उदाहरण प्रस्तुत करते हैं।']",Older ones who have let the truth mold them into honest people set a good example for young ones in this dishonest world. In Myanmar lives such a young sister.,"[The elders who have translated them into true people from truth, they present a good example for young people in this humble world.]",0.46379580638839896,0.30052998048665885
['पुलिस ने तीन व्यक्तियों को गिरफ्तार कर लिया।'],Three persons were arrested by the police.,[Police arrested three persons],0.40464743589743596,0.043120969391201254
['उन्होंने कहा कि पुलिस ने इस घटना के संबंध में एक मुकदमा दर्ज किया है।'],"The police have registered a case in connection with the incident, he added.","[The Police has registered a case in connection with the incident, he said.]",0.8500077857365307,0.6793662204867574
['हम विश्व में नवान्वेषण वरीयताओं में निरंतर बढ़ रहे हैं।'],We are steadily climbing up on the innovations rankings in the world.,[We are on the rise in Innovation preferences globally],0.41564941406250006,0.16888804954640352
['जो हमारे उत्पाद का उपयोग करते हैं अनिवार्य रूप से नहीं है'],who use our product are not necessarily,[Means which use our products are not mandatory],0.6821917808219178,0.3779644730092272
"['तुम अल्लाह से हटकर केवल मूर्तियों की बन्दगी करते हो और झूठ घड़ते हो। अल्लाह से हटकर जिनको तुम बन्दगी करते हो, वे तुम्हारे लिए रोज़ी देने की कोई सामर्थ्य नहीं। अतः अल्लाह के पास रोज़ी तलाश करो और उसी की बन्दगी करो और उसकी कृतज्ञता दिखाओ। उसी की ओर तुम्हें लौटकर जाना है']","You only serve, apart from God, idols and you create a calumny. those you serve, apart from God, have no power to provide for you. So seek after your provision with God, and serve Him, and be thankful to Him. unto Him you shall be returned.","[If you go away from Allah, only wearing the statues and spreading lies, those who do something away from Allah, have no power to give happiness to you, so look for something from Allah and show her gratitude and you have to go back to that path.]",0.2318230786430067,0.16658955971520384
['इस पृष्ठभूमि में भी कविताओं और गद्य गीतों को मुक्त पद्य के रूप में साहित्यिक परिवेशों में धोखे के रूप में नहीं लिया गया।'],'Even with this background the poems and prose songs in free verse were not taken as a hoax in literary circles.,"[In this backdrop, poems and poetic songs were not taken as fraud in literary ecosystems as free philosophy]",0.6329781836631151,0.35887087852885646
