Source,Target,Prediction,Rouge1,Rouge2,RougeL,RougeLsum,Precision,Recall,F1
"কৌতুক - হেমন্ত মাধব নাথ শইকীয়ানী বাইদেউৰ ড্ৰয়িংৰুমৰ আড্ডাৰ কিয়দাংশ  -  -  - - শইকীয়ানী  -  বাইদেউ , আপোনালোকৰ প্ৰিন্সৰ পঢ়া শুনা কেনে চলিছে ?",কৌতুক - হেমন্ত মাধব নাথ - ফটাঢোল,কোঠৰ পৰা ফালৰি কাটি সৰবৰাহ কৰা,0.0,0.0,0.0,0.0,[0.6528021097183228],[0.6686757206916809],[0.6606435179710388]
নলবাৰীঃ নলবাৰীৰ বৰক্ষেত্ৰী সমষ্টিৰ কামাৰকুছিত শনিবাৰে কংগ্ৰেছৰ এখন এখন সভাত অনুষ্ঠিত হয়৷ নলবাৰী জিলা কংগ্ৰেছৰ সভাপতি দিগন্ত বৰ্মনৰ সভাপতিত্বত অনুষ্ঠিত সভাত বিৰোধী দলপতি দেৱব্ৰত শইকীয়াই উপস্থিত থাকি বিজেপিক তীব্ৰ সমালোচনা কৰে৷ কেন্দ্ৰই উত্তৰ পূৰ্বাঞ্চলক বিশেষ মৰ্যদা পূৰ্ণ ৰাজ্য হিচাপে স্বীকৃতি দিয়াৰ বাবেই বিশেষ সহায় কৰি আহিছিল বুলি কয়।,"কামাৰকুছিত কংগ্ৰেছৰ সভা, দুটা বছৰত বান সাহায্যৰ নামত একো নিদিলে",ডিষ্ট্ৰিক্ট ডিটেক্টৰ :  তযারিক৆ তযারিক৆ৰ বাবে..,0.0,0.0,0.0,0.0,[0.6817499995231628],[0.6679627299308777],[0.6747859716415405]
নলবাৰীঃ ৰাজ্যৰ বিভিন্ন ঠাইৰ লগতে নলবাৰী জিলাৰ বিভিন্ন ঠাইত দেওবাৰে ড০ ভূপেন হাজৰিকাক স্মৰণ কৰে।,নলবাৰীত সুধাকন্ঠ ড০ ভূপেন হাজৰিকাক আছুৰ স্মৰণ,সৰ্বভাৰতীয় পৰিস্থিতিৰ পৰা আঁতৰত ৰাখি,0.0,0.0,0.0,0.0,[0.6967455148696899],[0.6825522184371948],[0.6895758509635925]
ডিজিটেল ডেস্কঃ ২০১৪ চনৰ ২ অক্টোবৰ গান্ধী জয়ন্তীৰ দিনটোতেই আৰম্ভণি হৈছিল নিকা ভাৰত গঢ়াৰ সপোন।,"স্বচ্ছ ভাৰত গঢ়াত বিফল মোডী, দিল্লীত অকপট স্বীকাৰ প্ৰধানমন্ত্ৰীৰ",সৰ্বভাৰতীয় পৰিস্থিতিৰ পৰিৱৰ্তন হ',0.0,0.0,0.0,0.0,[0.7400145530700684],[0.700373113155365],[0.7196483016014099]
গোৰেশ্বৰঃ ৰঙিয়া সমষ্টিৰ অন্তৰ্গত বিজেপিৰ গোৰেশ্বৰ মণ্ডল মহিলা মৰ্চাৰ এখন কাৰ্যনিৰ্বাহক সভা দেওবাৰে গোৰেশ্বৰ মহাবিদ্যালয় কনফাৰেঞ্চ হলত অনুষ্ঠিত হৈ যায়।,গোৰেশ্বৰত বিজেপিৰ মহিলা মৰ্চাৰ সভা,সৰ্বভাৰতীয় পৰিস্থিতিৰ পৰিৱৰ্তন হ',0.0,0.0,0.0,0.0,[0.6997051239013672],[0.69294673204422],[0.6963095664978027]
নলবাৰীঃ আজি নলবাৰী জিলাৰ বেলশৰ দেৱালয় প্ৰাংগনত স্বচ্ছ ভাৰত মিছন (গ্ৰামীণ) অভিযানৰ সামৰণি অনুষ্ঠান আৰু গান্ধী জয়ন্তী জিলা ভিত্তিত উদযাপন কৰা হয়।,নলবাৰীত স্বচ্ছ ভাৰত মিছন আৰু গান্ধী জয়ন্তীৰ অনুষ্ঠান সম্পন্ন,সৰ্বভাৰতীয় পৰিস্থিতিৰ পৰিৱৰ্তন হ',0.0,0.0,0.0,0.0,[0.697394609451294],[0.6815699934959412],[0.6893914341926575]
বজালী মহকুমাৰ অন্তৰ্গত বৰপেটা জিলাৰ চাপাৰবড়ি হাইস্কুলত মধ্যাহ্ন ভোজনৰ নামত চৰম অনিয়ম সংঘটিত হৈ থকাৰ অভিযোগ উত্থাপন কৰিছে স্থানীয় একাংশ লোকে।,প্ৰধান শিক্ষকৰ নিৰ্দেশত মাহত মাত্ৰ ৩-৪ দিন হে ভাত খুৱাই ছাত্ৰ-ছাত্ৰীক,কোৰোনা ভাইৰাছৰ পৰা মুক্ত হ'ব লগীয়া হ'ল,0.0,0.0,0.0,0.0,[0.6799380779266357],[0.6589395999908447],[0.6692742109298706]
জ এ.এছ.এন. প্ৰতিনিধি / 2019 নগৰবেৰাৰ পৰা আব্দুল ৰছিদ বৰপেটা আৰু কামৰূপ জিলাৰ বিভিন্ন স্থানত চলিছে সুলভ মূল্যৰ চাউলৰ ৰমৰমীয়া ব্যৱসায়।,বৰপেটাৰ মৰিচাকান্ধিত আৰক্ষীৰ অভিযানত জব্দ ৩৬ বস্তা সুলভ মূল্যৰ চাউল,সৰ্বভাৰতীয় পৰিস্থিতিৰ পৰা আঁতৰত ৰাখি,0.0,0.0,0.0,0.0,[0.7251485586166382],[0.693983793258667],[0.7092239856719971]
"ৰঙিয়াঃ শনিবাৰে কামৰূপৰ ৰঙিয়াত বিৰোধী দল কংগ্ৰেছে কেন্দ্ৰীয় আৰু ৰাজ্য চৰকাৰৰ বিৰুদ্ধে প্ৰতিবাদ সাব্যস্ত কৰে৷ বিজেপি চৰকাৰৰ জনবিৰোধী নীতি, অপশাসন আৰু পেট্ৰ'ল-ডিজেল, ৰন্ধন গেছৰ অত্যাধিক মূল্য বৃদ্ধিৰ বিৰুদ্ধে বিশ্বাসঘাতকতা দিৱস পালন কৰে।","ৰঙিয়াত মূল্য বৃদ্ধিৰ বিৰুদ্ধে কংগ্ৰেছৰ প্ৰতিবাদ, ঘোৰা গাড়ী, চাইকেল, ই-ৰিক্সাত উঠিল কংগ্ৰেছী",কোৰোনা ভাইৰাছৰ পৰা আঁতৰত ৰাখিম অসমৰ,0.0,0.0,0.0,0.0,[0.7353779673576355],[0.6881851553916931],[0.7109993100166321]
ৰাজ্যখনৰ ঐতিহ্যমণ্ডিত কটন বিশ্ববিদ্যালয়ত আয়োজন কৰা হৈছে এখন আন্তঃমহাবিদ্যালয় তৰ্ক প্ৰতিযোগিতাৰ।,কটন বিশ্ববিদ্যালয়ত আয়োজন কৰা হৈছে আন্তঃমহাবিদ্যালয় তৰ্ক প্ৰতিযোগিতাৰ,কোৰোনা ভাইৰাছৰ কবলত পৰি সৰ্বস্বান্ত হ',0.0,0.0,0.0,0.0,[0.6804617047309875],[0.6364967823028564],[0.6577454209327698]
ওৰাংঃ ভাৰতীয় সেনাই ২০লাখ টকাৰে নিৰ্মাণ কৰিব মাজবাট নগৰ বালিকা বিদ্যালয়ৰ শ্ৰেণীকোঠা ৷ ভাৰতীয় সেনাৰ ৰেড হৰ্ণ ডিভিজন অ'পিৰ উদ্যোগত আজি মাজবাট নগৰ বালিকা বিদ্যালয়ত সদ্ভাৱনা কাৰ্যসূচীৰ শুভাৰম্ভ কৰি এই কথা ঘোষণা কৰে।,২০ লাখ টকাৰে ভাৰতীয় সেনাই সাজি দিব বিদ্যালয় গৃহ,কোৱাৰ ডিভাইড আছাম ফিফটি-ফিফটি'ফটি :,0.0,0.0,0.0,0.0,[0.6616359949111938],[0.6793191432952881],[0.6703609824180603]
দলংঘাটঃ দৰং জিলাৰ পশ্চিম প্ৰান্তত অৱস্থিত একমাত্র উচ্চ শিক্ষানুষ্ঠান দেওমৰনৈ স্নাতক মহাবিদ্যালয়ত অসমীয়া বিভাগৰ উদ্যোগত আজি মহাবিদ্যালয়ৰ প্ৰেক্ষাগৃহত আধুনিক সমাজ আৰু লোক সংস্কৃতি শীৰ্ষক আলোচনা চক্ৰ অনুষ্ঠিত হয়।,"দেওমৰনৈত ""আধুনিক সমাজ আৰু লোক সংস্কৃতি"" শীৰ্ষক আলোচনা চক্ৰ",কোৱাৰ ডিষ্ট্ৰিক্ট ষ্টুডেণ্টছ এক্ট'ৰ অধীনত,0.0,0.0,0.0,0.0,[0.6641936302185059],[0.6476630568504333],[0.6558241248130798]
নগাঁও জিলাৰ চামগুৰি আৰক্ষী থানাৰ অন্তৰ্গত চামগুৰি তিনি আলিত আজি সংঘটিত এক পথ দুৰ্ঘটনাত এগৰাকী শিক্ষক নিহত হোৱাৰ লগতে এজন বাইক আৰোহী আঘাত প্ৰাপ্ত হয়।,পথ দুৰ্ঘটনাই প্ৰাণ কাঢ়ি নিলে এগৰাকী শিক্ষকৰ,সৰ্বভাৰতীয় পৰিস্থিতিৰ পৰা আঁতৰত ৰাখি,0.0,0.0,0.0,0.0,[0.7111902236938477],[0.7000798583030701],[0.7055913209915161]
গেলেকী আৰক্ষী থানাৰ ভাৰপ্ৰাপ্ত বিষয়া দ্বীপেন ছেত্ৰীৰ নেতৃত্বত আজি নাগালেণ্ডত আন্তঃৰাষ্ট্ৰীয় গাড়ী চোৰৰ বিৰুদ্ধ চলোৱা অভিযানত হাবিৰ মাজৰ পৰা এখন চুৰি টাটা চুমু গাড়ী উদ্ধাৰ কৰা হয়।,শিৱসাগৰ আৰক্ষীয়ে নাগালেণ্ডত উদ্ধাৰ কৰিলে গুৱাহাটীৰ পৰা চুৰি হোৱা গাড়ী,কোৰোনা ভাইৰাছৰ দ্বাৰা সৰ্বভাৰতীয় পৰ,0.0,0.0,0.0,0.0,[0.746770977973938],[0.7209488153457642],[0.7336327433586121]
মাৰ্ঘেৰিটাঃ তিনিচুকীয়া জিলাৰ মাৰ্ঘেৰিটা আৰক্ষী থানাৰ অন্তৰ্গত বৰগোলাইত ৰন্টিক্স নামৰ ব্যক্তিগত চিকিৎসা প্ৰতিষ্ঠানটোৰ সন্মুখত শুকুৰবাৰে নিশাৰ ভাগত এক দুৰ্ঘটনা সংঘটিত হয়।,"মাৰ্ঘেৰিটাত শিহৰণকাৰী দুৰ্ঘটনা, এজন নিহত",সৰ্বভাৰতীয় পৰিস্থিতিৰ পৰা আঁতৰত ৰাখি,0.0,0.0,0.0,0.0,[0.7101178765296936],[0.6908226609230042],[0.7003373503684998]
উচ্চতম ন্যায়ালয়ে সোমবাৰে এছ চি/এছ টি সংশোধনী আইন ২০১৮ৰ সাংবিধানিক বৈধতা অক্ষুন্ন ৰাখে।,এছ চি/এছ টি সংশোধনী আইনৰ সাংবিধানিক বৈধতাক উচ্চতম ন্যায়ালয়ৰ অনুমোদন,কোৱাৰ্টাৰত কোঠৰ,0.0,0.0,0.0,0.0,[0.6376499533653259],[0.5941628813743591],[0.6151387691497803]
নলবাৰীঃ শনিবাৰে বাঁহজানীৰ একমাত্ৰ উচ্চ শিক্ষানুষ্ঠান দক্ষিণ নলবাৰী মহাবিদ্যালয়ৰ দহ লাখ টকাৰে নিৰ্মাণ হ'বলগীয়া প্ৰেক্ষাগৃহৰ আধাৰশিলা স্থাপন কৰে বিধায়ক অশোক কুমাৰ শৰ্মাই।,দক্ষিণ নলবাৰী মহাবিদ্যালয়ৰ প্ৰেক্ষাগৃহৰ আধাৰশিলা স্থাপন,কোৰোনা ভাইৰাছৰ পৰা মুক্ত হ'ব আপোনাৰ দেশ!,0.0,0.0,0.0,0.0,[0.6632230877876282],[0.6264449954032898],[0.6443096399307251]
"জালাহঃ জালাহ ৰাজহ চক্ৰৰ অন্তৰ্গত ভেৱলা (কেওঁটচুপা) গাঁৱৰ বিশিষ্ট সমাজকৰ্মী, ব্যৱসায়ী তথা গাঁও পঞ্চায়তৰ প্ৰাক্তন সদস্য ভুবনেশ্বৰ দাসৰ সোমবাৰে আবেলি ২.৪০ বজাত মৃত্যু হয়।",জালাহৰ বিশিষ্ট সমাজকৰ্মী-ব্যৱসায়ী-গাঁও পঞ্চায়তৰ প্ৰাক্তন সদস্যৰ বিয়োগ,কোৱাৰ্টাৰৰ পৰা ফালৰি পৰিৱৰ,0.0,0.0,0.0,0.0,[0.6915637850761414],[0.626949667930603],[0.6576735377311707]
"জ ডেস্ক / 2019 নলবাৰীৰ পৰা হেমন্ত কলিতা নলবাৰী ৰাজহ চক্ৰৰ অন্তৰ্গত বাহঁজানী মৌজাৰ তিলানা গাঁও নিবাসী তথা গাঁওখনৰ চৰকাৰী গাওঁবুঢ়া ,বিশিষ্ট সমাজকৰ্মী গয়া ৰাম কলিতাৰ শনিবাৰে নিজ গৃহত পৰলোকপ্ৰাপ্তি ঘটে ৷ মৃত্যুৰ সময়ত তেওঁৰ বয়স আছিল ৭৭ বছৰ ৷ গাওঁবুঢ়া কলিতা বিভিন্ন অনুষ্ঠান-প্ৰতিষ্ঠানৰ লগত ওত:প্রোতভাৱে জড়িত আছিল।",নলবাৰীৰ তিলানা গাঁওৰ চৰকাৰী গাওঁবুঢ়া গয়া ৰাম কলিতাৰ বিয়োগ,সৰ্বভাৰতীয় পৰিস্থিতিৰ পৰিৱৰ্তন হ',0.0,0.0,0.0,0.0,[0.67385333776474],[0.6467726230621338],[0.660035252571106]
শিলচৰ ইটখলা এথলেটিক ক্লাৱৰ ফুটবল পথাৰৰ উন্নয়নৰ বাবে আধাৰশিলা স্থাপন কৰিলে বিধায়ক দিলীপ কুমাৰ পালে।,ইটখলা এথলেটিক ক্লাৱৰ ফুটবল খেলপথাৰৰ আধাৰশিলা  স্থাপন,সৰ্বভাৰতীয় পৰিস্থিতিৰ পৰিৱৰ্তন হ',0.0,0.0,0.0,0.0,[0.6670421361923218],[0.654427707195282],[0.6606747508049011]
নলবাৰীঃ নলবাৰী চহৰস্থিত ছহিদ মুকুন্দ কাকতি অসামৰিক চিকিৎসালয়ৰ অধীক্ষক ডাঃ অৰুণ চন্দ্ৰ মহন্তক ৰাজ্য চৰকাৰে নগাঁও লৈ বদলি কৰা বাবে চিকিৎসালয় খনৰ চিকিৎসক তথা কৰ্মচাৰী সকলে বিদায় সম্ভাষন জ্ঞাপন কৰে।,ছহিদ মুকুন্দ কাকতি অসামৰিক চিকিৎসালয়ৰ অধীক্ষকক বিদায়,কোৰোনা ভাইৰাছৰ পৰা বাচিবলৈ ধৰক..,0.0,0.0,0.0,0.0,[0.6941350102424622],[0.6642507910728455],[0.6788641810417175]
গোৰেশ্বৰঃ বিটিএডিৰ শাসকীয় দলৰ বিপিএফৰ ভাতৃ সংগঠন বিএছইউক ধৰাশয়ী কৰি এবছুৱে দখল কৰে গোৰেষ্বৰ মহাবিদ্যালয়৷ বিপিএফৰ বাক্সা জিলাৰ অন্যতম উচ্চ শিক্ষানুষ্ঠান গোৰেশ্বৰ মহাবিদ্যলয়ৰ ছাত্ৰ একতা সভাৰ নিৰ্বাচনত নিখিল বড়ো ছাত্ৰ সন্থা চমুকৈ এবছুৱে বৃহৎ জয় সাব্যস্ত কৰিছে।,"বিএছইউ শূন্য, এবছুৰ দখলত গোৰেশ্বৰ মহাবিদ্যালয়ৰ ছাত্ৰ একতা সভা",কোৰোনা ভাইৰাছৰ ৰমৰমীয়া ব্যৱহাৰকাৰী,0.0,0.0,0.0,0.0,[0.6850722432136536],[0.6446298956871033],[0.6642360687255859]
জনগণ সহ সাংবাদিকক অন্ধকাৰত ৰাখি শুক্রবাৰে আনুষ্টানিক ভাবে উদ্বোধন কৰা হল।,ত্রিপুৰাৰ কোটি টকীয়া চৰকাৰি ৰবৰ ইন্ডাষ্ট্ৰিৰ আনুষ্ঠানিক উদ্বোধন,সৰ্বভাৰতীয় পৰিস্থিতিৰ পৰিৱৰ্তন হ',0.0,0.0,0.0,0.0,[0.7015727758407593],[0.6823996305465698],[0.691853404045105]
জ ডেস্ক / 2019 তপন বৰগোহাঁই ড্ৰাগছৰ বিৰুদ্ধে হোজাইৰ ডবকাত চিআইডি আৰু ভিজিলেন্সে যুটীয়া অভিযান চলায়।,ডবকাত বৃহৎ পৰিমাণৰ ড্ৰাগছসহ সৰবৰাহকাৰী আটক,সৰ্বভাৰতীয় পৰিস্থিতিৰ পৰিৱৰ্তন হ',0.0,0.0,0.0,0.0,[0.7472363710403442],[0.7150045037269592],[0.730765163898468]
বিলাসীপাৰাঃ শেহতীয়া পঞ্চায়ত নিৰ্বাচনত পানবাৰী জিলা পৰিষদ সদস্যা পদৰ কংগ্ৰেছ দলৰ ৰেহেনা পাৰিবনে বিজয়ী হোৱা উপলক্ষে শুকুৰবাৰে বিয়লি চাৰি বজাত বয়জেৰ আলগা গাঁও পঞ্চায়তৰ মায়াৰ চৰ বজাৰ প্ৰাংগণত এখন বিজয়ী সভা অনুষ্ঠিত কৰে।,পানবাৰী জিলা পৰিষদ সদস্যাৰ বিজয়ী সভা,কোৰোনা ভাইৰাছৰ ৰমৰমীয়া ব্যৱহাৰেৰে,0.0,0.0,0.0,0.0,[0.6730454564094543],[0.6704779863357544],[0.6717592477798462]
উজ এ.এছ.এন. প্ৰতিনিধি / 2019 শিৱসাগৰৰ পৰা কল্যাণজ্যোতি বুঢ়াগোহাঁই: শিৱসাগৰৰ গেমন দলঙত পুৱতি নিশা সংঘটিত হয় এক পথ দুৰ্ঘটনা।,পুৱতি নিশা শিৱসাগৰৰ গেমন দলঙত ভয়ংকৰ দুৰ্ঘটনা:দিখৌৰ বুকুত গাড়ী পৰি যোৱাৰ আশংকা,সৰ্বভাৰতীয় পৰিস্থিতিৰ পৰা আঁতৰত ৰাখি,0.0,0.0,0.0,0.0,[0.7159457206726074],[0.6865187287330627],[0.7009235620498657]
গোৰেশ্বৰঃ বাক্সা জিলাৰ গোৰেশ্বৰ উচ্চতৰ মাধ্যমিক বিদ্যালয় খেলপথাৰৰপৰা নাগৰিকত্ব সংশোধনী বিধেয়ক বাতিলৰ দাবীত আজি এক জোঁৰ সমদল উলিওৱা হয়।,জোঁৰ সমদলেৰে নাগৰিকত্ব সংশোধনী বিধেয়কৰ বিৰোধিতা,সৰ্বভাৰতীয় পৰিস্থিতিৰ পৰা আঁতৰত ৰাখি,0.0,0.0,0.0,0.0,[0.6989822387695312],[0.6965464949607849],[0.6977621912956238]
জ এ.এছ.এন. প্ৰতিনিধি / 2018 তামুলপুৰৰ পৰা অভিজিৎ তালুকদাৰ হাগ্ৰামা মহিলাৰী নেতৃত্বাধীন বি পি এফ প্ৰশাসনে বি টি এ ডিত বসবাস কৰা সকলো শ্ৰেণীৰ ৰাইজৰ উন্নয়নৰ হকে কাম কৰি আহিছে।,জাতি-ধৰ্ম-বৰ্ণ নিৰ্বিশেষে বিটিচিৰ সকলো জাতি-জনগোষ্ঠীৰ উন্নয়নৰ হকে বিপিএফ দলে কাম কৰি আহিছে : গণেশ কছাৰী,সৰ্বভাৰতীয় পৰিস্থিতিৰ পৰা আঁতৰত ৰাখি,0.0,0.0,0.0,0.0,[0.6964150071144104],[0.6686411499977112],[0.6822454929351807]
িদুদ জামান 13 / 2019 নগাঁও আৰক্ষীৰ জালত পৰিল কুখ্যাত ড্ৰাগছ মাফিয়া।,নগাঁৱত কুখ্যাত ড্ৰাগছ মাফিয়া গ্ৰেপ্তাৰ,সৰ্বভাৰতীয় পৰিস্থিতিৰ পৰিৱৰ্তন হ',0.0,0.0,0.0,0.0,[0.6712735891342163],[0.6577778458595276],[0.6644571423530579]
"নলবাৰীঃ নলবাৰী জিলাৰ দক্ষিণ নলবাৰী কনিষ্ঠ মহাবিদ্যালয়ৰ অধ্যাপক নৃপেন্দ্ৰ নাথ কলিতাক আজি মহাবিদ্যালয় শিক্ষক গোট, কৰ্তৃপক্ষ আৰু ছাত্ৰ একতা সভাৰ পৰা বিপুল সম্বৰ্ধনা জ্ঞাপন কৰা হয়।",নলবাৰীত কৃতী শিক্ষকক সম্বৰ্ধনা,কোৰোনা ভাইৰাছৰ কবলত পৰিছে ডিষ্ট্ৰিক্ট ডিষ্ট্,0.0,0.0,0.0,0.0,[0.6654844880104065],[0.678566575050354],[0.6719618439674377]
