Source,Prediction,Target,Rouge1,Rouge2,RougeL,RougeLsum,Precision,Recall,F1
"रिपोर्ट्स के मुताबिक, केमिकल इंडस्ट्रियल पार्क में स्थित एक फैक्ट्री में आग लगने के बाद गुरुवार को करीब अपरान्ह 2.48 विस्फोट बजे हुआ।",केमिकल इंडस्ट्रियल पार्क: केमिकल इंडस्ट्रियल पार्क में स्थित एक फैक्ट्री में आग लगने के बाद गुरुवार को करीब अपरान्ह 2.48 विस्फोट बजे हुआ।,"चीनः तेज रफ्तार कार ने 6 लोगों को रौंदा, पुलिस ने ड्राइवर को मारी गोली",0.052631578947368425,0.0,0.052631578947368425,0.052631578947368425,[0.6145961880683899],[0.6608684659004211],[0.6368929743766785]
सरकारी विमानन कंपनी एयर इंडिया में पायलटों की हड़ताल के कारण दूसरी विमानन कंपनियों द्वारा हवाई किराया बढ़ाने का मामला अब भारतीय प्रतिस्पर्धा आयोग (सीसीआई) के दर पर पहुंच गया है।,निजी विमानन कंपनियों द्वारा हवाई किराया बढ़ाने का मामला अब भारतीय प्रतिस्पर्धा आयोग (सीसीआई) के दर पर पहुंच गया है।,हवाई किराया बढ़ाने का मामला अब भारतीय प्रतिस्पर्धा आयोग के दर पर पहुंच गया है,0.8,0.7272727272727273,0.8,0.8,[0.8282456398010254],[0.934850811958313],[0.8783252835273743]
सरकार ने मंगलवार को इस बात से स्पष्ट तौर पर इनकार किया है कि चलन से बाहर हो चुके और जनता के पास बचे 500 एवं 1000 रुपए के नोटों को वापस लेने पर विचार कर रही है।,नोटबंदी के बाद चलन से बाहर हो चुके नोटों को वापस लेने पर विचार,"बंद हो चुके 500 और 1000 रुपए के नोटों को अब वापस नहीं लेगी सरकार, नए नोटों के जल्द खराब होने से किया इनकार",0.3684210526315789,0.1111111111111111,0.2631578947368421,0.2631578947368421,[0.7806836366653442],[0.730513334274292],[0.7547656893730164]
पूर्व क्रिकेटर सचिन तेंदुलकर ने बांग्लादेश के खिलाफ होने वाले भारतीय टीम के पहले डे-नाइट टेस्ट को क्रिकेट के लिए एक अच्छा कदम बताया।,पूर्व क्रिकेटर सचिन तेंदुलकर ने बांग्लादेश के खिलाफ होने वाले भारतीय टीम के पहले डे-नाइट टेस्ट को क्रिकेट के लिए एक अच्छा कदम बताया,"  सचिन ने डे-नाइट टेस्ट को क्रिकेट के लिए अच्छा कदम बताया, बोले- ओस का असर दिखाई दे सकता है",0.46511627906976744,0.2926829268292683,0.46511627906976744,0.46511627906976744,[0.8040372729301453],[0.8188914060592651],[0.8113963603973389]
आपके द्वारा खाएं हुए खाना आपके पेट संबंधी समस्या तो देती है।,"आपके द्वारा खाएं हुए खाना आपके पेट संबंधी समस्या तो देती है ही, पेट संबंधी समस्या भी देती है","2018: भूलकर भी न करें इन चीजों का सेवन, लीवर हो जाएगा डैमेज",0.0625,0.0,0.0625,0.0625,[0.6257573366165161],[0.6400778889656067],[0.6328365802764893]
आज शाम बुध ग्रह मीन राशि से मेष राशि पर प्रवेश करेगा जिसका असर राशि के जातकों पर पड़ेगा।,आज शाम बुध ग्रह मीन राशि से मेष राशि पर प्रवेश करेगा जिसका असर राशि के जातकों पर पड़ेगा।,"3 मई राशिफलः शुक्रवार को बुध कर रहा है राशिपरिवर्तन, इस राशि के जातक रहें संभलकर",0.17142857142857143,0.0606060606060606,0.17142857142857143,0.17142857142857143,[0.7447282671928406],[0.7059920430183411],[0.7248429656028748]
लेग स्पिनर ईश सोढी भारत के खिलाफ आगामी एकदिवसीय और टी-20 श्रंखला में चोटिल टोड एश्ले की जगह लेंगे।,लेग स्पिनर ईश सोढी भारत के खिलाफ आगामी एकदिवसीय और टी-20 श्रंखला में चोटिल टोड एश्ले की जगह लेंगे,"न्यूजीलैंड न्यूज़ीलैंड को झटका, एश्ले हुए चोटिल, सोढी लेंगे उनका स्थान",0.19999999999999998,0.0,0.13333333333333333,0.13333333333333333,[0.6677682399749756],[0.7132753133773804],[0.6897720098495483]
जियो के शुल्क प्लानों के वर्तमान दूरसंचार कंपनियों पर असर को लेकर विश्लेषकों की राय अलग-अलग हैं।,जियो के शुल्क प्लानों के वर्तमान दूरसंचार कंपनियों पर असर को लेकर विश्लेषकों की राय अलग-अलग हैं।,मौजूदा कंपनियों के मुनाफे पर मार!,0.2608695652173913,0.0,0.1739130434782609,0.1739130434782609,[0.7058947086334229],[0.7613655924797058],[0.7325815558433533]
रेल बजट में 12 वीं पंचवर्षीय योजना के दौरान 7.35 लाख करोड़ निवेश प्रस्तावति है।,रेल बजट में 12 वीं पंचवर्षीय योजना के दौरान 7.35 लाख करोड़ निवेश प्रस्तावति है।,एसएमई को मिलेगा बड़ा कारोबार,0.0,0.0,0.0,0.0,[0.6150412559509277],[0.6556684970855713],[0.6347054243087769]
मंदी के कारण बीमार पड़े उद्योगों को बचाने के लिए दुनिया भर की सरकारों ने बेलआउट के नाम पर अच्छी खासी रकम खर्च की है।,मंदी के कारण बीमार पड़े उद्योगों को बचाने के लिए दुनिया भर की सरकारों ने बेलआउट के नाम पर अच्छी खासी रकम खर्च की है।,मंदी से बचने में खप रही है भारतीय जीडीपी की दस गुना रकम,0.15789473684210525,0.0,0.15789473684210525,0.15789473684210525,[0.6851598620414734],[0.7144705057144165],[0.6995083093643188]
संयुक्त राष्ट्र में उत्तर कोरिया के उपराजदूत का कहना है कि अमेरिका की सैन्य कार्रवाई और पाबंदियों की धमकी देकर उसके परमाणु हथियार कार्यक्रम को त्यागने पर मजबूर करने की कोशिश दूर की कौड़ी साबित होगी।,उत्तर कोरिया के परमाणु हथियार कार्यक्रम को त्यागने पर मजबूर करने की कोशिश दूर की कौड़ी साबित होगी,'उत्तर कोरिया को परमाणु कार्यक्रम छोड़ने के लिए मजबूर नहीं कर पाएगा अमेरिका',0.3870967741935484,0.0,0.2580645161290323,0.2580645161290323,[0.7891404032707214],[0.8249741792678833],[0.8066595792770386]
मायके आई  20 वर्षीय एक विवाहित युवती से उसके मुंहबोले चाचा ने चाकू की नोक पर दुष्कर्म किया और उसका वीडियो बनाकर ससुराल भेज दिया।,मायके आई 20 वर्षीय एक विवाहित युवती से उसके मुंहबोले चाचा ने चाकू की नोक पर दुष्कर्म किया और उसका वीडियो बनाकर ससुराल भेज दिया।,"  मुंहबोले चाचा ने चाकू की नोंक पर किया दुष्कर्म, वीडियो बनाकर युवती की ससुराल भेजा",0.5499999999999999,0.2631578947368421,0.5,0.5,[0.8077360987663269],[0.8544833064079285],[0.8304523229598999]
मुकेश अंबानी की कम्पनी जियो के ग्राहकों को दूसरी कंपनी के नेटवर्क पर कॉल करने पर अब 6 पैसे प्रति मिनट चुकाने पड़ेंगे।,मुकेश अंबानी की कम्पनी जियो के ग्राहकों को दूसरी कंपनी के नेटवर्क पर कॉल करने पर अब 6 पैसे प्रति मिनट चुकाने पड़ेंगे,"  10 अक्टूबर से लगेगा 6 पैसे प्रति मिनट शुल्क, जियो ग्राहकों को क्यों लेना होगा टॉप अप वाउचर ? 5 सवाल-जवाब से समझें",0.30434782608695654,0.18181818181818182,0.17391304347826086,0.17391304347826086,[0.7236012816429138],[0.7112919688224792],[0.7173938155174255]
अगर आपको ऐसा लगता है कि मध्य प्रदेश के दो शहरों भोपाल और इंदौर में होटलों में ठहरना बहुत महंगा है तो कुछ दिन इंतजार कीजिए।,मध्य प्रदेश के दो शहरों भोपाल और इंदौर में होटलों में ठहरना बहुत महंगा है तो कुछ दिन इंतजार कीजिए।,होटल महंगा तो पेइंग गेस्ट ही अच्छा,0.14814814814814817,0.0,0.14814814814814817,0.14814814814814817,[0.66374671459198],[0.6977213025093079],[0.680310070514679]
नई दिल्लीः दिल्ली डेयरडेविल्स ने शुरुआती झटकों से उबरते हुए शनिवार को फिरोजशाह कोटला मैदान पर जारी इंडियन प्रीमियर लीग के 26वें मैच में कोलकाता नाइट राइर्ड्स के सामने 187 रनों का लक्ष्य रखा है।,दिल्ली डेयरडेविल्स ने शुरुआती झटकों से उबरते हुए शनिवार को फिरोजशाह कोटला मैदान पर जारी इंडियन प्रीमियर लीग के 26वें मैच में कोलकाता नाइट राइर्ड्स के सामने 187 रनों का लक्ष्य रखा है।,"नायर, बिलिंग्स, ब्रैथवेट की बदौलत दिल्ली ने बनाए 186 रन",0.0930232558139535,0.0,0.0930232558139535,0.0930232558139535,[0.6173731088638306],[0.6580885052680969],[0.6370809078216553]
फैसले के बाद एक ओर सलमान के परिवार ने राहत की सांस ली तो वहीं दूसरी ओर जोधपुर से लेकर मुंबई तक सलमान के फैन्स जश्न में डूब गए... जोधपुरः करीब 48 घंटे तक जेल में रहने के बाद आखिरकार बॉलीवुड का सुल्तान जोधपुर जेल से रिहा हो गया है।,सलमान की जेल से रिहाई के बाद एक ओर सलमान के फैन्स जश्न में डूब गए... जोधपुरः करीब 48 घंटे तक जेल में रहने के बाद आखिरकार बॉलीवुड का सुल्तान जोधपुर जेल से रिहा हो गया है।,"जोधपुर जेल से बाहर निकले सलमान खान, देखिए रिहाई की तस्वीरें",0.25,0.08695652173913045,0.125,0.125,[0.6887083053588867],[0.7230240702629089],[0.7054490447044373]
नए कोच डब्ल्यूवी. रमन के मार्गदर्शन में भारतीय टीम इस सीरीज में विवाद को पीछे छोड़ नई शुरुआत करना चाहेगी।,श्रीलंका के खिलाफ टी20 सीरीज जीतकर टीम इंडिया ने इतिहास रचा,महिला क्रिकेटः भारत ने न्यूजीलैंड के खिलाफ टॉस जीतकर पहले गेंदबाजी का फैसला किया,0.32,0.08695652173913043,0.23999999999999996,0.23999999999999996,[0.7938403487205505],[0.7313749194145203],[0.7613284587860107]
"खनन क्षेत्र की दिग्गज कंपनी वेदांता का जुलाई-सितंबर तिमाही का जस्ता, तांबा और एल्युमीनियम उत्पादन तकनीकी गड़बड़ी, बिजली कटौती की वजह से प्रभावित हुआ है।","खनन क्षेत्र की दिग्गज कंपनी वेदांता का जुलाई-सितंबर तिमाही का जस्ता, तांबा और एल्युमीनियम उत्पादन तकनीकी गड़बड़ी, बिजली कटौती की वजह से प्रभावित हुआ है।","तकनीकी गड़बड़ी, बिजली कटौती से वेदांता का धातु उत्पादन प्रभावित",0.5142857142857143,0.24242424242424243,0.34285714285714286,0.34285714285714286,[0.743582546710968],[0.8424422740936279],[0.7899314165115356]
बीसीसीआई अध्यक्ष सौरव गांगुली ने दिन-रात्रि टेस्ट के लिये बांग्लादेश क्रिकेट बोर्ड को सहमत कर लिया जिससे दोनों देश 22 से 26 नवंबर तक पहला टेस्ट मैच खेलेंगे।,बांग्लादेश के खिलाफ दिन-रात्रि टेस्ट के लिये बांग्लादेश क्रिकेट बोर्ड को सहमत कर लिया जिससे दोनों देश 22 से 26 नवंबर तक पहला टेस्ट मैच खेलेंगे।,"डे-नाईट टेस्ट मैच और गुलाबी गेंद से पुजारा को नही है कोई समस्या, दिया ये बड़ा बयान",0.186046511627907,0.048780487804878044,0.0930232558139535,0.0930232558139535,[0.6441726088523865],[0.6549468636512756],[0.6495150923728943]
हाल ही में नासा को एक बड़ी सफलता हासिल हुई है।,नासा को एक बड़ी सफलता हासिल हुई है,नासा ने ढूंढ़ा पृथ्वी के जैसा एक और सौर मंडल,0.22222222222222224,0.0,0.22222222222222224,0.22222222222222224,[0.7368128299713135],[0.6977871656417847],[0.7167691588401794]
"महंगा डीजल सिर्फ हैदराबाद में ही नहीं है बल्कि केरल की राजधानी त्रिवेंद्रम में भी इसका भाव 69 रुपए के करीब पहुंच गया है, गुरुवार को त्रिवेंद्रम में डीजल का दाम 68.96 रुपए प्रति लीटर हो गया है।","महंगा डीजल सिर्फ हैदराबाद में ही नहीं है बल्कि केरल की राजधानी त्रिवेंद्रम में भी इसका भाव 69 रुपए के करीब पहुंच गया है, गुरुवार को त्रिवेंद्रम में डीजल का दाम 68.96 रुपए प्रति लीटर हो गया है।","डीजल का दाम 69 रुपए के भी पार, कीमतें घटने को लेकर सिर्फ बजट से उम्मीद",0.3333333333333333,0.15384615384615385,0.18518518518518517,0.18518518518518517,[0.6568149924278259],[0.7050725817680359],[0.6800888180732727]
दिल्ली मुंबई औद्योगिक गलियारा विकास निगम (डीएमआईसी) और महाराष्ट्र सरकार द्वारा गठित विशेष कंपनी (एसपीवी) की बैठक शुक्रवार को नागपुर में होगी।,दिल्ली मुंबई औद्योगिक गलियारा विकास निगम (डीएमआईसी) और महाराष्ट्र सरकार द्वारा गठित विशेष कंपनी (एसपीवी) की बैठक शुक्रवार को नागपुर में होगी।,नागपुर में आज डीएमआईसी की होगी समीक्षा,0.20689655172413793,0.07407407407407407,0.13793103448275862,0.13793103448275862,[0.6599006652832031],[0.7638034820556641],[0.7080605626106262]
"पटनाः भारतीय जनता पार्टी (भाजपा) के अध्यक्ष अमित शाह ने यहां शुक्रवार को कहा कि बिहार विधानसभा चुनाव के बाद मुख्यमंत्री नीतीश कुमार और राष्ट्रीय जनता दल (राजद) अध्यक्ष लालू प्रसाद का राजनीतिक अस्तित्व खत्म चुनाव के बाद लालू, नीतीश का अस्तित्व खत्म हो जाएगाः शाह पटनाः भारतीय जनता पार्टी ( भाजपा ) के अध्यक्ष अमित शाह ने यहां शुक्रवार को कहा कि बिहार विधानसभा चुनाव के बाद मुख्यमंत्री नीतीश कुमार और राष्ट्रीय जनता दल (राजद) अध्यक्ष लालू प्रसाद का राजनीतिक अस्तित्व खत्म हो जाएगा।",बिहार विधानसभा चुनाव के बाद मुख्यमंत्री नीतीश कुमार का राजनीतिक अस्तित्व खत्म हो जाएगाः शाह पटनाः भारतीय जनता पार्टी ( भाजपा ) के अध्यक्ष अमित शाह ने यहां शुक्रवार को कहा कि बिहार विधानसभा चुनाव के बाद मुख्यमंत्री नीतीश कुमार और राष्ट्रीय जनता दल (राजद) अध्यक्ष लालू प्रसाद का राजनीतिक अस्तित्व खत्म हो जाएगा।,"चुनाव के बाद लालू, नीतीश का राजनीतिक अस्तित्व खत्म हो जाएगाः शाह",0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,[0.7036784291267395],[0.8190900087356567],[0.7570106387138367]
नई दिल्लीः कोलकाता के ईडन गार्डन में फाइनल मैच में वेस्टइंडीज की जीत की हीरो बने मार्लोन सैमुएल्स ने मैच के बाद हुई प्रेस कॉन्फ्रेंस में असभ्यता का परिचय दिया।,वेस्टइंडीज की जीत की हीरो बने मार्लोन सैमुएल्स ने मैच के बाद प्रेस कॉन्फ्रेंस की,जीत के नशे में सैमुएल्स ने की प्रेस कॉन्फ्रेंस में बदतमीजी,0.5384615384615385,0.16666666666666666,0.3846153846153846,0.3846153846153846,[0.7690136432647705],[0.7950047254562378],[0.7817932367324829]
ग्रेटर नोएडा स्थित सेक्टर 142 के पास एक मैदान में 150 से ज़्यादा झुग्गियां थी जो एक घंटे के भीतर जल कर राख ही गयी।,ग्रेटर नोएडा स्थित सेक्टर 142 के पास एक मैदान में 150 से ज़्यादा झुग्गियां थी जो एक घंटे के भीतर जल कर राख ही गयी।,ग्रेटर नोएडा में भीषण आग में 150 से ज़्यादा झुग्गियां जलकर ख़ाक,0.3783783783783784,0.28571428571428575,0.3783783783783784,0.3783783783783784,[0.7648941874504089],[0.8279491662979126],[0.7951736450195312]
बोआई के सीजन में किसानों के सामने खाद को लेकर होने वाली दिक्कतों के मद्देनजर अब उत्तर प्रदेश सरकार ने खाद का बफर स्टॉक रखने का फैसला किया है।,बोआई के सीजन में किसानों के सामने खाद को लेकर होने वाली दिक्कतों के मद्देनजर अब उत्तर प्रदेश सरकार ने खाद का बफर स्टॉक रखने का फैसला किया है।,यूपी में अब भरे रहेंगे खाद के भंडार,0.2162162162162162,0.0,0.16216216216216217,0.16216216216216217,[0.6628392934799194],[0.7139033675193787],[0.68742436170578]
स्वास्थ्य मंत्री के सलाहकार शरीफ वादी ने बताया कि हताहतों की संख्या बढ़ सकती है।,स्वास्थ्य मंत्री के सलाहकार शरीफ वादी ने बताया कि हताहतों की संख्या बढ़ सकती है और घायलों की संख्या बढ़ सकती है,"मिस्र में दो ट्रेनों की टक्कर में 41 मरे, करीब 180 घायल",0.05882352941176471,0.0,0.05882352941176471,0.05882352941176471,[0.647537112236023],[0.6685097217559814],[0.657856285572052]
बस्तर दशहरा की सबसे महत्वपूर्ण रस्म मावली परघाव सोमवार को पूरी हुई।,बस्तर दशहरा की सबसे महत्वपूर्ण रस्म मावली परघाव सोमवार को पूरी हुई,"  माईजी की डोली आई, स्वागत को जुटी भीड़, बारिश से माहौल फीका",0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,[0.6611843705177307],[0.6749007701873779],[0.667972207069397]
सर दुनिया में दिल के रोगों के बाद मौत का दूसरा सबसे बड़ा कारण है।,सर दुनिया में दिल के रोगों के बाद मौत का दूसरा सबसे बड़ा कारण है।,"ऐसे देशों में सबसे ज्यादा कैंसर होने का खतरा, रहें सतर्क",0.23076923076923075,0.0,0.15384615384615383,0.15384615384615383,[0.7191770672798157],[0.6998680830001831],[0.7093912363052368]
"के मुताबिक जिन 8 तरह के खातों पर न्यूनतम मासिक बैलेंस की शर्त नहीं लगती है वहीं इस तरह से हैं, फाइनेशियल इनक्लूजन खाते, नो फ्रिल खाते, सेलरी पैकेज खाते, बेसिक सेविंग बैंक डिपॉजिट खाते, छोटे खाते, पहला कदम या पहली उड़ान खाते, 18 वर्ष से कम आयूवर्ग के ग्राहकों के खाते और पेंशनर्स के खाते।",बैंक खातों पर न्यूनतम मासिक बैलेंस की शर्त नहीं,"खाते में कम पैसे रखने वालों से बैंक ने काटा जुर्माना, 8 महीने में 1771 करोड़ रुपए किए इकट्ठे",0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,[0.7063722610473633],[0.6636682748794556],[0.6843547224998474]
इंडियन ऑयल कॉर्पोरेशन (आईओसी) हल्दिया पेट्रोकेमिकल्स (एचपीएल) में पश्चिम बंगाल सरकार की 40 प्रतिशत हिस्सेदारी खरीदने से परहेज कर सकती है।,हल्दिया पेट्रोकेमिकल्स (एचपीएल) में पश्चिम बंगाल सरकार की 40 प्रतिशत हिस्सेदारी खरीदने से परहेज कर सकती है सरकार,आईओसी नहीं खरीदेगी एचपीएल में हिस्सेदारी!,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,[0.7124790549278259],[0.7979933619499207],[0.7528155446052551]
राखी सावंत एक बार फिर अपने बयानों को लेकर चर्चा में हैं और इस बार उनके निशाने पर सेंसर बोर्ड और सनी लियोनी की फिल्म 'मस्तीजादे' है।,राखी सावंत एक बार फिर अपने बयानों को लेकर चर्चा में हैं और इस बार उनके निशाने पर सेंसर बोर्ड और सनी लियोनी की फिल्म 'मस्तीजादे' है,सेंसर बोर्ड सनी लियोनी पर हुआ नरम तो राखी सावंत का मिजाज हुआ गरम,0.3414634146341463,0.15384615384615388,0.1951219512195122,0.1951219512195122,[0.6911706924438477],[0.7151002287864685],[0.702931821346283]
"सी. ए. राघवन ने गीता से मुलाकात की थी, जहां वह पिछले 15 साल से गलती से पाकिस्तान की सीमा में चले जाने के बाद रह रही है।",सी. ए. राघवन ने गीता से मुलाकात की और कहा कि वह पाकिस्तान की सीमा में चले गई है,गीता को वापस लाने की प्रक्रिया जारीः सुषमा स्वराज,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,[0.6797691583633423],[0.7122107744216919],[0.6956118941307068]
महानायक अमिताभ बच्चन और अभिनेत्री तापसी पन्नू शनिवार को राष्ट्रपति प्रणब मुखर्जी के साथ फिल्म 'पिंक' देखेंगे।,महानायक अमिताभ बच्चन और अभिनेत्री तापसी पन्नू शनिवार को राष्ट्रपति प्रणब मुखर्जी के साथ फिल्म 'पिंक' देखेंगे।,"राष्ट्रपति के साथ 'पिंक' देखेंगे अमिताभ, तापसी",0.4166666666666667,0.09090909090909091,0.3333333333333333,0.3333333333333333,[0.7022840976715088],[0.8199896812438965],[0.7565862536430359]
"राष्ट्रीय कृषि और ग्रामीण विकास बैंक (नाबार्ड) की ओर से हिमाचल सरकार को आर्थिक मदद दी जाएगी, जिससे आर्थिक संकटग्रस्ट से जुझ रही सरकार को सहारा मिल सके।","राष्ट्रीय कृषि विकास बैंक (नाबार्ड) की ओर से हिमाचल सरकार को आर्थिक मदद दी जाएगी, जिससे आर्थिक संकटग्रस्ट से जुझ रही सरकार को सहारा मिल सके।","  आर्थिक संकट से जूझ रही जयराम सरकार को राहत, नाबार्ड देगा 1400 करोड़ की अतिरिक्त मदद",0.33333333333333337,0.05,0.2380952380952381,0.2380952380952381,[0.7145757675170898],[0.7473549246788025],[0.7305977940559387]
