Source,Target,Prediction,Rouge1,Rouge2,RougeL,RougeLsum,Precision,Recall,F1
"কৌতুক - হেমন্ত মাধব নাথ শইকীয়ানী বাইদেউৰ ড্ৰয়িংৰুমৰ আড্ডাৰ কিয়দাংশ  -  -  - - শইকীয়ানী  -  বাইদেউ , আপোনালোকৰ প্ৰিন্সৰ পঢ়া শুনা কেনে চলিছে ?",কৌতুক - হেমন্ত মাধব নাথ - ফটাঢোল, হেমন্ত মাধব নাথ শইকীয়ানী বাইদেউৰ ড্ৰয়িংৰুমৰ আড্ডাৰ কিয়দাংশ</s>,0.39999999999999997,0.30769230769230765,0.39999999999999997,0.39999999999999997,[0.6542076468467712],[0.757585883140564],[0.7021118998527527]
নলবাৰীঃ নলবাৰীৰ বৰক্ষেত্ৰী সমষ্টিৰ কামাৰকুছিত শনিবাৰে কংগ্ৰেছৰ এখন এখন সভাত অনুষ্ঠিত হয়৷ নলবাৰী জিলা কংগ্ৰেছৰ সভাপতি দিগন্ত বৰ্মনৰ সভাপতিত্বত অনুষ্ঠিত সভাত বিৰোধী দলপতি দেৱব্ৰত শইকীয়াই উপস্থিত থাকি বিজেপিক তীব্ৰ সমালোচনা কৰে৷ কেন্দ্ৰই উত্তৰ পূৰ্বাঞ্চলক বিশেষ মৰ্যদা পূৰ্ণ ৰাজ্য হিচাপে স্বীকৃতি দিয়াৰ বাবেই বিশেষ সহায় কৰি আহিছিল বুলি কয়।,"কামাৰকুছিত কংগ্ৰেছৰ সভা, দুটা বছৰত বান সাহায্যৰ নামত একো নিদিলে", নলবাৰী জিলা কংগ্ৰেছের সভাপতি দিগন্ত বৰ্মন</s>,0.0,0.0,0.0,0.0,[0.6777822375297546],[0.6713761687278748],[0.674564003944397]
নলবাৰীঃ ৰাজ্যৰ বিভিন্ন ঠাইৰ লগতে নলবাৰী জিলাৰ বিভিন্ন ঠাইত দেওবাৰে ড০ ভূপেন হাজৰিকাক স্মৰণ কৰে।,নলবাৰীত সুধাকন্ঠ ড০ ভূপেন হাজৰিকাক আছুৰ স্মৰণ, নলবাৰী জিলা</s>,0.0,0.0,0.0,0.0,[0.6895536184310913],[0.6586527228355408],[0.6737490892410278]
ডিজিটেল ডেস্কঃ ২০১৪ চনৰ ২ অক্টোবৰ গান্ধী জয়ন্তীৰ দিনটোতেই আৰম্ভণি হৈছিল নিকা ভাৰত গঢ়াৰ সপোন।,"স্বচ্ছ ভাৰত গঢ়াত বিফল মোডী, দিল্লীত অকপট স্বীকাৰ প্ৰধানমন্ত্ৰীৰ",</s>,0.0,0.0,0.0,0.0,[0.5316355228424072],[0.5018648505210876],[0.5163214206695557]
গোৰেশ্বৰঃ ৰঙিয়া সমষ্টিৰ অন্তৰ্গত বিজেপিৰ গোৰেশ্বৰ মণ্ডল মহিলা মৰ্চাৰ এখন কাৰ্যনিৰ্বাহক সভা দেওবাৰে গোৰেশ্বৰ মহাবিদ্যালয় কনফাৰেঞ্চ হলত অনুষ্ঠিত হৈ যায়।,গোৰেশ্বৰত বিজেপিৰ মহিলা মৰ্চাৰ সভা, গোৰেশ্বন</s>,0.0,0.0,0.0,0.0,[0.701352059841156],[0.6762531995773315],[0.6885740160942078]
নলবাৰীঃ আজি নলবাৰী জিলাৰ বেলশৰ দেৱালয় প্ৰাংগনত স্বচ্ছ ভাৰত মিছন (গ্ৰামীণ) অভিযানৰ সামৰণি অনুষ্ঠান আৰু গান্ধী জয়ন্তী জিলা ভিত্তিত উদযাপন কৰা হয়।,নলবাৰীত স্বচ্ছ ভাৰত মিছন আৰু গান্ধী জয়ন্তীৰ অনুষ্ঠান সম্পন্ন,</s>,0.0,0.0,0.0,0.0,[0.507941484451294],[0.48963701725006104],[0.4986213147640228]
বজালী মহকুমাৰ অন্তৰ্গত বৰপেটা জিলাৰ চাপাৰবড়ি হাইস্কুলত মধ্যাহ্ন ভোজনৰ নামত চৰম অনিয়ম সংঘটিত হৈ থকাৰ অভিযোগ উত্থাপন কৰিছে স্থানীয় একাংশ লোকে।,প্ৰধান শিক্ষকৰ নিৰ্দেশত মাহত মাত্ৰ ৩-৪ দিন হে ভাত খুৱাই ছাত্ৰ-ছাত্ৰীক, বজালী মহকুমা</s>,0.0,0.0,0.0,0.0,[0.6082978248596191],[0.583655834197998],[0.5957221388816833]
জ এ.এছ.এন. প্ৰতিনিধি / 2019 নগৰবেৰাৰ পৰা আব্দুল ৰছিদ বৰপেটা আৰু কামৰূপ জিলাৰ বিভিন্ন স্থানত চলিছে সুলভ মূল্যৰ চাউলৰ ৰমৰমীয়া ব্যৱসায়।,বৰপেটাৰ মৰিচাকান্ধিত আৰক্ষীৰ অভিযানত জব্দ ৩৬ বস্তা সুলভ মূল্যৰ চাউল, জ এ.এছ.এন. প্ৰতিনিধি</s>,0.0,0.0,0.0,0.0,[0.5947892069816589],[0.6145829558372498],[0.6045240759849548]
"ৰঙিয়াঃ শনিবাৰে কামৰূপৰ ৰঙিয়াত বিৰোধী দল কংগ্ৰেছে কেন্দ্ৰীয় আৰু ৰাজ্য চৰকাৰৰ বিৰুদ্ধে প্ৰতিবাদ সাব্যস্ত কৰে৷ বিজেপি চৰকাৰৰ জনবিৰোধী নীতি, অপশাসন আৰু পেট্ৰ'ল-ডিজেল, ৰন্ধন গেছৰ অত্যাধিক মূল্য বৃদ্ধিৰ বিৰুদ্ধে বিশ্বাসঘাতকতা দিৱস পালন কৰে।","ৰঙিয়াত মূল্য বৃদ্ধিৰ বিৰুদ্ধে কংগ্ৰেছৰ প্ৰতিবাদ, ঘোৰা গাড়ী, চাইকেল, ই-ৰিক্সাত উঠিল কংগ্ৰেছী", কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে কংগ্ৰেছে</s>,0.0,0.0,0.0,0.0,[0.6682016253471375],[0.6066817045211792],[0.6359573602676392]
ৰাজ্যখনৰ ঐতিহ্যমণ্ডিত কটন বিশ্ববিদ্যালয়ত আয়োজন কৰা হৈছে এখন আন্তঃমহাবিদ্যালয় তৰ্ক প্ৰতিযোগিতাৰ।,কটন বিশ্ববিদ্যালয়ত আয়োজন কৰা হৈছে আন্তঃমহাবিদ্যালয় তৰ্ক প্ৰতিযোগিতাৰ," এই প্রতিযোগিতায় অংশগ্ৰহণ কৰা দেশসমূহ হচ্ছে ভারত, পাকিস্তান, नेपाल, ও আফগানিস্তান। এই প্রতিযোগিতায় অংশগ্ৰহণ কৰা দেশসমূহ হচ্ছে ভারত, পাকিস্তান, नेपाल, ও আফগানিস্তান।</s>",0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,[0.5584924221038818],[0.5916582345962524],[0.574597179889679]
ওৰাংঃ ভাৰতীয় সেনাই ২০লাখ টকাৰে নিৰ্মাণ কৰিব মাজবাট নগৰ বালিকা বিদ্যালয়ৰ শ্ৰেণীকোঠা ৷ ভাৰতীয় সেনাৰ ৰেড হৰ্ণ ডিভিজন অ'পিৰ উদ্যোগত আজি মাজবাট নগৰ বালিকা বিদ্যালয়ত সদ্ভাৱনা কাৰ্যসূচীৰ শুভাৰম্ভ কৰি এই কথা ঘোষণা কৰে।,২০ লাখ টকাৰে ভাৰতীয় সেনাই সাজি দিব বিদ্যালয় গৃহ, মাজবাট নগৰ বালিকা বিদ্যালয়</s>,0.0,0.0,0.0,0.0,[0.6422423124313354],[0.6463524103164673],[0.6442908048629761]
দলংঘাটঃ দৰং জিলাৰ পশ্চিম প্ৰান্তত অৱস্থিত একমাত্র উচ্চ শিক্ষানুষ্ঠান দেওমৰনৈ স্নাতক মহাবিদ্যালয়ত অসমীয়া বিভাগৰ উদ্যোগত আজি মহাবিদ্যালয়ৰ প্ৰেক্ষাগৃহত আধুনিক সমাজ আৰু লোক সংস্কৃতি শীৰ্ষক আলোচনা চক্ৰ অনুষ্ঠিত হয়।,"দেওমৰনৈত ""আধুনিক সমাজ আৰু লোক সংস্কৃতি"" শীৰ্ষক আলোচনা চক্ৰ",</s>,0.0,0.0,0.0,0.0,[0.5352993011474609],[0.5073644518852234],[0.5209576487541199]
নগাঁও জিলাৰ চামগুৰি আৰক্ষী থানাৰ অন্তৰ্গত চামগুৰি তিনি আলিত আজি সংঘটিত এক পথ দুৰ্ঘটনাত এগৰাকী শিক্ষক নিহত হোৱাৰ লগতে এজন বাইক আৰোহী আঘাত প্ৰাপ্ত হয়।,পথ দুৰ্ঘটনাই প্ৰাণ কাঢ়ি নিলে এগৰাকী শিক্ষকৰ, আজকে সন্ধ্যায় আলিত আৰক্ষী থানার অন্তর্গত চামগুৰি আৰক্ষী থানার অন্তৰ্গত চামগুৰি আৰক্ষী থানার অন্তর্গত</s>,0.0,0.0,0.0,0.0,[0.5647577047348022],[0.629101037979126],[0.595195472240448]
গেলেকী আৰক্ষী থানাৰ ভাৰপ্ৰাপ্ত বিষয়া দ্বীপেন ছেত্ৰীৰ নেতৃত্বত আজি নাগালেণ্ডত আন্তঃৰাষ্ট্ৰীয় গাড়ী চোৰৰ বিৰুদ্ধ চলোৱা অভিযানত হাবিৰ মাজৰ পৰা এখন চুৰি টাটা চুমু গাড়ী উদ্ধাৰ কৰা হয়।,শিৱসাগৰ আৰক্ষীয়ে নাগালেণ্ডত উদ্ধাৰ কৰিলে গুৱাহাটীৰ পৰা চুৰি হোৱা গাড়ী, টাটা চুমু</s>,0.0,0.0,0.0,0.0,[0.658596396446228],[0.6202898025512695],[0.6388694047927856]
মাৰ্ঘেৰিটাঃ তিনিচুকীয়া জিলাৰ মাৰ্ঘেৰিটা আৰক্ষী থানাৰ অন্তৰ্গত বৰগোলাইত ৰন্টিক্স নামৰ ব্যক্তিগত চিকিৎসা প্ৰতিষ্ঠানটোৰ সন্মুখত শুকুৰবাৰে নিশাৰ ভাগত এক দুৰ্ঘটনা সংঘটিত হয়।,"মাৰ্ঘেৰিটাত শিহৰণকাৰী দুৰ্ঘটনা, এজন নিহত"," দুৰ্ঘটনা সংঘটিত হৈছিল ৬ জুলাই, ২০১৩। মাৰ্ঘেৰিটাঃ তিনিচুকীয়া জিলাৰ মাৰ্ঘেৰিটা আৰক্ষী থানাৰ অন্তৰ্গত বৰগোলাইত ৰন্টিক্স নামৰ ব্যক্তিগত চিকিৎসা প্ৰতিষ্ঠানটোৰ সন্মুখত শুকুৰবাৰে নিশাৰ ভাগত এক দুৰ্ঘটনা সংঘটিত হয়। দুৰ্ঘটনা সংঘটিত হৈছিল ৬ জুলাই, ২০১৩।</s>",0.0,0.0,0.0,0.0,[0.6347941160202026],[0.7282295823097229],[0.6783093214035034]
উচ্চতম ন্যায়ালয়ে সোমবাৰে এছ চি/এছ টি সংশোধনী আইন ২০১৮ৰ সাংবিধানিক বৈধতা অক্ষুন্ন ৰাখে।,এছ চি/এছ টি সংশোধনী আইনৰ সাংবিধানিক বৈধতাক উচ্চতম ন্যায়ালয়ৰ অনুমোদন, এছ চি/এছ টি সংশোধনী আইন ২০১৮-এর সাংবিধানিক বৈধতা অক্ষুন্ন রাখে</s>,0.5,0.3333333333333333,0.5,0.5,[0.8217736482620239],[0.825983464717865],[0.8238732218742371]
