Source,Target,Prediction,Rouge1,Rouge2,RougeL,RougeLsum,Precision,Recall,F1
सरकार ने मंगलवार को इस बात से स्पष्ट तौर पर इनकार किया है कि चलन से बाहर हो चुके और जनता के पास बचे 500 एवं 1000 रुपए के नोटों को वापस लेने पर विचार कर रही है।,"बंद हो चुके 500 और 1000 रुपए के नोटों को अब वापस नहीं लेगी सरकार, नए नोटों के जल्द खराब होने से किया इनकार",चलन से बाहर हो चुके 500 और 1000 रुपए के नोट वापस लेने पर विचार कर रही है,0.42857142857142855,0.3,0.380952380952381,0.380952380952381,[0.8229826092720032],[0.780158519744873],[0.8009986281394958]
पूर्व क्रिकेटर सचिन तेंदुलकर ने बांग्लादेश के खिलाफ होने वाले भारतीय टीम के पहले डे-नाइट टेस्ट को क्रिकेट के लिए एक अच्छा कदम बताया।,"  सचिन ने डे-नाइट टेस्ट को क्रिकेट के लिए अच्छा कदम बताया, बोले- ओस का असर दिखाई दे सकता है","सचिन तेंदुलकर ने डे-नाइट टेस्ट को बताया क्रिकेट के लिए अच्छा कदम, कहा- यह",0.5454545454545454,0.3870967741935484,0.5454545454545454,0.5454545454545454,[0.8793009519577026],[0.8442140221595764],[0.861400306224823]
आपके द्वारा खाएं हुए खाना आपके पेट संबंधी समस्या तो देती है।,"2018: भूलकर भी न करें इन चीजों का सेवन, लीवर हो जाएगा डैमेज",भूलकर भी न खाएं खाएं हुए खाने से हो सकती है पेट संबंधी समस्या,0.29629629629629634,0.16,0.29629629629629634,0.29629629629629634,[0.6999704837799072],[0.6793549060821533],[0.6895086169242859]
आज शाम बुध ग्रह मीन राशि से मेष राशि पर प्रवेश करेगा जिसका असर राशि के जातकों पर पड़ेगा।,"3 मई राशिफलः शुक्रवार को बुध कर रहा है राशिपरिवर्तन, इस राशि के जातक रहें संभलकर","आज शाम बुध ग्रह मीन राशि से मेष राशि में प्रवेश करेगा, इन राशियों पर पड़ेगा",0.125,0.0,0.125,0.125,[0.7459019422531128],[0.6958773136138916],[0.7200218439102173]
लेग स्पिनर ईश सोढी भारत के खिलाफ आगामी एकदिवसीय और टी-20 श्रंखला में चोटिल टोड एश्ले की जगह लेंगे।,"न्यूजीलैंड न्यूज़ीलैंड को झटका, एश्ले हुए चोटिल, सोढी लेंगे उनका स्थान",भारत के खिलाफ एकदिवसीय और टी-20 श्रंखला में चोटिल टोड एश्ले,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,[0.6642960906028748],[0.6810500621795654],[0.6725687384605408]
जियो के शुल्क प्लानों के वर्तमान दूरसंचार कंपनियों पर असर को लेकर विश्लेषकों की राय अलग-अलग हैं।,मौजूदा कंपनियों के मुनाफे पर मार!,जियो के शुल्क प्लानों पर विश्लेषकों की राय अलग,0.26666666666666666,0.0,0.26666666666666666,0.26666666666666666,[0.7155821323394775],[0.7188121676445007],[0.7171934843063354]
रेल बजट में 12 वीं पंचवर्षीय योजना के दौरान 7.35 लाख करोड़ निवेश प्रस्तावति है।,एसएमई को मिलेगा बड़ा कारोबार,रेल बजट में 7.35 लाख करोड़ निवेश का प्रस्ताव,0.0,0.0,0.0,0.0,[0.6629632115364075],[0.6916573643684387],[0.6770063638687134]
मंदी के कारण बीमार पड़े उद्योगों को बचाने के लिए दुनिया भर की सरकारों ने बेलआउट के नाम पर अच्छी खासी रकम खर्च की है।,मंदी से बचने में खप रही है भारतीय जीडीपी की दस गुना रकम,बीमार उद्योगों को बचाने के लिए बेलआउट के नाम पर करोड़ों खर्च,0.0,0.0,0.0,0.0,[0.7095526456832886],[0.7024167776107788],[0.7059666514396667]
संयुक्त राष्ट्र में उत्तर कोरिया के उपराजदूत का कहना है कि अमेरिका की सैन्य कार्रवाई और पाबंदियों की धमकी देकर उसके परमाणु हथियार कार्यक्रम को त्यागने पर मजबूर करने की कोशिश दूर की कौड़ी साबित होगी।,'उत्तर कोरिया को परमाणु कार्यक्रम छोड़ने के लिए मजबूर नहीं कर पाएगा अमेरिका',उत्तर कोरिया को परमाणु हथियार कार्यक्रम त्यागने पर मजबूर करने की कोशिश दूर की कौड़ीः,0.3571428571428571,0.15384615384615383,0.3571428571428571,0.3571428571428571,[0.7985238432884216],[0.8181589841842651],[0.808222234249115]
मायके आई  20 वर्षीय एक विवाहित युवती से उसके मुंहबोले चाचा ने चाकू की नोक पर दुष्कर्म किया और उसका वीडियो बनाकर ससुराल भेज दिया।,"  मुंहबोले चाचा ने चाकू की नोंक पर किया दुष्कर्म, वीडियो बनाकर युवती की ससुराल भेजा","मुंहबोले चाचा ने युवती से किया दुष्कर्म, वीडियो बनाकर ससुराल भेजा",0.7692307692307692,0.5,0.6923076923076923,0.6923076923076923,[0.9610516428947449],[0.9191797971725464],[0.9396495223045349]
मुकेश अंबानी की कम्पनी जियो के ग्राहकों को दूसरी कंपनी के नेटवर्क पर कॉल करने पर अब 6 पैसे प्रति मिनट चुकाने पड़ेंगे।,"  10 अक्टूबर से लगेगा 6 पैसे प्रति मिनट शुल्क, जियो ग्राहकों को क्यों लेना होगा टॉप अप वाउचर ? 5 सवाल-जवाब से समझें",दूसरे नेटवर्क पर कॉल करने पर अब चुकाने पड़ेंगे 6 पैसे प्रति मिनट,0.2222222222222222,0.1764705882352941,0.2222222222222222,0.2222222222222222,[0.7501338720321655],[0.6913696527481079],[0.7195539474487305]
अगर आपको ऐसा लगता है कि मध्य प्रदेश के दो शहरों भोपाल और इंदौर में होटलों में ठहरना बहुत महंगा है तो कुछ दिन इंतजार कीजिए।,होटल महंगा तो पेइंग गेस्ट ही अच्छा,भोपाल और इंदौर में ठहरना हुआ महंगा,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,[0.7095015645027161],[0.6946135759353638],[0.7019786238670349]
नई दिल्लीः दिल्ली डेयरडेविल्स ने शुरुआती झटकों से उबरते हुए शनिवार को फिरोजशाह कोटला मैदान पर जारी इंडियन प्रीमियर लीग के 26वें मैच में कोलकाता नाइट राइर्ड्स के सामने 187 रनों का लक्ष्य रखा है।,"नायर, बिलिंग्स, ब्रैथवेट की बदौलत दिल्ली ने बनाए 186 रन",दिल्ली ने कोलकाता के सामने रखा 187 रनों का लक्ष्य,0.20000000000000004,0.1111111111111111,0.20000000000000004,0.20000000000000004,[0.7656572461128235],[0.6885932087898254],[0.7250833511352539]
फैसले के बाद एक ओर सलमान के परिवार ने राहत की सांस ली तो वहीं दूसरी ओर जोधपुर से लेकर मुंबई तक सलमान के फैन्स जश्न में डूब गए... जोधपुरः करीब 48 घंटे तक जेल में रहने के बाद आखिरकार बॉलीवुड का सुल्तान जोधपुर जेल से रिहा हो गया है।,"जोधपुर जेल से बाहर निकले सलमान खान, देखिए रिहाई की तस्वीरें","सलमान खान की रिहाई का जश्न, 48 घंटे जेल में रहने के बाद आखिरकार जेल से रिहा",0.35714285714285715,0.07692307692307693,0.14285714285714285,0.14285714285714285,[0.7619621157646179],[0.7584317922592163],[0.76019287109375]
नए कोच डब्ल्यूवी. रमन के मार्गदर्शन में भारतीय टीम इस सीरीज में विवाद को पीछे छोड़ नई शुरुआत करना चाहेगी।,महिला क्रिकेटः भारत ने न्यूजीलैंड के खिलाफ टॉस जीतकर पहले गेंदबाजी का फैसला किया,नए कोच के मार्गदर्शन में टीम इंडिया करेगी नई शुरुआत,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,[0.642620325088501],[0.6005567908287048],[0.6208769083023071]
"खनन क्षेत्र की दिग्गज कंपनी वेदांता का जुलाई-सितंबर तिमाही का जस्ता, तांबा और एल्युमीनियम उत्पादन तकनीकी गड़बड़ी, बिजली कटौती की वजह से प्रभावित हुआ है।","तकनीकी गड़बड़ी, बिजली कटौती से वेदांता का धातु उत्पादन प्रभावित",बिजली कटौती से वेदांता का उत्पादन प्रभावित,0.8235294117647058,0.6666666666666667,0.8235294117647058,0.8235294117647058,[0.9530187845230103],[0.8645474314689636],[0.9066299796104431]
बीसीसीआई अध्यक्ष सौरव गांगुली ने दिन-रात्रि टेस्ट के लिये बांग्लादेश क्रिकेट बोर्ड को सहमत कर लिया जिससे दोनों देश 22 से 26 नवंबर तक पहला टेस्ट मैच खेलेंगे।,"डे-नाईट टेस्ट मैच और गुलाबी गेंद से पुजारा को नही है कोई समस्या, दिया ये बड़ा बयान","सौरव गांगुली ने दिन-रात्रि टेस्ट के लिये बांग्लादेश क्रिकेट बोर्ड को सहमत किया, 22 नवंबर",0.125,0.0,0.125,0.125,[0.6817540526390076],[0.6830834150314331],[0.6824181079864502]
हाल ही में नासा को एक बड़ी सफलता हासिल हुई है।,नासा ने ढूंढ़ा पृथ्वी के जैसा एक और सौर मंडल,अमेरिका में नासा को मिली बड़ी सफलता,0.11764705882352941,0.0,0.11764705882352941,0.11764705882352941,[0.7451397776603699],[0.6946039199829102],[0.7189849019050598]
"महंगा डीजल सिर्फ हैदराबाद में ही नहीं है बल्कि केरल की राजधानी त्रिवेंद्रम में भी इसका भाव 69 रुपए के करीब पहुंच गया है, गुरुवार को त्रिवेंद्रम में डीजल का दाम 68.96 रुपए प्रति लीटर हो गया है।","डीजल का दाम 69 रुपए के भी पार, कीमतें घटने को लेकर सिर्फ बजट से उम्मीद","केरल में महंगा डीजल 69 रुपए के करीब, पेट्रोल की कीमत 68.96 रुपए प्रति",0.26666666666666666,0.14285714285714288,0.26666666666666666,0.26666666666666666,[0.7751235365867615],[0.7358827590942383],[0.7549936175346375]
दिल्ली मुंबई औद्योगिक गलियारा विकास निगम (डीएमआईसी) और महाराष्ट्र सरकार द्वारा गठित विशेष कंपनी (एसपीवी) की बैठक शुक्रवार को नागपुर में होगी।,नागपुर में आज डीएमआईसी की होगी समीक्षा,"औद्योगिक गलियारे पर डीएमआईसी,एसपीवी की बैठक आज",0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,[0.7688836455345154],[0.7996854186058044],[0.7839821577072144]
"पटनाः भारतीय जनता पार्टी (भाजपा) के अध्यक्ष अमित शाह ने यहां शुक्रवार को कहा कि बिहार विधानसभा चुनाव के बाद मुख्यमंत्री नीतीश कुमार और राष्ट्रीय जनता दल (राजद) अध्यक्ष लालू प्रसाद का राजनीतिक अस्तित्व खत्म चुनाव के बाद लालू, नीतीश का अस्तित्व खत्म हो जाएगाः शाह पटनाः भारतीय जनता पार्टी ( भाजपा ) के अध्यक्ष अमित शाह ने यहां शुक्रवार को कहा कि बिहार विधानसभा चुनाव के बाद मुख्यमंत्री नीतीश कुमार और राष्ट्रीय जनता दल (राजद) अध्यक्ष लालू प्रसाद का राजनीतिक अस्तित्व खत्म हो जाएगा।","चुनाव के बाद लालू, नीतीश का राजनीतिक अस्तित्व खत्म हो जाएगाः शाह","चुनाव के बाद लालू, नीतीश का अस्तित्व खत्म हो जाएगाः शाह",0.9565217391304348,0.8571428571428572,0.9565217391304348,0.9565217391304348,[0.9903389811515808],[0.980898380279541],[0.9855960607528687]
नई दिल्लीः कोलकाता के ईडन गार्डन में फाइनल मैच में वेस्टइंडीज की जीत की हीरो बने मार्लोन सैमुएल्स ने मैच के बाद हुई प्रेस कॉन्फ्रेंस में असभ्यता का परिचय दिया।,जीत के नशे में सैमुएल्स ने की प्रेस कॉन्फ्रेंस में बदतमीजी,सैमुएल्स ने मैच के बाद किया असभ्यता का परिचय,0.3,0.11111111111111112,0.19999999999999998,0.19999999999999998,[0.7941834926605225],[0.7651677131652832],[0.7794055938720703]
ग्रेटर नोएडा स्थित सेक्टर 142 के पास एक मैदान में 150 से ज़्यादा झुग्गियां थी जो एक घंटे के भीतर जल कर राख ही गयी।,ग्रेटर नोएडा में भीषण आग में 150 से ज़्यादा झुग्गियां जलकर ख़ाक,ग्रेटर नोएडाः मैदान में लगी 150 झुग्गियां एक घंटे में जलकर राख,0.5,0.0,0.4166666666666667,0.4166666666666667,[0.8388596773147583],[0.8416416049003601],[0.8402484059333801]
बोआई के सीजन में किसानों के सामने खाद को लेकर होने वाली दिक्कतों के मद्देनजर अब उत्तर प्रदेश सरकार ने खाद का बफर स्टॉक रखने का फैसला किया है।,यूपी में अब भरे रहेंगे खाद के भंडार,उप्र में खाद का बफर स्टॉक,0.28571428571428575,0.0,0.28571428571428575,0.28571428571428575,[0.782991349697113],[0.762342631816864],[0.7725290060043335]
स्वास्थ्य मंत्री के सलाहकार शरीफ वादी ने बताया कि हताहतों की संख्या बढ़ सकती है।,"मिस्र में दो ट्रेनों की टक्कर में 41 मरे, करीब 180 घायल","स्वास्थ्य मंत्री के सलाहकार ने बताया, बढ़ सकती है हताहतों की संख्या",0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,[0.6444066762924194],[0.647826075553894],[0.6461118459701538]
बस्तर दशहरा की सबसे महत्वपूर्ण रस्म मावली परघाव सोमवार को पूरी हुई।,"  माईजी की डोली आई, स्वागत को जुटी भीड़, बारिश से माहौल फीका",बस्तर दशहरा की रस्म हुई पूरी,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,[0.6996666789054871],[0.6913594603538513],[0.6954882740974426]
सर दुनिया में दिल के रोगों के बाद मौत का दूसरा सबसे बड़ा कारण है।,"ऐसे देशों में सबसे ज्यादा कैंसर होने का खतरा, रहें सतर्क",दिल के रोगों के बाद मौत का दूसरा सबसे बड़ा कारण है सर,0.16666666666666669,0.0,0.08333333333333334,0.08333333333333334,[0.7162602543830872],[0.7067314386367798],[0.7114639282226562]
"के मुताबिक जिन 8 तरह के खातों पर न्यूनतम मासिक बैलेंस की शर्त नहीं लगती है वहीं इस तरह से हैं, फाइनेशियल इनक्लूजन खाते, नो फ्रिल खाते, सेलरी पैकेज खाते, बेसिक सेविंग बैंक डिपॉजिट खाते, छोटे खाते, पहला कदम या पहली उड़ान खाते, 18 वर्ष से कम आयूवर्ग के ग्राहकों के खाते और पेंशनर्स के खाते।","खाते में कम पैसे रखने वालों से बैंक ने काटा जुर्माना, 8 महीने में 1771 करोड़ रुपए किए इकट्ठे",के मुताबिक 8 तरह के खातों पर न्यूनतम मासिक बैलेंस की शर्त नहीं,0.0625,0.0,0.0625,0.0625,[0.65938800573349],[0.6587696075439453],[0.6590785980224609]
इंडियन ऑयल कॉर्पोरेशन (आईओसी) हल्दिया पेट्रोकेमिकल्स (एचपीएल) में पश्चिम बंगाल सरकार की 40 प्रतिशत हिस्सेदारी खरीदने से परहेज कर सकती है।,आईओसी नहीं खरीदेगी एचपीएल में हिस्सेदारी!,हल्दिया पेट्रोकेमिकल्स में हिस्सेदारी नहीं खरीदेगी आईओसी,0.6153846153846153,0.1818181818181818,0.30769230769230765,0.30769230769230765,[0.8115298748016357],[0.8502720594406128],[0.8304493427276611]
राखी सावंत एक बार फिर अपने बयानों को लेकर चर्चा में हैं और इस बार उनके निशाने पर सेंसर बोर्ड और सनी लियोनी की फिल्म 'मस्तीजादे' है।,सेंसर बोर्ड सनी लियोनी पर हुआ नरम तो राखी सावंत का मिजाज हुआ गरम,"सेंसर बोर्ड सनी लियोनी की फिल्म 'मस्तीजादे' को लेकर चिंतित, राखी",0.4,0.2608695652173913,0.4,0.4,[0.7576478123664856],[0.7507652044296265],[0.7541907429695129]
"सी. ए. राघवन ने गीता से मुलाकात की थी, जहां वह पिछले 15 साल से गलती से पाकिस्तान की सीमा में चले जाने के बाद रह रही है।",गीता को वापस लाने की प्रक्रिया जारीः सुषमा स्वराज,"पाक में फंसे राघवन ने की थी गीता से मुलाकात, कहा- पिछले 15 साल से",0.16666666666666669,0.0,0.08333333333333334,0.08333333333333334,[0.6751041412353516],[0.6956264972686768],[0.6852116584777832]
महानायक अमिताभ बच्चन और अभिनेत्री तापसी पन्नू शनिवार को राष्ट्रपति प्रणब मुखर्जी के साथ फिल्म 'पिंक' देखेंगे।,"राष्ट्रपति के साथ 'पिंक' देखेंगे अमिताभ, तापसी",राष्ट्रपति प्रणब मुखर्जी के साथ फिल्म 'पिंक' देखेंगे अमिताभ और तापसी,0.6666666666666665,0.25,0.6666666666666665,0.6666666666666665,[0.8085428476333618],[0.9098955988883972],[0.8562303781509399]
"राष्ट्रीय कृषि और ग्रामीण विकास बैंक (नाबार्ड) की ओर से हिमाचल सरकार को आर्थिक मदद दी जाएगी, जिससे आर्थिक संकटग्रस्ट से जुझ रही सरकार को सहारा मिल सके।","  आर्थिक संकट से जूझ रही जयराम सरकार को राहत, नाबार्ड देगा 1400 करोड़ की अतिरिक्त मदद",नाबार्ड देगा हिमाचल सरकार को मदद,0.45454545454545453,0.2,0.2727272727272727,0.2727272727272727,[0.8166468143463135],[0.731510579586029],[0.7717377543449402]
केंद्रीय मंत्री रविशंकर प्रसाद ने गुरुवार को अपने आवास पर आयुष्मान भारत योजना के लाभार्थियों से मुलाकात की और उनके अच्छे स्वास्थ्य की कामना की।,"  50 करोड़ लोग लाभ लेंगे, शेष लोगों को भी शामिल करने की तैयारीः रविशंकर","आयुष्मान भारत योजना के लाभार्थियों से मिले रविशंकर प्रसाद, अच्छे स्वास्थ्य की कामना की",0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,[0.6801841259002686],[0.6898166537284851],[0.684966504573822]
बड़ी जमा पर निर्भरता घटाने की सरकारी ताकीद के बाद सार्वजनिक क्षेत्र के बैंकों को अगली कुछ तिमाहियों में करीब 3 लाख करोड़ रुपये की जमा कम करनी पड़ सकती है।,बड़ी जमाओं पर निर्भरता होगी कम,बैंकों को करनी पड़ सकती है 3 लाख करोड़ रुपये की जमा कम,0.10526315789473684,0.0,0.10526315789473684,0.10526315789473684,[0.7074775695800781],[0.7191347479820251],[0.7132585048675537]
शहरीकरण और आधुनिक रिटेल के विकास की पृष्ठभूमि में पारंपरिक किराना दुकानों की मदद करने के लिए उत्तर प्रदेश के मुख्यमंत्री योगी आदित्यनाथ ने राज्य में छोटी दुकानों पर संपत्ति कर में करीब 70 फीसदी तक की कमी की है।,छोटी दुकानों पर संपत्ति कर 70 प्रतिशत तक कम,योगी ने किराना दुकानों पर संपत्ति कर घटाया,0.47058823529411764,0.39999999999999997,0.47058823529411764,0.47058823529411764,[0.8015996217727661],[0.8128931522369385],[0.8072068691253662]
टीवी होस्ट स्टीव हार्वे का कहना है कि उन्हें ऑस्कर की मेजबानी में दिलचस्पी नहीं है।,"ऑस्कर होस्ट करना नहीं चाहते स्टीव हार्वे, जानिए क्या है वजह",ऑस्कर की मेजबानी में कोई दिलचस्पी नहींः स्टीव हार्वे,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,[0.7403979301452637],[0.7326534986495972],[0.736505389213562]
सुपरस्पोर्ट की पिच उड़ाएगी टीम इंडिया के होशः 13 जनवरी से सेंचूरियन में खेला जाने वाला दूसरा टेस्ट सीरीज में बने रहने के लिहाज से भारत के लिए बेहद ही अहम है।,"टीम इंडिया के लिए अब सिरीज़ जीतना मुश्किल ही नहीं, नामुमकिन हैः वीरेंद्र सहवाग",सुपरस्पोर्ट की पिच उड़ाएगी टीम इंडिया,0.2,0.1111111111111111,0.2,0.2,[0.7015221118927002],[0.6601974368095398],[0.6802327036857605]
बीसीसीआई लोकपाल पद पर पूर्व जस्टिस डीके जैन की नियुक्ति होते ही एमपीसीए सदस्य व क्रिकेट के व्हिसल ब्लोअर कहे जा रहे संजीव गुप्ता ने पश्चिम बंगाल क्रिकेट के प्रमुख सौरव गांगुली की पहली शिकायत की थी।,"  इंदौर के एमपीसीए सदस्य गुप्ता की शिकायत से उलझी क्रिकेट की त्रिमूर्ति तेंदुलकर, गांगुली, लक्ष्मण",सौरव गांगुली की शिकायत पर बीसीसीआई लोकपाल ने की थी कार्रवाई,0.23076923076923075,0.08333333333333333,0.23076923076923075,0.23076923076923075,[0.7596263885498047],[0.7236754298210144],[0.7412152290344238]
"भले ही अमेरिका और यूरोप जैसे पारंपरिक बाजारों से मांग में गिरावट के चलते 2012-13 में देश के व्यापारिक निर्यातक की स्थिति खराब रही, लेकिन उद्योग और विशेषज्ञों को भरोसा है कि इस वित्त वर्ष में स्थिति उतनी खराब नहीं रहेगी।",नए बाजारों के सहारे निर्यात को मिलेगा दम,व्यापारिक निर्यातकों को भरोसा,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,[0.7767057418823242],[0.7377926707267761],[0.7567492723464966]
सिखों के दसवें गुरु के जन्म स्थान तख्त हरमंदिर पटना साहिब में यहां शुक्रवार को गुरु गोविंद सिंह का 352 वां प्रकाश पर्व शुरू हो गया।,तख्त हरमंदिर पटना साहिब में गुरु गोविंद सिंह का 352 वां प्रकाश पर्व शुरू,पटना साहिब के तख्त हरमंदिर में गुरु गोविंद सिंह का प्रकाश पर्व शुरू,0.888888888888889,0.64,0.7407407407407408,0.7407407407407408,[0.9160707592964172],[0.8882883191108704],[0.9019656181335449]
