Source,Target,Prediction,Rouge1,Rouge2,RougeL,RougeLsum,Precision,Recall,F1
जस्टिस अरुण मिश्रा ने पंजाब के चीफ सेक्रेटरी से पूछा कि क्या अभी भी पंजाब में पराली जलाई जा रही है?,"प्रदूषित दिल्ली नरक से भी बदतर, इस मुद्दे पर हो रहा राजनीतिकरणः सुप्रीम कोर्ट", पंजाब के मुख्यमंत्री कैप्टन अमरिंदर सिंह ने कहा कि अभी भी पंजाब में पराली जलाई जा रही है</s>,0.0625,0.0,0.0625,0.0625,[0.6201087236404419],[0.6334414482116699],[0.6267041563987732]
अमेरिकी सिंगर अरियाना ग्रांडे का नया म्यूजिक एल्बम 'थैंक यू नेक्स्ट' रिलीज हो गया है।,"अरियाना ग्रांडे का नया गाना रिलीज, सोशल मीडिया पर वायरल",</s>,0.0,0.0,0.0,0.0,[0.5024261474609375],[0.5231432914733887],[0.5125754475593567]
"रिपोर्ट्स के मुताबिक, केमिकल इंडस्ट्रियल पार्क में स्थित एक फैक्ट्री में आग लगने के बाद गुरुवार को करीब अपरान्ह 2.48 विस्फोट बजे हुआ।","चीनः तेज रफ्तार कार ने 6 लोगों को रौंदा, पुलिस ने ड्राइवर को मारी गोली",</s>,0.0,0.0,0.0,0.0,[0.5129168033599854],[0.5327683687210083],[0.522654116153717]
सरकारी विमानन कंपनी एयर इंडिया में पायलटों की हड़ताल के कारण दूसरी विमानन कंपनियों द्वारा हवाई किराया बढ़ाने का मामला अब भारतीय प्रतिस्पर्धा आयोग (सीसीआई) के दर पर पहुंच गया है।,हवाई किराया बढ़ाने का मामला अब भारतीय प्रतिस्पर्धा आयोग के दर पर पहुंच गया है, एयर इंडिया ने अपनी दूसरी विमानन कंपनियों को हवाई किराया बढ़ाने का मामला उठाया है। एयर इंडिया ने अपनी दूसरी विमानन कंपनियों को हवाई किराया बढ़ाने का मामला उठाया है</s>,0.2222222222222222,0.18604651162790697,0.2222222222222222,0.2222222222222222,[0.6801997423171997],[0.6928974390029907],[0.6864898800849915]
सरकार ने मंगलवार को इस बात से स्पष्ट तौर पर इनकार किया है कि चलन से बाहर हो चुके और जनता के पास बचे 500 एवं 1000 रुपए के नोटों को वापस लेने पर विचार कर रही है।,"बंद हो चुके 500 और 1000 रुपए के नोटों को अब वापस नहीं लेगी सरकार, नए नोटों के जल्द खराब होने से किया इनकार", सरकार ने कहा कि नोटों को वापस लेने पर विचार किया जा रहा है। सरकार ने कहा कि नोटों को वापस लेने पर विचार किया जा रहा है।</s>,0.1923076923076923,0.039999999999999994,0.1923076923076923,0.1923076923076923,[0.6614399552345276],[0.6600257754325867],[0.660732090473175]
पूर्व क्रिकेटर सचिन तेंदुलकर ने बांग्लादेश के खिलाफ होने वाले भारतीय टीम के पहले डे-नाइट टेस्ट को क्रिकेट के लिए एक अच्छा कदम बताया।,"  सचिन ने डे-नाइट टेस्ट को क्रिकेट के लिए अच्छा कदम बताया, बोले- ओस का असर दिखाई दे सकता है", सचिन तेंदुलकर ने कहा कि भारत के लिए पहला टेस्ट मैच अच्छा है</s>,0.37499999999999994,0.06666666666666667,0.3125,0.3125,[0.7418370246887207],[0.7125168442726135],[0.7268813848495483]
आपके द्वारा खाएं हुए खाना आपके पेट संबंधी समस्या तो देती है।,"2018: भूलकर भी न करें इन चीजों का सेवन, लीवर हो जाएगा डैमेज"," However, your food does not contain enough nutrients to support your digestive system. Your body needs to absorb nutrients from your food. Your body needs to absorb nutrients from your food.</s>",0.0,0.0,0.0,0.0,[0.572443425655365],[0.5840185284614563],[0.578173041343689]
आज शाम बुध ग्रह मीन राशि से मेष राशि पर प्रवेश करेगा जिसका असर राशि के जातकों पर पड़ेगा।,"3 मई राशिफलः शुक्रवार को बुध कर रहा है राशिपरिवर्तन, इस राशि के जातक रहें संभलकर", बुध ग्रह मीन राशि से मेष राशि पर प्रवेश करेगा जिसका असर राशि के जातकों पर पड़ेगा।</s>,0.1818181818181818,0.06451612903225808,0.1818181818181818,0.1818181818181818,[0.7138718962669373],[0.6976218223571777],[0.7056532502174377]
लेग स्पिनर ईश सोढी भारत के खिलाफ आगामी एकदिवसीय और टी-20 श्रंखला में चोटिल टोड एश्ले की जगह लेंगे।,"न्यूजीलैंड न्यूज़ीलैंड को झटका, एश्ले हुए चोटिल, सोढी लेंगे उनका स्थान", ईश सोढी भारत के खिलाफ आगामी एकदिवसीय और टी-20 श्रंखला में चोटिल टोड एश्ले की जगह लेंगे।</s>,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,[0.6483741402626038],[0.6977285146713257],[0.6721464991569519]
जियो के शुल्क प्लानों के वर्तमान दूरसंचार कंपनियों पर असर को लेकर विश्लेषकों की राय अलग-अलग हैं।,मौजूदा कंपनियों के मुनाफे पर मार!, विश्लेषकों का मानना है कि कंपनी के शुल्क प्लानों पर असर को लेकर कंपनी की राय अलग है।</s>,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,[0.6692615151405334],[0.7195223569869995],[0.6934824585914612]
रेल बजट में 12 वीं पंचवर्षीय योजना के दौरान 7.35 लाख करोड़ निवेश प्रस्तावति है।,एसएमई को मिलेगा बड़ा कारोबार, बजट में कुल निवेश की राशि 5.5 लाख करोड़ रुपए है। बजट में कुल निवेश की राशि 5.5 लाख करोड़ रुपए है।</s>,0.0,0.0,0.0,0.0,[0.536935567855835],[0.5946958065032959],[0.5643416047096252]
मंदी के कारण बीमार पड़े उद्योगों को बचाने के लिए दुनिया भर की सरकारों ने बेलआउट के नाम पर अच्छी खासी रकम खर्च की है।,मंदी से बचने में खप रही है भारतीय जीडीपी की दस गुना रकम, बेलआउट के कारण दुनिया भर के उद्योगों को भारी नुकसान उठाना पड़ा है। बेलआउट के कारण दुनिया भर के उद्योगों को भारी नुकसान उठाना पड़ा है।</s>,0.0,0.0,0.0,0.0,[0.5643061995506287],[0.5942226648330688],[0.5788782238960266]
