Source,Prediction,Target,Rouge1,Rouge2,RougeL,RougeLsum,Precision,Recall,F1
"কৌতুক - হেমন্ত মাধব নাথ শইকীয়ানী বাইদেউৰ ড্ৰয়িংৰুমৰ আড্ডাৰ কিয়দাংশ  -  -  - - শইকীয়ানী  -  বাইদেউ , আপোনালোকৰ প্ৰিন্সৰ পঢ়া শুনা কেনে চলিছে ?","কৌতুক - হেমন্ত মাধব নাথ শইকীয়ানী বাইদেউৰ ড্ৰয়িংৰুমৰ আড্ডাৰ কিয়দাংশ - - - - শইকীয়ানী - বাইদেউ , আপোনালোকৰ প্ৰিন্সৰ পঢ়া শুনা কেনে চলিছে ?",কৌতুক - হেমন্ত মাধব নাথ - ফটাঢোল,0.375,0.26666666666666666,0.375,0.375,[0.6268373131752014],[0.82247394323349],[0.711451530456543]
নলবাৰীঃ নলবাৰীৰ বৰক্ষেত্ৰী সমষ্টিৰ কামাৰকুছিত শনিবাৰে কংগ্ৰেছৰ এখন এখন সভাত অনুষ্ঠিত হয়৷ নলবাৰী জিলা কংগ্ৰেছৰ সভাপতি দিগন্ত বৰ্মনৰ সভাপতিত্বত অনুষ্ঠিত সভাত বিৰোধী দলপতি দেৱব্ৰত শইকীয়াই উপস্থিত থাকি বিজেপিক তীব্ৰ সমালোচনা কৰে৷ কেন্দ্ৰই উত্তৰ পূৰ্বাঞ্চলক বিশেষ মৰ্যদা পূৰ্ণ ৰাজ্য হিচাপে স্বীকৃতি দিয়াৰ বাবেই বিশেষ সহায় কৰি আহিছিল বুলি কয়।,নলবাৰীঃ নলবাৰীৰ বৰক্ষেত্ৰী সমষ্টিৰ কামাৰকুছিত শনিবাৰে কংগ্ৰেছৰ এখন এখন সভাত অনুষ্ঠিত হয়৷ নলবাৰী জিলা কংগ্ৰেছৰ সভাপতি দিগন্ত বৰ্মনৰ সভাপতিত্বত অনুষ্ঠিত সভাত বিৰোধী দলপতি দেৱব্ৰত শইকীয়াই উপস্থিত থাকি বিজেপিক তীব্ৰ সমালোচনা কৰে৷ কেন্দ্ৰই উত্তৰ পূৰ্বাঞ্চলক বিশেষ মৰ্যদা পূৰ্ণ ৰাজ্য হিচাপে স্বীকৃতি দিয়াৰ বাবেই বিশেষ সহায় কৰি আহিছিল বুলি কয়।,"কামাৰকুছিত কংগ্ৰেছৰ সভা, দুটা বছৰত বান সাহায্যৰ নামত একো নিদিলে",0.06896551724137931,0.0,0.06896551724137931,0.06896551724137931,[0.6588016152381897],[0.7435011267662048],[0.6985934376716614]
নলবাৰীঃ ৰাজ্যৰ বিভিন্ন ঠাইৰ লগতে নলবাৰী জিলাৰ বিভিন্ন ঠাইত দেওবাৰে ড০ ভূপেন হাজৰিকাক স্মৰণ কৰে।,নলবাৰীঃ ৰাজ্যৰ বিভিন্ন ঠাইৰ লগতে নলবাৰী জিলাৰ বিভিন্ন ঠাইত দেওবাৰে ড০ ভূপেন হাজৰিকাক স্মৰণ কৰে অগণন লোকে৷,নলবাৰীত সুধাকন্ঠ ড০ ভূপেন হাজৰিকাক আছুৰ স্মৰণ,0.3333333333333333,0.18181818181818182,0.3333333333333333,0.3333333333333333,[0.7156636118888855],[0.7679676413536072],[0.7408936619758606]
ডিজিটেল ডেস্কঃ ২০১৪ চনৰ ২ অক্টোবৰ গান্ধী জয়ন্তীৰ দিনটোতেই আৰম্ভণি হৈছিল নিকা ভাৰত গঢ়াৰ সপোন।,ডিজিটেল ডেস্কঃ ২০১৪ চনৰ ২ অক্টোবৰ গান্ধী জয়ন্তীৰ দিনটোতেই আৰম্ভণি হৈছিল নিকা ভাৰত গঢ়াৰ সপোন।,"স্বচ্ছ ভাৰত গঢ়াত বিফল মোডী, দিল্লীত অকপট স্বীকাৰ প্ৰধানমন্ত্ৰীৰ",0.08333333333333334,0.0,0.08333333333333334,0.08333333333333334,[0.7205466628074646],[0.7358351349830627],[0.7281106114387512]
গোৰেশ্বৰঃ ৰঙিয়া সমষ্টিৰ অন্তৰ্গত বিজেপিৰ গোৰেশ্বৰ মণ্ডল মহিলা মৰ্চাৰ এখন কাৰ্যনিৰ্বাহক সভা দেওবাৰে গোৰেশ্বৰ মহাবিদ্যালয় কনফাৰেঞ্চ হলত অনুষ্ঠিত হৈ যায়।,গোৰেশ্বৰঃ ৰঙিয়া সমষ্টিৰ অন্তৰ্গত বিজেপিৰ গোৰেশ্বৰ মণ্ডল মহিলা মৰ্চাৰ এখন কাৰ্যনিৰ্বাহক সভা দেওবাৰে গোৰেশ্বৰ মহাবিদ্যালয় কনফাৰেঞ্চ হলত অনুষ্ঠিত হৈ যায়।,গোৰেশ্বৰত বিজেপিৰ মহিলা মৰ্চাৰ সভা,0.32000000000000006,0.08695652173913043,0.32000000000000006,0.32000000000000006,[0.691814124584198],[0.8183107376098633],[0.7497643828392029]
নলবাৰীঃ আজি নলবাৰী জিলাৰ বেলশৰ দেৱালয় প্ৰাংগনত স্বচ্ছ ভাৰত মিছন (গ্ৰামীণ) অভিযানৰ সামৰণি অনুষ্ঠান আৰু গান্ধী জয়ন্তী জিলা ভিত্তিত উদযাপন কৰা হয়।,নলবাৰীঃ আজি নলবাৰী জিলাৰ বেলশৰ দেৱালয় প্ৰাংগনত স্বচ্ছ ভাৰত মিছন (গ্ৰামীণ) অভিযানৰ সামৰণি অনুষ্ঠান আৰু গান্ধী জয়ন্তী জিলা ভিত্তিত উদযাপন কৰা হয়।,নলবাৰীত স্বচ্ছ ভাৰত মিছন আৰু গান্ধী জয়ন্তীৰ অনুষ্ঠান সম্পন্ন,0.3870967741935484,0.20689655172413796,0.3225806451612903,0.3225806451612903,[0.7485830187797546],[0.8281877636909485],[0.7863759398460388]
বজালী মহকুমাৰ অন্তৰ্গত বৰপেটা জিলাৰ চাপাৰবড়ি হাইস্কুলত মধ্যাহ্ন ভোজনৰ নামত চৰম অনিয়ম সংঘটিত হৈ থকাৰ অভিযোগ উত্থাপন কৰিছে স্থানীয় একাংশ লোকে।,বজালী মহকুমাৰ অন্তৰ্গত বৰপেটা জিলাৰ চাপাৰবড়ি হাইস্কুলত মধ্যাহ্ন ভোজনৰ নামত চৰম অনিয়ম সংঘটিত হৈ থকাৰ অভিযোগ উত্থাপন কৰিছে স্থানীয় একাংশ লোকে।,প্ৰধান শিক্ষকৰ নিৰ্দেশত মাহত মাত্ৰ ৩-৪ দিন হে ভাত খুৱাই ছাত্ৰ-ছাত্ৰীক,0.0,0.0,0.0,0.0,[0.6620104908943176],[0.6632637977600098],[0.6626365780830383]
জ এ.এছ.এন. প্ৰতিনিধি / 2019 নগৰবেৰাৰ পৰা আব্দুল ৰছিদ বৰপেটা আৰু কামৰূপ জিলাৰ বিভিন্ন স্থানত চলিছে সুলভ মূল্যৰ চাউলৰ ৰমৰমীয়া ব্যৱসায়।,নগৰবেৰাৰ পৰা আব্দুল ৰছিদ বৰপেটা আৰু কামৰূপ জিলাৰ বিভিন্ন স্থানত চলিছে সুলভ মূল্যৰ চাউলৰ ৰমৰমীয়া ব্যৱসায়,বৰপেটাৰ মৰিচাকান্ধিত আৰক্ষীৰ অভিযানত জব্দ ৩৬ বস্তা সুলভ মূল্যৰ চাউল,0.15384615384615385,0.08333333333333334,0.15384615384615385,0.15384615384615385,[0.7535412311553955],[0.7546907663345337],[0.7541155219078064]
"ৰঙিয়াঃ শনিবাৰে কামৰূপৰ ৰঙিয়াত বিৰোধী দল কংগ্ৰেছে কেন্দ্ৰীয় আৰু ৰাজ্য চৰকাৰৰ বিৰুদ্ধে প্ৰতিবাদ সাব্যস্ত কৰে৷ বিজেপি চৰকাৰৰ জনবিৰোধী নীতি, অপশাসন আৰু পেট্ৰ'ল-ডিজেল, ৰন্ধন গেছৰ অত্যাধিক মূল্য বৃদ্ধিৰ বিৰুদ্ধে বিশ্বাসঘাতকতা দিৱস পালন কৰে।","ৰঙিয়াঃ শনিবাৰে কামৰূপৰ ৰঙিয়াত বিৰোধী দল কংগ্ৰেছে কেন্দ্ৰীয় আৰু ৰাজ্য চৰকাৰৰ বিৰুদ্ধে প্ৰতিবাদ সাব্যস্ত কৰে৷ বিজেপি চৰকাৰৰ জনবিৰোধী নীতি, অপশাসন আৰু পেট্ৰ'ল-ডিজেল, ৰন্ধন গেছৰ অত্যাধিক মূল্য বৃদ্ধিৰ বিৰুদ্ধে বিশ্বাসঘাতকতা দিৱস পালন কৰে।","ৰঙিয়াত মূল্য বৃদ্ধিৰ বিৰুদ্ধে কংগ্ৰেছৰ প্ৰতিবাদ, ঘোৰা গাড়ী, চাইকেল, ই-ৰিক্সাত উঠিল কংগ্ৰেছী",0.13636363636363635,0.09523809523809523,0.13636363636363635,0.13636363636363635,[0.7164644002914429],[0.772788405418396],[0.7435612678527832]
ৰাজ্যখনৰ ঐতিহ্যমণ্ডিত কটন বিশ্ববিদ্যালয়ত আয়োজন কৰা হৈছে এখন আন্তঃমহাবিদ্যালয় তৰ্ক প্ৰতিযোগিতাৰ।,কটন বিশ্ববিদ্যালয়ত অনুষ্ঠিত হৈছে আন্তঃমহাবিদ্যালয় তৰ্ক প্ৰতিযোগিতাৰ।,কটন বিশ্ববিদ্যালয়ত আয়োজন কৰা হৈছে আন্তঃমহাবিদ্যালয় তৰ্ক প্ৰতিযোগিতাৰ,0.6666666666666666,0.4615384615384615,0.6666666666666666,0.6666666666666666,[0.9189822673797607],[0.8924751281738281],[0.9055347442626953]
ওৰাংঃ ভাৰতীয় সেনাই ২০লাখ টকাৰে নিৰ্মাণ কৰিব মাজবাট নগৰ বালিকা বিদ্যালয়ৰ শ্ৰেণীকোঠা ৷ ভাৰতীয় সেনাৰ ৰেড হৰ্ণ ডিভিজন অ'পিৰ উদ্যোগত আজি মাজবাট নগৰ বালিকা বিদ্যালয়ত সদ্ভাৱনা কাৰ্যসূচীৰ শুভাৰম্ভ কৰি এই কথা ঘোষণা কৰে।,ওৰাংঃ মাজবাট নগৰ বালিকা বিদ্যালয়ৰ শ্ৰেণীকোঠা নিৰ্মাণ কৰা হ'ব ৷ ভাৰতীয় সেনাৰ ৰেড হৰ্ণ ডিভিজন অ'পিৰ উদ্যোগত আজি মাজবাট নগৰ বালিকা বিদ্যালয়ত সদ্ভাৱনা কাৰ্যসূচীৰ শুভাৰম্ভ কৰি এই কথা ঘোষণা কৰে।,২০ লাখ টকাৰে ভাৰতীয় সেনাই সাজি দিব বিদ্যালয় গৃহ,0.05128205128205128,0.0,0.05128205128205128,0.05128205128205128,[0.6157222986221313],[0.6793513894081116],[0.6459737420082092]
দলংঘাটঃ দৰং জিলাৰ পশ্চিম প্ৰান্তত অৱস্থিত একমাত্র উচ্চ শিক্ষানুষ্ঠান দেওমৰনৈ স্নাতক মহাবিদ্যালয়ত অসমীয়া বিভাগৰ উদ্যোগত আজি মহাবিদ্যালয়ৰ প্ৰেক্ষাগৃহত আধুনিক সমাজ আৰু লোক সংস্কৃতি শীৰ্ষক আলোচনা চক্ৰ অনুষ্ঠিত হয়।,দলংঘাটঃ দৰং জিলাৰ পশ্চিম প্ৰান্তত অৱস্থিত একমাত্র উচ্চ শিক্ষানুষ্ঠান দেওমৰনৈ স্নাতক মহাবিদ্যালয়ত অসমীয়া বিভাগৰ উদ্যোগত আজি মহাবিদ্যালয়ৰ প্ৰেক্ষাগৃহত আধুনিক সমাজ আৰু লোক সংস্কৃতি শীৰ্ষক আলোচনা চক্ৰ অনুষ্ঠিত হয়,"দেওমৰনৈত ""আধুনিক সমাজ আৰু লোক সংস্কৃতি"" শীৰ্ষক আলোচনা চক্ৰ",0.3243243243243243,0.22857142857142856,0.3243243243243243,0.3243243243243243,[0.7031059861183167],[0.8409226536750793],[0.7658637166023254]
নগাঁও জিলাৰ চামগুৰি আৰক্ষী থানাৰ অন্তৰ্গত চামগুৰি তিনি আলিত আজি সংঘটিত এক পথ দুৰ্ঘটনাত এগৰাকী শিক্ষক নিহত হোৱাৰ লগতে এজন বাইক আৰোহী আঘাত প্ৰাপ্ত হয়।,নগাঁও জিলাৰ চামগুৰি আৰক্ষী থানাৰ অন্তৰ্গত চামগুৰি তিনি আলিত আজি সংঘটিত এক পথ দুৰ্ঘটনাত এগৰাকী শিক্ষক নিহত হোৱাৰ লগতে এজন বাইক আৰোহী আঘাত প্ৰাপ্ত হয়।,পথ দুৰ্ঘটনাই প্ৰাণ কাঢ়ি নিলে এগৰাকী শিক্ষকৰ,0.125,0.0,0.125,0.125,[0.6869706511497498],[0.7689315676689148],[0.725644052028656]
গেলেকী আৰক্ষী থানাৰ ভাৰপ্ৰাপ্ত বিষয়া দ্বীপেন ছেত্ৰীৰ নেতৃত্বত আজি নাগালেণ্ডত আন্তঃৰাষ্ট্ৰীয় গাড়ী চোৰৰ বিৰুদ্ধ চলোৱা অভিযানত হাবিৰ মাজৰ পৰা এখন চুৰি টাটা চুমু গাড়ী উদ্ধাৰ কৰা হয়।,গেলেকী আৰক্ষী থানাৰ ভাৰপ্ৰাপ্ত বিষয়া দ্বীপেন ছেত্ৰীৰ নেতৃত্বত আজি নাগালেণ্ডত আন্তঃৰাষ্ট্ৰীয় গাড়ী চোৰৰ বিৰুদ্ধ চলোৱা অভিযানত হাবিৰ মাজৰ পৰা এখন চুৰি টাটা চুমু গাড়ী উদ্ধাৰ কৰা হয়।,শিৱসাগৰ আৰক্ষীয়ে নাগালেণ্ডত উদ্ধাৰ কৰিলে গুৱাহাটীৰ পৰা চুৰি হোৱা গাড়ী,0.2702702702702703,0.0,0.21621621621621623,0.21621621621621623,[0.759061872959137],[0.8279420733451843],[0.7920072078704834]
মাৰ্ঘেৰিটাঃ তিনিচুকীয়া জিলাৰ মাৰ্ঘেৰিটা আৰক্ষী থানাৰ অন্তৰ্গত বৰগোলাইত ৰন্টিক্স নামৰ ব্যক্তিগত চিকিৎসা প্ৰতিষ্ঠানটোৰ সন্মুখত শুকুৰবাৰে নিশাৰ ভাগত এক দুৰ্ঘটনা সংঘটিত হয়।,মাৰ্ঘেৰিটাঃ তিনিচুকীয়া জিলাৰ মাৰ্ঘেৰিটা আৰক্ষী থানাৰ অন্তৰ্গত বৰগোলাইত ৰন্টিক্স নামৰ ব্যক্তিগত চিকিৎসা প্ৰতিষ্ঠানটোৰ সন্মুখত শুকুৰবাৰে নিশাৰ ভাগত এক দুৰ্ঘটনা সংঘটিত হয়।,"মাৰ্ঘেৰিটাত শিহৰণকাৰী দুৰ্ঘটনা, এজন নিহত",0.0,0.0,0.0,0.0,[0.6895530223846436],[0.7596824765205383],[0.7229209542274475]
উচ্চতম ন্যায়ালয়ে সোমবাৰে এছ চি/এছ টি সংশোধনী আইন ২০১৮ৰ সাংবিধানিক বৈধতা অক্ষুন্ন ৰাখে।,ডিজিটেল ডেস্কঃ এছ চি/এছ টি সংশোধনী আইন ২০১৮ৰ সাংবিধানিক বৈধতা অক্ষুন্ন ৰাখে।,এছ চি/এছ টি সংশোধনী আইনৰ সাংবিধানিক বৈধতাক উচ্চতম ন্যায়ালয়ৰ অনুমোদন,0.45454545454545453,0.3,0.45454545454545453,0.45454545454545453,[0.8015214204788208],[0.8241828083992004],[0.8126941323280334]
নলবাৰীঃ শনিবাৰে বাঁহজানীৰ একমাত্ৰ উচ্চ শিক্ষানুষ্ঠান দক্ষিণ নলবাৰী মহাবিদ্যালয়ৰ দহ লাখ টকাৰে নিৰ্মাণ হ'বলগীয়া প্ৰেক্ষাগৃহৰ আধাৰশিলা স্থাপন কৰে বিধায়ক অশোক কুমাৰ শৰ্মাই।,নলবাৰীঃ শনিবাৰে বাঁহজানীৰ একমাত্ৰ উচ্চ শিক্ষানুষ্ঠান দক্ষিণ নলবাৰী মহাবিদ্যালয়ৰ দহ লাখ টকাৰে নিৰ্মাণ হ'বলগীয়া প্ৰেক্ষাগৃহৰ আধাৰশিলা স্থাপন কৰে বিধায়ক অশোক কুমাৰ শৰ্মাই।,দক্ষিণ নলবাৰী মহাবিদ্যালয়ৰ প্ৰেক্ষাগৃহৰ আধাৰশিলা স্থাপন,0.42857142857142855,0.3076923076923077,0.42857142857142855,0.42857142857142855,[0.74213045835495],[0.9025837182998657],[0.8145304322242737]
